,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,
INSERTED DETAIL,201216,Cheeky Monkeys Day Nursery,50916124,R6106,Private Providers - Early Years Funding,14723.94,09/11/2015,People Group,,,
INSERTED DETAIL,201216,Cheeky Monkeys Day Nursery,50923496,R6106,Private Providers - Early Years Funding,7796.25,23/11/2015,People Group,,,
INSERTED DETAIL,223932,Chelsea and Westminster Hospital NHS Foundation Trust,50903734,R5702,Payments to External Contractors,1435.10,12/11/2015,Communities,,,
INSERTED DETAIL,223932,Chelsea and Westminster Hospital NHS Foundation Trust,50927363,R5702,Payments to External Contractors,678.04,27/11/2015,Communities,,,
INSERTED DETAIL,100016,Cherry Trees Residential Home,50912944,R5806,Residential Care (Adults),8040.00,02/11/2015,People Group,,,
INSERTED DETAIL,100016,Cherry Trees Residential Home,50912944,R5806,Residential Care (Adults),1867.96,02/11/2015,People Group,,,
INSERTED DETAIL,100016,Cherry Trees Residential Home,50929240,R5806,Residential Care (Adults),8040.00,30/11/2015,People Group,,,
INSERTED DETAIL,100016,Cherry Trees Residential Home,50929240,R5806,Residential Care (Adults),1867.96,30/11/2015,People Group,,,
INSERTED DETAIL,201225,Chesford Grange Hotel,50928976,R5702,Payments to External Contractors,1657.92,24/11/2015,Communities,,,
INSERTED DETAIL,201227,Chestnut Tree Nursery,50916125,R6106,Private Providers - Early Years Funding,6414.66,09/11/2015,People Group,,,
INSERTED DETAIL,201227,Chestnut Tree Nursery,50923497,R6106,Private Providers - Early Years Funding,2772.00,23/11/2015,People Group,,,
INSERTED DETAIL,201234,Child Care Bureau Ltd,50916645,R5822,Foster Care Payments - External,3035.75,23/11/2015,People Group,,,
INSERTED DETAIL,201243,Chiltern Railways,50901922,R3302,Staff Travel - Rail,3832.30,10/11/2015,Communities,,,
INSERTED DETAIL,201243,Chiltern Railways,50911760,R3302,Staff Travel - Rail,8011.90,17/11/2015,Resources,,,
INSERTED DETAIL,201243,Chiltern Railways,50911764,R3302,Staff Travel - Rail,-583.20,17/11/2015,Resources,,,
INSERTED DETAIL,201243,Chiltern Railways,50927315,R3302,Staff Travel - Rail,2920.85,26/11/2015,Communities,,,
INSERTED DETAIL,208991,Chilworth Schools Ltd (Chilworth House School Witherslack Group Of Schools (South)),50921298,R6107,SEN Statements Funding - Non-Maintained Schools,18893.66,18/11/2015,People Group,,,
INSERTED DETAIL,208991,Chilworth Schools Ltd (Chilworth House School Witherslack Group Of Schools (South)),50902457,R4458,Pupil Premium Payment,660.00,18/11/2015,Schools,,,
INSERTED DETAIL,208991,Chilworth Schools Ltd (Chilworth House School Witherslack Group Of Schools (South)),50894268,R6107,SEN Statements Funding - Non-Maintained Schools,-11196.84,18/11/2015,People Group,,,
INSERTED DETAIL,208991,Chilworth Schools Ltd (Chilworth House School Witherslack Group Of Schools (South)),50921296,R6107,SEN Statements Funding - Non-Maintained Schools,18225.00,18/11/2015,People Group,,,
INSERTED DETAIL,208991,Chilworth Schools Ltd (Chilworth House School Witherslack Group Of Schools (South)),50921297,R6107,SEN Statements Funding - Non-Maintained Schools,16515.66,18/11/2015,People Group,,,
INSERTED DETAIL,208991,Chilworth Schools Ltd (Chilworth House School Witherslack Group Of Schools (South)),50921316,R6107,SEN Statements Funding - Non-Maintained Schools,18225.00,18/11/2015,People Group,,,
INSERTED DETAIL,208991,Chilworth Schools Ltd (Chilworth House School Witherslack Group Of Schools (South)),50921315,R6107,SEN Statements Funding - Non-Maintained Schools,15885.00,18/11/2015,People Group,,,
INSERTED DETAIL,208991,Chilworth Schools Ltd (Chilworth House School Witherslack Group Of Schools (South)),50921314,R6107,SEN Statements Funding - Non-Maintained Schools,18225.00,18/11/2015,People Group,,,
INSERTED DETAIL,208991,Chilworth Schools Ltd (Chilworth House School Witherslack Group Of Schools (South)),50921313,R6107,SEN Statements Funding - Non-Maintained Schools,18894.00,18/11/2015,People Group,,,
INSERTED DETAIL,202139,CHK Ltd T/A FWT,50926103,R4311,Publicity,3983.00,30/11/2015,Communities,,,
INSERTED DETAIL,201256,Christies Care Ltd,50913492,R5805,Homecare - External Domiciliary (Adults),3472.00,11/11/2015,People Group,,,
INSERTED DETAIL,201256,Christies Care Ltd,50913493,R5805,Homecare - External Domiciliary (Adults),3652.00,11/11/2015,People Group,,,
INSERTED DETAIL,201256,Christies Care Ltd,50913491,R5805,Homecare - External Domiciliary (Adults),3620.00,11/11/2015,People Group,,,
INSERTED DETAIL,100265,Church Terrace Nursing Home,50912947,R5806,Residential Care (Adults),1988.00,02/11/2015,People Group,,,
INSERTED DETAIL,100265,Church Terrace Nursing Home,50929243,R5806,Residential Care (Adults),1988.00,30/11/2015,People Group,,,
INSERTED DETAIL,208360,CIPFA Business Limited (****5849),50916231,R1601,Training - External,1365.00,26/11/2015,Resources,,,
INSERTED DETAIL,208360,CIPFA Business Limited (****5849),50916228,R1601,Training - External,1805.00,26/11/2015,Resources,,,
INSERTED DETAIL,217243,City Media Sales Ltd T/A Kelly Media,50919611,R5802,Substitute Care,5600.00,24/11/2015,People Group,,,
INSERTED DETAIL,209353,Civil & Structural Computer Services Ltd,50919007,R4512,Software,1666.50,13/11/2015,Communities,,,
INSERTED DETAIL,229602,CJS Direct Ltd,50894772,R4030,Materials,913.45,30/11/2015,Communities,,,
INSERTED DETAIL,201316,Claire Henley Ltd,50928759,R4310,Printing,2010.00,26/11/2015,People Group,,,
INSERTED DETAIL,214544,Claire Whitehead-Wall,50928989,R1601,Training - External,510.00,27/11/2015,Resources,,,
INSERTED DETAIL,214544,Claire Whitehead-Wall,50928993,R1690,Internal Expenditure - Training,1020.00,27/11/2015,Resources,,,
INSERTED DETAIL,213034,Clarendon Lodge Medical Practice,50915323,R5702,Payments to External Contractors,3120.73,05/11/2015,Communities,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,50915602,R4104,Food Costs / Provisions,545.80,05/11/2015,Schools,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,50917781,R4102,Catering Charges,1978.80,10/11/2015,Schools,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,50916755,R4108,Universal Infant Free School Meals Charges,1225.90,19/11/2015,Schools,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,50915701,R4102,Catering Charges,2737.00,19/11/2015,Schools,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,50915702,R4102,Catering Charges,2118.00,26/11/2015,Schools,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,50916757,R4104,Food Costs / Provisions,919.80,26/11/2015,Schools,,,
INSERTED DETAIL,201332,Claverdon Village Nursery,50916126,R6106,Private Providers - Early Years Funding,6318.23,09/11/2015,People Group,,,
INSERTED DETAIL,201332,Claverdon Village Nursery,50923498,R6106,Private Providers - Early Years Funding,2598.75,23/11/2015,People Group,,,
INSERTED DETAIL,209851,Clear Channel UK Ltd,50913369,C1030,"New Construction, Conversion & Renovation",5361.46,02/11/2015,Capital,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50914000,R5805,Homecare - External Domiciliary (Adults),604.17,03/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50914001,R5805,Homecare - External Domiciliary (Adults),1552.32,03/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50913468,R5805,Homecare - External Domiciliary (Adults),511.56,03/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50913999,R5805,Homecare - External Domiciliary (Adults),639.45,03/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50912389,R5805,Homecare - External Domiciliary (Adults),806.40,06/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50912451,R5805,Homecare - External Domiciliary (Adults),806.40,13/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50914003,R5805,Homecare - External Domiciliary (Adults),806.40,19/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50916742,R5805,Homecare - External Domiciliary (Adults),864.36,26/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50916813,R5805,Homecare - External Domiciliary (Adults),608.58,26/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50916817,R5805,Homecare - External Domiciliary (Adults),560.00,26/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50916822,R5805,Homecare - External Domiciliary (Adults),2328.48,26/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50916823,R5805,Homecare - External Domiciliary (Adults),864.36,26/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50916825,R5805,Homecare - External Domiciliary (Adults),617.40,26/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50916827,R5805,Homecare - External Domiciliary (Adults),1790.46,26/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50916828,R5805,Homecare - External Domiciliary (Adults),1040.76,26/11/2015,People Group,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50917760,R5805,Homecare - External Domiciliary (Adults),1040.76,26/11/2015,People Group,,,
INSERTED DETAIL,201344,Clews Recycling Ltd,50911738,R5206,Excess / Bulk haulage,1001.70,06/11/2015,Communities,,,
INSERTED DETAIL,201344,Clews Recycling Ltd,50913815,R5702,Payments to External Contractors,1781.60,10/11/2015,Communities,,,
INSERTED DETAIL,211025,Clifford House Fostering Ltd,50920474,R5822,Foster Care Payments - External,3565.00,30/11/2015,People Group,,,
INSERTED DETAIL,211025,Clifford House Fostering Ltd,50921340,R5822,Foster Care Payments - External,3399.60,30/11/2015,People Group,,,
INSERTED DETAIL,211025,Clifford House Fostering Ltd,50921341,R5822,Foster Care Payments - External,3512.92,30/11/2015,People Group,,,
INSERTED DETAIL,201349,Clifton Playgroup,50916127,R6106,Private Providers - Early Years Funding,10014.17,09/11/2015,People Group,,,
INSERTED DETAIL,201349,Clifton Playgroup,50923499,R6106,Private Providers - Early Years Funding,1663.20,23/11/2015,People Group,,,
INSERTED DETAIL,219972,Clifton Road Surgery,50915341,R5702,Payments to External Contractors,869.73,05/11/2015,Communities,,,
INSERTED DETAIL,229455,Clive Kempton Education Ltd,50910099,R5604,Commissioned Works,1500.00,19/11/2015,People Group,,,
INSERTED DETAIL,213535,CLM Enterprises Ltd  t/a The Welcome Centre,50910367,R2204,Room Hire - External,522.50,12/11/2015,People Group,,,
INSERTED DETAIL,201358,Clopton Nursery Trust,50916128,R6106,Private Providers - Early Years Funding,12443.26,09/11/2015,People Group,,,
INSERTED DETAIL,201358,Clopton Nursery Trust,50923500,R6106,Private Providers - Early Years Funding,11835.45,23/11/2015,People Group,,,
,,CLOUDLEARNL,P-Cards,,, 780.00 ,07/12/2015,,,,
INSERTED DETAIL,100381,Cofresh Homes Llp T/A Tudor Care Home,50912882,R5806,Residential Care (Adults),1904.00,02/11/2015,People Group,,,
INSERTED DETAIL,100381,Cofresh Homes Llp T/A Tudor Care Home,50912882,R5806,Residential Care (Adults),5608.96,02/11/2015,People Group,,,
INSERTED DETAIL,100381,Cofresh Homes Llp T/A Tudor Care Home,50929472,R5806,Residential Care (Adults),6089.72,30/11/2015,People Group,,,
INSERTED DETAIL,100381,Cofresh Homes Llp T/A Tudor Care Home,50929472,R5806,Residential Care (Adults),1904.00,30/11/2015,People Group,,,
INSERTED DETAIL,214334,College of Law Services Ltd,50909644,R1601,Training - External,1285.00,13/11/2015,Resources,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50912819,R5806,Residential Care (Adults),3093.16,02/11/2015,People Group,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50912819,R5806,Residential Care (Adults),3255.92,02/11/2015,People Group,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50912819,R5806,Residential Care (Adults),1627.96,02/11/2015,People Group,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50912819,R5806,Residential Care (Adults),1627.96,02/11/2015,People Group,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50912819,R5806,Residential Care (Adults),4883.88,02/11/2015,People Group,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50912819,R5806,Residential Care (Adults),1627.96,02/11/2015,People Group,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50912819,R5806,Residential Care (Adults),23431.00,02/11/2015,People Group,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50929247,R5806,Residential Care (Adults),1627.96,30/11/2015,People Group,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50929247,R5806,Residential Care (Adults),3255.92,30/11/2015,People Group,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50929247,R5806,Residential Care (Adults),3093.16,30/11/2015,People Group,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50929247,R5806,Residential Care (Adults),23669.65,30/11/2015,People Group,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50929247,R5806,Residential Care (Adults),1627.96,30/11/2015,People Group,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50929247,R5806,Residential Care (Adults),1627.96,30/11/2015,People Group,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50929247,R5806,Residential Care (Adults),4883.88,30/11/2015,People Group,,,
INSERTED DETAIL,223682,Communities Academies Trust - Wood End Primary School - Academy,50921563,R4905,Contingency,3560.00,19/11/2015,Schools,,,
INSERTED DETAIL,209454,Community Information Services Ltd,50928382,R5802,Substitute Care,954.00,27/11/2015,People Group,,,
INSERTED DETAIL,217472,Compass Disability Services (Non-Managed),50906645,R5807,SLA Social Care Provision,5713.20,03/11/2015,People Group,,,
INSERTED DETAIL,217472,Compass Disability Services (Non-Managed),50914761,R5807,SLA Social Care Provision,4075.20,11/11/2015,People Group,,,
INSERTED DETAIL,217472,Compass Disability Services (Non-Managed),50925753,R5807,SLA Social Care Provision,3978.00,30/11/2015,People Group,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50908782,R5822,Foster Care Payments - External,3088.50,04/11/2015,People Group,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50917210,R5822,Foster Care Payments - External,3088.50,16/11/2015,People Group,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50922329,R5801,Other Child Care,1235.40,17/11/2015,People Group,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50922331,R5801,Other Child Care,3088.50,18/11/2015,People Group,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50922330,R5801,Other Child Care,3191.45,18/11/2015,People Group,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50898528,R5822,Foster Care Payments - External,5659.52,23/11/2015,People Group,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50926192,R5822,Foster Care Payments - External,2817.18,24/11/2015,People Group,,,
INSERTED DETAIL,228081,Complete Tree Care Ltd,50919989,R1101,Agency Staff Pay,900.00,27/11/2015,Communities,,,
INSERTED DETAIL,225964,Complex Needs Consultancy (Barry Carpenter Education),50906930,R1601,Training - External,688.25,13/11/2015,People Group,,,
INSERTED DETAIL,213296,Compton Verney House Trust,50923925,R4701,Grants To External Organisations,6700.00,19/11/2015,Communities,,,
INSERTED DETAIL,226323,Conatus Health Ltd,50903850,R5849,Counselling Services (Children),1340.00,06/11/2015,People Group,,,
INSERTED DETAIL,228549,Concept Elevators (Midlands) Ltd,50926151,R2024,Electrical (LE),1717.50,24/11/2015,Resources,,,
INSERTED DETAIL,100093,Condover College Ltd,50912951,R5806,Residential Care (Adults),18088.44,02/11/2015,People Group,,,
INSERTED DETAIL,100093,Condover College Ltd,50929248,R5806,Residential Care (Adults),18088.44,30/11/2015,People Group,,,
INSERTED DETAIL,201414,Conduce Group Ltd,50910179,R4505,ICT Supplies / Consumables,650.00,25/11/2015,Communities,,,
INSERTED DETAIL,999982,Consultingroom.com,50929742,R2012,Refund of Deposits,1336.00,30/11/2015,Communities,,,
INSERTED DETAIL,226891,Continuity Healthcare Services Ltd,50913768,R5805,Homecare - External Domiciliary (Adults),900.00,03/11/2015,People Group,,,
INSERTED DETAIL,200595,Co-Operative Childcare (Spencer St),50916274,R6106,Private Providers - Early Years Funding,8832.64,09/11/2015,People Group,,,
INSERTED DETAIL,200595,Co-Operative Childcare (Spencer St),50923995,R6106,Private Providers - Early Years Funding,8038.80,23/11/2015,People Group,,,
INSERTED DETAIL,226563,Corkhill Consultancy,50917160,R4409,Consultancy,1200.00,10/11/2015,Communities,,,
INSERTED DETAIL,226563,Corkhill Consultancy,50917161,R4409,Consultancy,1120.00,27/11/2015,Communities,,,
INSERTED DETAIL,215982,Corley (Coventry) School,50926721,R6107,SEN Statements Funding - Non-Maintained Schools,4950.00,24/11/2015,People Group,,,
INSERTED DETAIL,201451,Coten End Playgroups,50916129,R6106,Private Providers - Early Years Funding,12664.15,09/11/2015,People Group,,,
INSERTED DETAIL,201451,Coten End Playgroups,50923501,R6106,Private Providers - Early Years Funding,4162.95,23/11/2015,People Group,,,
INSERTED DETAIL,208989,Coundon Court School And Community College,50928775,R6107,SEN Statements Funding - Non-Maintained Schools,1167.00,30/11/2015,People Group,,,
INSERTED DETAIL,209199,Country Land & Business Association (CLA),50916232,R4702,Subscriptions To Organisations,1070.00,10/11/2015,Resources,,,
INSERTED DETAIL,228436,Courtyard Care Ltd,50915068,R5848,Residential Care (Children),16319.33,05/11/2015,People Group,,,
INSERTED DETAIL,201486,Coventry and Warwickshire Chamber of Commerce,50922429,R5702,Payments to External Contractors,5000.00,27/11/2015,Communities,,,
INSERTED DETAIL,201487,Coventry and Warwickshire Partnership NHS Trust,50927164,R5807,SLA Social Care Provision,20000.00,25/11/2015,People Group,,,
INSERTED DETAIL,201498,Coventry Diocesan Board of Education,50907017,R4007,Equipment,3117.70,03/11/2015,Schools,,,
INSERTED DETAIL,201498,Coventry Diocesan Board of Education,50910667,R4442,Professional Fees Curriculum,503.06,12/11/2015,Schools,,,
INSERTED DETAIL,201510,Coventry University,50900739,R1601,Training - External,597.60,06/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50900740,R1601,Training - External,597.60,06/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50900741,R1601,Training - External,597.60,06/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50900753,R1601,Training - External,1792.80,06/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50900754,R1601,Training - External,1792.80,06/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50900738,R1601,Training - External,597.60,06/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50900737,R1601,Training - External,597.60,06/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50900736,R1601,Training - External,597.60,06/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50900742,R1601,Training - External,597.60,06/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924588,R1601,Training - External,597.60,19/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928108,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928088,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924606,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924605,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924604,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924603,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924602,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924601,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928090,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928093,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928098,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928099,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928100,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928101,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928102,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928103,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928104,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928105,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928106,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928107,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928109,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928110,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928111,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928112,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928113,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928114,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50928126,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924589,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924590,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924591,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924592,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924593,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924594,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924595,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924596,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924597,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924598,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924599,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,201510,Coventry University,50924600,R1601,Training - External,597.60,26/11/2015,People Group,,,
INSERTED DETAIL,100268,Cow Lees Nursing Home,50912952,R5806,Residential Care (Adults),1813.68,02/11/2015,People Group,,,
INSERTED DETAIL,100268,Cow Lees Nursing Home,50912952,R5806,Residential Care (Adults),12114.00,02/11/2015,People Group,,,
INSERTED DETAIL,100268,Cow Lees Nursing Home,50912952,R5806,Residential Care (Adults),2565.20,02/11/2015,People Group,,,
INSERTED DETAIL,100268,Cow Lees Nursing Home,50929250,R5806,Residential Care (Adults),2565.20,30/11/2015,People Group,,,
INSERTED DETAIL,100268,Cow Lees Nursing Home,50929250,R5806,Residential Care (Adults),12114.00,30/11/2015,People Group,,,
INSERTED DETAIL,100268,Cow Lees Nursing Home,50929250,R5806,Residential Care (Adults),1813.68,30/11/2015,People Group,,,
INSERTED DETAIL,100089,Craegmoor Ltd - Part Of Priory Group (Charnwood Lodge),50912942,R5806,Residential Care (Adults),5728.72,02/11/2015,People Group,,,
INSERTED DETAIL,100089,Craegmoor Ltd - Part Of Priory Group (Charnwood Lodge),50929237,R5806,Residential Care (Adults),5728.72,30/11/2015,People Group,,,
INSERTED DETAIL,223069,Craegmoor Strathmore College Priory,50925030,R5810,Adult Day Care,3526.00,23/11/2015,People Group,,,
INSERTED DETAIL,100269,Craighaven Ltd,50912953,R5806,Residential Care (Adults),27412.67,02/11/2015,People Group,,,
INSERTED DETAIL,100269,Craighaven Ltd,50929251,R5806,Residential Care (Adults),22953.78,30/11/2015,People Group,,,
INSERTED DETAIL,100269,Craighaven Ltd,50929251,R5806,Residential Care (Adults),979.20,30/11/2015,People Group,,,
INSERTED DETAIL,207840,Creative Event Support Ltd,50915294,R4409,Consultancy,2963.05,19/11/2015,Resources,,,
INSERTED DETAIL,220812,Credence Care Holly House,50925973,R5851,Supported Living,6612.00,24/11/2015,People Group,,,
INSERTED DETAIL,222960,Creditsafe Business Solutions Ltd,50911322,R4702,Subscriptions To Organisations,4300.00,05/11/2015,Other Services,,,
INSERTED DETAIL,201532,Crescent School,50916130,R6106,Private Providers - Early Years Funding,3040.13,09/11/2015,People Group,,,
INSERTED DETAIL,213040,Croft Medical Centre,50915324,R5702,Payments to External Contractors,3139.00,05/11/2015,Communities,,,
INSERTED DETAIL,201541,Croft School Ltd,50916276,R6106,Private Providers - Early Years Funding,11912.51,09/11/2015,People Group,,,
INSERTED DETAIL,201541,Croft School Ltd,50928754,R6107,SEN Statements Funding - Non-Maintained Schools,1526.00,30/11/2015,People Group,,,
INSERTED DETAIL,229198,Crop-Mapping Ltd,50911366,R4409,Consultancy,812.00,24/11/2015,Communities,,,
INSERTED DETAIL,100065,Crosscrown Limited,50912950,R5806,Residential Care (Adults),1848.20,02/11/2015,People Group,,,
INSERTED DETAIL,100065,Crosscrown Limited,50912950,R5806,Residential Care (Adults),4673.49,02/11/2015,People Group,,,
INSERTED DETAIL,100065,Crosscrown Limited,50912950,R5806,Residential Care (Adults),1848.20,02/11/2015,People Group,,,
INSERTED DETAIL,100065,Crosscrown Limited,50912950,R5806,Residential Care (Adults),6322.23,02/11/2015,People Group,,,
INSERTED DETAIL,100065,Crosscrown Limited,50912950,R5806,Residential Care (Adults),1848.20,02/11/2015,People Group,,,
INSERTED DETAIL,100065,Crosscrown Limited,50912950,R5806,Residential Care (Adults),1848.20,02/11/2015,People Group,,,
INSERTED DETAIL,100065,Crosscrown Limited,50912950,R5806,Residential Care (Adults),8391.08,02/11/2015,People Group,,,
INSERTED DETAIL,100065,Crosscrown Limited,50929246,R5806,Residential Care (Adults),1635.72,30/11/2015,People Group,,,
INSERTED DETAIL,100065,Crosscrown Limited,50929246,R5806,Residential Care (Adults),8391.08,30/11/2015,People Group,,,
INSERTED DETAIL,100065,Crosscrown Limited,50929246,R5806,Residential Care (Adults),1848.20,30/11/2015,People Group,,,
INSERTED DETAIL,100065,Crosscrown Limited,50929246,R5806,Residential Care (Adults),5332.12,30/11/2015,People Group,,,
INSERTED DETAIL,100065,Crosscrown Limited,50929246,R5806,Residential Care (Adults),1848.20,30/11/2015,People Group,,,
INSERTED DETAIL,100065,Crosscrown Limited,50929246,R5806,Residential Care (Adults),1848.20,30/11/2015,People Group,,,
INSERTED DETAIL,100065,Crosscrown Limited,50929246,R5806,Residential Care (Adults),1848.20,30/11/2015,People Group,,,
INSERTED DETAIL,217194,Crosscrown Ltd (Woodville House),50912891,R5806,Residential Care (Adults),9164.51,02/11/2015,People Group,,,
INSERTED DETAIL,217194,Crosscrown Ltd (Woodville House),50912891,R5806,Residential Care (Adults),5428.96,02/11/2015,People Group,,,
INSERTED DETAIL,217194,Crosscrown Ltd (Woodville House),50929495,R5806,Residential Care (Adults),7821.68,30/11/2015,People Group,,,
