,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,
INSERTED DETAIL,202374,Getta Life Ltd,50902587,R5851,Supported Living,6594.56,15/10/2015,People Group,,
INSERTED DETAIL,202374,Getta Life Ltd,50906846,R5851,Supported Living,715.68,21/10/2015,People Group,,
INSERTED DETAIL,202374,Getta Life Ltd,50906844,R5851,Supported Living,715.68,21/10/2015,People Group,,
INSERTED DETAIL,202374,Getta Life Ltd,50906845,R5851,Supported Living,6594.56,22/10/2015,People Group,,
INSERTED DETAIL,202374,Getta Life Ltd,50906843,R5851,Supported Living,6594.56,22/10/2015,People Group,,
INSERTED DETAIL,202374,Getta Life Ltd,50906842,R5851,Supported Living,7210.68,22/10/2015,People Group,,
INSERTED DETAIL,202374,Getta Life Ltd,50906875,R5851,Supported Living,7210.68,22/10/2015,People Group,,
INSERTED DETAIL,100069,Gildawood Court,50897209,R5806,Residential Care (Adults),6106.80,05/10/2015,People Group,,
INSERTED DETAIL,100069,Gildawood Court,50897209,R5806,Residential Care (Adults),71959.82,05/10/2015,People Group,,
INSERTED DETAIL,100069,Gildawood Court,50897209,R5806,Residential Care (Adults),3744.80,05/10/2015,People Group,,
INSERTED DETAIL,100069,Gildawood Court,50897209,R5806,Residential Care (Adults),1872.40,05/10/2015,People Group,,
INSERTED DETAIL,100069,Gildawood Court,50897209,R5806,Residential Care (Adults),1872.40,05/10/2015,People Group,,
INSERTED DETAIL,100069,Gildawood Court,50897209,R5806,Residential Care (Adults),1872.40,05/10/2015,People Group,,
INSERTED DETAIL,100069,Gildawood Court,50894499,R5810,Adult Day Care,4797.00,09/10/2015,People Group,,
INSERTED DETAIL,100128,Glasallt Fawr - Camphill Centre,50897210,R5806,Residential Care (Adults),7405.08,05/10/2015,People Group,,
INSERTED DETAIL,227161,Glee Care Ltd,50906954,R5805,Homecare - External Domiciliary (Adults),1159.20,21/10/2015,People Group,,
INSERTED DETAIL,227161,Glee Care Ltd,50906952,R5805,Homecare - External Domiciliary (Adults),807.30,21/10/2015,People Group,,
INSERTED DETAIL,227161,Glee Care Ltd,50906953,R5805,Homecare - External Domiciliary (Adults),1352.40,21/10/2015,People Group,,
INSERTED DETAIL,227161,Glee Care Ltd,50912667,R5805,Homecare - External Domiciliary (Adults),510.60,30/10/2015,People Group,,
INSERTED DETAIL,220455,Glendale Grounds Maintenance Ltd,50896359,R2751,Grounds Maintenance Non Contract,2329.75,30/10/2015,Communities,,
INSERTED DETAIL,220455,Glendale Grounds Maintenance Ltd,50896358,R2752,Grounds Maintenance Contract,5350.00,30/10/2015,Communities,,
INSERTED DETAIL,211767,Globe Cleaning & Maintenance Co. Ltd,50896145,R2702,Contract Cleaning / Caretaking,1108.93,23/10/2015,Communities,,
INSERTED DETAIL,211767,Globe Cleaning & Maintenance Co. Ltd,50901202,R2702,Contract Cleaning / Caretaking,775.31,23/10/2015,Communities,,
INSERTED DETAIL,202398,Gloucestershire County Council,50891589,R3204,Home To School / College Transport,1995.00,02/10/2015,Communities,,
INSERTED DETAIL,228433,Glow,50906890,R4442,Professional Fees Curriculum,735.00,21/10/2015,Schools,,
INSERTED DETAIL,228823,GN Wellsprings Care services Ltd,50910662,R5805,Homecare - External Domiciliary (Adults),610.00,28/10/2015,People Group,,
INSERTED DETAIL,202404,Go4goals,50901275,R4433,Sport Instruction,2720.00,23/10/2015,Schools,,
INSERTED DETAIL,228211,Gold Homecare Agency Ltd,50909376,R5805,Homecare - External Domiciliary (Adults),1116.00,23/10/2015,People Group,,
INSERTED DETAIL,228211,Gold Homecare Agency Ltd,50909375,R5805,Homecare - External Domiciliary (Adults),558.00,23/10/2015,People Group,,
INSERTED DETAIL,228211,Gold Homecare Agency Ltd,50909407,R5805,Homecare - External Domiciliary (Adults),558.00,26/10/2015,People Group,,
INSERTED DETAIL,202412,Goldcrest Cleaning Ltd,50898923,R2702,Contract Cleaning / Caretaking,1990.41,07/10/2015,Schools,,
INSERTED DETAIL,202412,Goldcrest Cleaning Ltd,50908043,R2702,Contract Cleaning / Caretaking,1990.41,26/10/2015,Schools,,
INSERTED DETAIL,225996,Golden Care (UK) Ltd (Rathgar Care Home),50897333,R5806,Residential Care (Adults),1748.60,08/10/2015,People Group,,
INSERTED DETAIL,229472,Government Knowledge Training Ltd,50888300,R1601,Training - External,795.00,20/10/2015,Communities,,
INSERTED DETAIL,227901,GR8 Security Ltd,50900849,C1030,"New Construction, Conversion & Renovation",966.60,30/10/2015,Capital,,
INSERTED DETAIL,205850,Grandstand-Stoneleigh Events Ltd,50894860,R2204,Room Hire - External,2000.00,09/10/2015,People Group,,
INSERTED DETAIL,205850,Grandstand-Stoneleigh Events Ltd,50903684,R2204,Room Hire - External,1000.00,14/10/2015,People Group,,
INSERTED DETAIL,205850,Grandstand-Stoneleigh Events Ltd,50898719,R5702,Payments to External Contractors,3400.00,16/10/2015,Communities,,
INSERTED DETAIL,205850,Grandstand-Stoneleigh Events Ltd,50903685,R2204,Room Hire - External,1000.00,23/10/2015,People Group,,
INSERTED DETAIL,205850,Grandstand-Stoneleigh Events Ltd,50903686,R5702,Payments to External Contractors,1078.00,26/10/2015,Communities,,
INSERTED DETAIL,100286,Grangemoor Care Homes,50897272,R5806,Residential Care (Adults),3931.28,05/10/2015,People Group,,
INSERTED DETAIL,100286,Grangemoor Care Homes,50897212,R5806,Residential Care (Adults),2674.40,05/10/2015,People Group,,
INSERTED DETAIL,100286,Grangemoor Care Homes,50897385,R5806,Residential Care (Adults),2555.40,05/10/2015,People Group,,
INSERTED DETAIL,214288,Grant Thornton UK LLP,50897833,R4413,External Audit Fees,23635.00,09/10/2015,Other Services,,
INSERTED DETAIL,224479,Green Park Interims & Executive Ltd,50897449,R4602,Overnight Accommodation,12944.00,30/10/2015,Other Services,,
INSERTED DETAIL,202447,Greenmech Ltd,50909320,R4018,Equipment Repair & Maintenance,769.40,23/10/2015,Communities,,
INSERTED DETAIL,202447,Greenmech Ltd,50909322,R4018,Equipment Repair & Maintenance,667.10,23/10/2015,Communities,,
INSERTED DETAIL,202447,Greenmech Ltd,50909319,R4018,Equipment Repair & Maintenance,1268.59,23/10/2015,Communities,,
INSERTED DETAIL,100005,Greensleeves Homes Trust T/AArden House,50897120,R5806,Residential Care (Adults),1931.84,05/10/2015,People Group,,
INSERTED DETAIL,100005,Greensleeves Homes Trust T/AArden House,50897120,R5806,Residential Care (Adults),1631.84,05/10/2015,People Group,,
INSERTED DETAIL,100005,Greensleeves Homes Trust T/AArden House,50897120,R5806,Residential Care (Adults),3263.68,05/10/2015,People Group,,
INSERTED DETAIL,100005,Greensleeves Homes Trust T/AArden House,50897120,R5806,Residential Care (Adults),9717.92,05/10/2015,People Group,,
INSERTED DETAIL,100064,Greentree Enterprises Ltd T/A Clarendon Manor,50897173,R5806,Residential Care (Adults),2200.00,05/10/2015,People Group,,
INSERTED DETAIL,100064,Greentree Enterprises Ltd T/A Clarendon Manor,50897173,R5806,Residential Care (Adults),6296.80,05/10/2015,People Group,,
INSERTED DETAIL,100070,Greenways,50897214,R5806,Residential Care (Adults),6209.44,05/10/2015,People Group,,
INSERTED DETAIL,100070,Greenways,50897214,R5806,Residential Care (Adults),675.00,05/10/2015,People Group,,
INSERTED DETAIL,100070,Greenways,50897214,R5806,Residential Care (Adults),3411.44,05/10/2015,People Group,,
INSERTED DETAIL,100070,Greenways,50897214,R5806,Residential Care (Adults),1735.72,05/10/2015,People Group,,
INSERTED DETAIL,100070,Greenways,50897214,R5806,Residential Care (Adults),1835.72,05/10/2015,People Group,,
INSERTED DETAIL,217093,Greenwich Leisure Limited,50895092,R4435,Swimming Instruction,925.65,09/10/2015,Schools,,
INSERTED DETAIL,217093,Greenwich Leisure Limited,50889808,R4435,Swimming Instruction,1093.95,09/10/2015,Schools,,
INSERTED DETAIL,202457,Groupcall Ltd,50900565,R4512,Software,26050.00,28/10/2015,Resources,,
INSERTED DETAIL,202459,Grs Breakdown & Recovery Service,50903874,R3004,Repair & Maintenance Of Vehicles,605.00,15/10/2015,Fire and Rescue,,
INSERTED DETAIL,208976,Gryphon House Ltd (The Gryphon School),50901059,R6107,SEN Statements Funding - Non-Maintained Schools,29066.33,12/10/2015,People Group,,
INSERTED DETAIL,208976,Gryphon House Ltd (The Gryphon School),50901058,R6107,SEN Statements Funding - Non-Maintained Schools,15559.79,12/10/2015,People Group,,
INSERTED DETAIL,208976,Gryphon House Ltd (The Gryphon School),50901057,R6107,SEN Statements Funding - Non-Maintained Schools,15559.79,12/10/2015,People Group,,
INSERTED DETAIL,208976,Gryphon House Ltd (The Gryphon School),50902185,R6107,SEN Statements Funding - Non-Maintained Schools,28299.67,14/10/2015,People Group,,
INSERTED DETAIL,208976,Gryphon House Ltd (The Gryphon School),50902453,R4458,Pupil Premium Payment,660.00,16/10/2015,Schools,,
INSERTED DETAIL,208976,Gryphon House Ltd (The Gryphon School),50902452,R4458,Pupil Premium Payment,660.00,16/10/2015,Schools,,
INSERTED DETAIL,202464,Guest Motors Ltd,50897066,R4030,Materials,1118.30,07/10/2015,Communities,,
INSERTED DETAIL,214635,Guideposts Trust Ltd (****9960),50898460,R5808,SLA - Adult Carers,75437.50,12/10/2015,People Group,,
INSERTED DETAIL,214635,Guideposts Trust Ltd (****9960),50895581,R5808,SLA - Adult Carers,75437.50,12/10/2015,People Group,,
INSERTED DETAIL,202475,GVA Grimley Ltd t/a Bilfinger GVA,50896396,R4409,Consultancy,5702.82,16/10/2015,Resources,,
INSERTED DETAIL,229336,GW Garden & Building Services,50888825,R2001,Buildings Maintenance,5500.00,08/10/2015,People Group,,
INSERTED DETAIL,218745,Gwyddfor Residential Ltd - Care Home,50897217,R5806,Residential Care (Adults),2006.76,05/10/2015,People Group,,
INSERTED DETAIL,100292,H A Lucas,50897287,R5806,Residential Care (Adults),4165.64,05/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50897235,R5806,Residential Care (Adults),37821.00,05/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50897235,R5806,Residential Care (Adults),7904.72,05/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50903291,R5805,Homecare - External Domiciliary (Adults),2133.00,15/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50903292,R5805,Homecare - External Domiciliary (Adults),2155.68,15/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50903276,R5805,Homecare - External Domiciliary (Adults),2389.92,15/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50903317,R5810,Adult Day Care,789.28,16/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50903311,R5810,Adult Day Care,789.28,16/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50903316,R5810,Adult Day Care,789.28,16/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50903315,R5810,Adult Day Care,789.28,16/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50903314,R5810,Adult Day Care,789.28,16/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50903312,R5810,Adult Day Care,789.28,16/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50903313,R5810,Adult Day Care,789.28,16/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50906527,R5810,Adult Day Care,1636.80,20/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50906566,R5851,Supported Living,2062.80,22/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50906567,R5851,Supported Living,2155.68,22/10/2015,People Group,,
INSERTED DETAIL,100423,H F Trust Ltd,50906813,R5805,Homecare - External Domiciliary (Adults),2389.92,22/10/2015,People Group,,
INSERTED DETAIL,202502,Halcyon Office Solutions Ltd,50910427,R4315,Reprographics Curriculum,1333.24,27/10/2015,Schools,,
INSERTED DETAIL,202502,Halcyon Office Solutions Ltd,50910235,R4316,Reprographics Admin,547.93,27/10/2015,Schools,,
INSERTED DETAIL,212292,HALFORD LODGE,50897218,R5806,Residential Care (Adults),1217.60,05/10/2015,People Group,,
INSERTED DETAIL,100331,Hallaton Manor Ltd (St Bernards),50897362,R5806,Residential Care (Adults),8051.88,05/10/2015,People Group,,
INSERTED DETAIL,227915,Harbour Care (UK) Ltd Part of the Priory Group,50897135,R5806,Residential Care (Adults),5557.96,05/10/2015,People Group,,
,, HARLECH FOODSERVICE LT , P-CARD ,,, 752.68 ,12/10/2015,,,
,, HARLECH FOODSERVICE LT , P-CARD ,,, 572.45 ,15/10/2015,,,
INSERTED DETAIL,100293,Harmony House,50897220,R5806,Residential Care (Adults),-2876.69,05/10/2015,People Group,,
INSERTED DETAIL,100293,Harmony House,50897220,R5806,Residential Care (Adults),1635.72,05/10/2015,People Group,,
INSERTED DETAIL,100293,Harmony House,50897220,R5806,Residential Care (Adults),1813.68,05/10/2015,People Group,,
INSERTED DETAIL,100293,Harmony House,50897220,R5806,Residential Care (Adults),1893.68,05/10/2015,People Group,,
INSERTED DETAIL,100293,Harmony House,50897220,R5806,Residential Care (Adults),3494.76,05/10/2015,People Group,,
INSERTED DETAIL,100293,Harmony House,50897220,R5806,Residential Care (Adults),2013.68,05/10/2015,People Group,,
INSERTED DETAIL,100293,Harmony House,50897220,R5806,Residential Care (Adults),7734.72,05/10/2015,People Group,,
INSERTED DETAIL,100293,Harmony House,50897220,R5806,Residential Care (Adults),13595.18,05/10/2015,People Group,,
INSERTED DETAIL,202534,Harper Collins Publishers Ltd,50902220,R4056,Learning Resources Curriculum,542.95,14/10/2015,Schools,,
INSERTED DETAIL,223683,Harris Church of England Academy,50902511,R4701,Grants To External Organisations,3000.00,14/10/2015,Communities,,
INSERTED DETAIL,223683,Harris Church of England Academy,50905565,R6107,SEN Statements Funding - Non-Maintained Schools,4208.00,19/10/2015,People Group,,
INSERTED DETAIL,223683,Harris Church of England Academy,50898875,R4104,Food Costs / Provisions,2834.77,28/10/2015,Resources,,
INSERTED DETAIL,217973,Hartshill School (Academy),50902510,R4701,Grants To External Organisations,3000.00,14/10/2015,Communities,,
INSERTED DETAIL,217973,Hartshill School (Academy),50889490,R1101,Agency Staff Pay,7886.00,16/10/2015,People Group,,
INSERTED DETAIL,217973,Hartshill School (Academy),50889491,R1101,Agency Staff Pay,10842.00,16/10/2015,People Group,,
INSERTED DETAIL,217973,Hartshill School (Academy),50905549,R6107,SEN Statements Funding - Non-Maintained Schools,3773.00,19/10/2015,People Group,,
INSERTED DETAIL,100294,Haven House Residential Ltd,50897223,R5806,Residential Care (Adults),5138.24,05/10/2015,People Group,,
INSERTED DETAIL,100294,Haven House Residential Ltd,50897223,R5806,Residential Care (Adults),1639.60,05/10/2015,People Group,,
INSERTED DETAIL,100294,Haven House Residential Ltd,50897223,R5806,Residential Care (Adults),3718.08,05/10/2015,People Group,,
INSERTED DETAIL,100294,Haven House Residential Ltd,50897223,R5806,Residential Care (Adults),1639.60,05/10/2015,People Group,,
INSERTED DETAIL,100294,Haven House Residential Ltd,50897223,R5806,Residential Care (Adults),1639.60,05/10/2015,People Group,,
INSERTED DETAIL,100294,Haven House Residential Ltd,50897223,R5806,Residential Care (Adults),1639.60,05/10/2015,People Group,,
INSERTED DETAIL,100294,Haven House Residential Ltd,50897223,R5806,Residential Care (Adults),1920.00,05/10/2015,People Group,,
INSERTED DETAIL,100294,Haven House Residential Ltd,50897223,R5806,Residential Care (Adults),1639.60,05/10/2015,People Group,,
INSERTED DETAIL,207695,Hays Specialist Recruitment Ltd,50906923,R1101,Agency Staff Pay,1090.00,21/10/2015,Schools,,
INSERTED DETAIL,207695,Hays Specialist Recruitment Ltd,50904313,R1101,Agency Staff Pay,2070.93,22/10/2015,Schools,,
INSERTED DETAIL,207695,Hays Specialist Recruitment Ltd,50909490,R1101,Agency Staff Pay,508.00,26/10/2015,Schools,,
INSERTED DETAIL,222207,HC One Ltd (Hodge Hill Grange Care Home),50897232,R5806,Residential Care (Adults),2063.32,05/10/2015,People Group,,
INSERTED DETAIL,222207,HC One Ltd (Hodge Hill Grange Care Home),50897232,R5806,Residential Care (Adults),1844.00,05/10/2015,People Group,,
INSERTED DETAIL,100074,HC-One Ltd,50897231,R5806,Residential Care (Adults),3413.96,05/10/2015,People Group,,
INSERTED DETAIL,100044,HC-One Ltd,50897318,R5806,Residential Care (Adults),-3073.39,05/10/2015,People Group,,
INSERTED DETAIL,100043,HC-One Ltd,50897407,R5806,Residential Care (Adults),1785.16,05/10/2015,People Group,,
INSERTED DETAIL,100044,HC-One Ltd,50897318,R5806,Residential Care (Adults),5692.88,05/10/2015,People Group,,
INSERTED DETAIL,100026,HC-One Ltd,50897408,R5806,Residential Care (Adults),1954.56,05/10/2015,People Group,,
INSERTED DETAIL,100044,HC-One Ltd,50897318,R5806,Residential Care (Adults),1830.96,05/10/2015,People Group,,
INSERTED DETAIL,100043,HC-One Ltd,50897407,R5806,Residential Care (Adults),1785.16,05/10/2015,People Group,,
INSERTED DETAIL,220838,HC-One Ltd (Victoria Gardens),50897302,R5806,Residential Care (Adults),1939.00,05/10/2015,People Group,,
INSERTED DETAIL,228199,HC-one Ltd c/oThe Orchards Care Home,50897390,R5806,Residential Care (Adults),1964.00,05/10/2015,People Group,,
INSERTED DETAIL,202569,Heads Support Service Ltd (Joyce James),50910285,R4443,Professional Fees Admin,825.00,27/10/2015,Schools,,
INSERTED DETAIL,213078,Healthcare Financial Management Association,50900195,R1601,Training - External,538.00,22/10/2015,Resources,,
INSERTED DETAIL,216777,Healthcare Management Solutions Ltd T/A Akari Care Ltd (Seale Pastures House),50897346,R5806,Residential Care (Adults),1547.56,05/10/2015,People Group,,
INSERTED DETAIL,220392,Healthwatch Warwickshire Ltd,50903880,R5702,Payments to External Contractors,76000.00,29/10/2015,Communities,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50897367,R5806,Residential Care (Adults),37731.81,05/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50900051,R5851,Supported Living,840.50,08/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50900052,R5851,Supported Living,840.50,08/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901790,R5851,Supported Living,1859.86,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901792,R5851,Supported Living,1393.01,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901793,R5851,Supported Living,676.00,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901952,R5810,Adult Day Care,800.00,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901957,R5851,Supported Living,1383.36,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901999,R5851,Supported Living,1216.00,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902000,R5851,Supported Living,1210.50,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902007,R5851,Supported Living,634.04,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901346,R5851,Supported Living,2488.17,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901347,R5851,Supported Living,1095.16,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901348,R5851,Supported Living,1352.67,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901349,R5851,Supported Living,2132.68,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901522,R5805,Homecare - External Domiciliary (Adults),546.24,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901524,R5805,Homecare - External Domiciliary (Adults),1041.76,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901527,R5851,Supported Living,1678.14,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901528,R5805,Homecare - External Domiciliary (Adults),1286.88,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901529,R5851,Supported Living,3807.20,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901530,R5851,Supported Living,826.17,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901531,R5851,Supported Living,826.17,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901532,R5851,Supported Living,1840.14,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901533,R5851,Supported Living,826.17,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901534,R5851,Supported Living,1849.50,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901664,R5805,Homecare - External Domiciliary (Adults),1286.88,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901666,R5851,Supported Living,778.14,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901680,R5810,Adult Day Care,640.00,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901682,R5851,Supported Living,720.50,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901683,R5851,Supported Living,909.96,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901685,R5851,Supported Living,576.40,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901776,R5851,Supported Living,1561.10,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901781,R5851,Supported Living,1678.14,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901785,R5851,Supported Living,1935.76,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901786,R5851,Supported Living,1777.25,13/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901777,R5851,Supported Living,2488.17,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901778,R5851,Supported Living,2010.04,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50903302,R5810,Adult Day Care,520.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50903271,R5810,Adult Day Care,640.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50903270,R5810,Adult Day Care,640.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902671,R5810,Adult Day Care,680.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902579,R5810,Adult Day Care,600.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901779,R5851,Supported Living,2757.13,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901780,R5851,Supported Living,1352.67,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50903353,R5810,Adult Day Care,520.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50903355,R5810,Adult Day Care,750.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50903357,R5810,Adult Day Care,760.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50903360,R5810,Adult Day Care,600.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50903698,R5810,Adult Day Care,560.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50903699,R5810,Adult Day Care,800.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901787,R5807,SLA Social Care Provision,24737.41,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901789,R5851,Supported Living,2757.13,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901791,R5807,SLA Social Care Provision,3629.17,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901794,R5810,Adult Day Care,3252.21,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901795,R5810,Adult Day Care,3147.30,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901796,R5810,Adult Day Care,4640.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901956,R5851,Supported Living,2432.42,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50901998,R5851,Supported Living,3170.80,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902002,R5851,Supported Living,5850.52,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902004,R5851,Supported Living,3807.20,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902005,R5851,Supported Living,2905.08,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902008,R5851,Supported Living,3170.80,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902009,R5851,Supported Living,5706.48,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902066,R5851,Supported Living,648.45,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902068,R5851,Supported Living,518.76,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902069,R5851,Supported Living,1242.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902070,R5851,Supported Living,546.24,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902074,R5810,Adult Day Care,500.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902075,R5851,Supported Living,1325.72,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902077,R5810,Adult Day Care,640.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902081,R5810,Adult Day Care,600.00,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902153,R5851,Supported Living,634.04,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902154,R5851,Supported Living,907.83,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902196,R5851,Supported Living,546.24,14/10/2015,People Group,,
INSERTED DETAIL,100035,Heart Of England Mencap - Stratford (****8427),50902198,R5851,Supported Living,1095.16,14/10/2015,People Group,,
