,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,
INSERTED DETAIL,212482,European Electronique Ltd,50955648,R4503,Hardware,4818.98,12/02/2016,Resources,,,,
INSERTED DETAIL,212482,European Electronique Ltd,50958945,R4503,Hardware,4389.19,19/02/2016,Resources,,,,
INSERTED DETAIL,227178,Eurotec Dist. Ltd T/A Media Resources,50946258,R4505,ICT Supplies / Consumables,2312.00,08/02/2016,Resources,,,,
INSERTED DETAIL,100277,Evedale Nursing Home,50974468,R5806,Residential Care (Adults),1559.96,22/02/2016,People Group,,,,
INSERTED DETAIL,224891,Excite Care Ltd,50961120,R5805,Homecare - External Domiciliary (Adults),840.00,02/02/2016,People Group,,,,
INSERTED DETAIL,224891,Excite Care Ltd,50961117,R5805,Homecare - External Domiciliary (Adults),719.72,02/02/2016,People Group,,,,
INSERTED DETAIL,224891,Excite Care Ltd,50961116,R5805,Homecare - External Domiciliary (Adults),600.00,02/02/2016,People Group,,,,
INSERTED DETAIL,224891,Excite Care Ltd,50966250,R5805,Homecare - External Domiciliary (Adults),734.72,10/02/2016,People Group,,,,
INSERTED DETAIL,224891,Excite Care Ltd,50961115,R5805,Homecare - External Domiciliary (Adults),712.22,10/02/2016,People Group,,,,
INSERTED DETAIL,224891,Excite Care Ltd,50961122,R5805,Homecare - External Domiciliary (Adults),517.22,10/02/2016,People Group,,,,
INSERTED DETAIL,224891,Excite Care Ltd,50974006,R5805,Homecare - External Domiciliary (Adults),1754.18,19/02/2016,People Group,,,,
INSERTED DETAIL,209286,Excitech Limited,50962128,R4512,Software,4204.16,11/02/2016,Communities,,,,
INSERTED DETAIL,100150,Extel Ltd aka Care Through the Millennium,50974431,R5806,Residential Care (Adults),25964.72,22/02/2016,People Group,,,,
INSERTED DETAIL,100150,Extel Ltd aka Care Through the Millennium,50974431,R5806,Residential Care (Adults),2357.20,22/02/2016,People Group,,,,
INSERTED DETAIL,100150,Extel Ltd aka Care Through the Millennium,50974431,R5806,Residential Care (Adults),48633.04,22/02/2016,People Group,,,,
,,FACEBOOK D29T29NEP2,P-Card,,,600.13,09/02/2016,,,,,
INSERTED DETAIL,202146,Family Placement.Com Ltd,50959213,R5822,Foster Care Payments - External,4672.64,05/02/2016,People Group,,,,
INSERTED DETAIL,202146,Family Placement.Com Ltd,50959234,R5822,Foster Care Payments - External,2571.80,24/02/2016,People Group,,,,
INSERTED DETAIL,202146,Family Placement.Com Ltd,50959231,R5822,Foster Care Payments - External,2599.80,24/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50958597,R5822,Foster Care Payments - External,3188.57,01/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50959475,R5801,Other Child Care,9257.14,04/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968381,R5851,Supported Living,1260.00,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968382,R5851,Supported Living,1942.50,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968384,R5805,Homecare - External Domiciliary (Adults),1200.00,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968385,R5851,Supported Living,1942.50,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968387,R5851,Supported Living,1260.00,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968388,R5851,Supported Living,1942.50,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968389,R5810,Adult Day Care,547.50,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968390,R5851,Supported Living,4560.00,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968391,R5851,Supported Living,1260.00,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968392,R5805,Homecare - External Domiciliary (Adults),630.00,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968394,R5810,Adult Day Care,864.00,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968395,R5805,Homecare - External Domiciliary (Adults),1380.00,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968396,R5851,Supported Living,1942.50,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968370,R5805,Homecare - External Domiciliary (Adults),630.00,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968368,R5810,Adult Day Care,864.00,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968365,R5851,Supported Living,1942.50,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968364,R5810,Adult Day Care,603.68,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968363,R5810,Adult Day Care,1224.00,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968361,R5805,Homecare - External Domiciliary (Adults),630.00,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968360,R5851,Supported Living,1942.50,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968357,R5851,Supported Living,1942.50,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968397,R5851,Supported Living,1260.00,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50968400,R5805,Homecare - External Domiciliary (Adults),630.00,10/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50974473,R5806,Residential Care (Adults),4974.60,22/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50974473,R5806,Residential Care (Adults),18987.24,22/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50974473,R5806,Residential Care (Adults),1876.88,22/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50974473,R5806,Residential Care (Adults),7406.28,22/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50974473,R5806,Residential Care (Adults),3501.00,22/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50974473,R5806,Residential Care (Adults),3826.16,22/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50971468,R5822,Foster Care Payments - External,2679.35,25/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50971192,R5822,Foster Care Payments - External,-925.71,25/02/2016,People Group,,,,
INSERTED DETAIL,100279,Father Hudsons Society,50977559,R5822,Foster Care Payments - External,5269.93,25/02/2016,People Group,,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50960440,R5703,Site Payments,-1009.15,03/02/2016,Communities,,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50960435,R5703,Site Payments,32643.94,03/02/2016,Communities,,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50960439,R5703,Site Payments,47439.97,03/02/2016,Communities,,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50956928,R5702,Payments to External Contractors,65492.86,05/02/2016,Communities,,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50964933,R5703,Site Payments,6315.13,08/02/2016,Communities,,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50964933,R5841,Landfill Tax Payments,26695.48,08/02/2016,Communities,,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50974801,R5841,Landfill Tax Payments,16182.16,24/02/2016,Communities,,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50974801,R5703,Site Payments,3828.07,24/02/2016,Communities,,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50962841,R5702,Payments to External Contractors,29830.29,26/02/2016,Communities,,,,
INSERTED DETAIL,999982,Fenny Compton Scout Group,50963916,R5501,Grants to Organisations & Voluntary Bodies,500.00,05/02/2016,Communities,,,,
INSERTED DETAIL,100280,Field View Residential Home,50974476,R5806,Residential Care (Adults),1082.76,22/02/2016,People Group,,,,
INSERTED DETAIL,202171,Fillongley Pre-School,50972262,R6106,Private Providers - Early Years Funding,2775.83,22/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50961645,R5805,Homecare - External Domiciliary (Adults),2540.34,01/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50961641,R5851,Supported Living,1502.82,01/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50961655,R5851,Supported Living,6112.26,01/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50961657,R5851,Supported Living,1388.42,01/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50961646,R5851,Supported Living,1388.42,01/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50961639,R5851,Supported Living,1767.08,05/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50961640,R5851,Supported Living,1912.68,05/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50961631,R5805,Homecare - External Domiciliary (Adults),3233.16,05/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50961620,R5851,Supported Living,13426.56,05/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50961615,R5851,Supported Living,13426.56,05/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50961610,R5851,Supported Living,1767.08,05/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50967155,R5810,Adult Day Care,546.00,09/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50967154,R5851,Supported Living,8631.33,09/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50974188,R5851,Supported Living,1767.08,19/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50974192,R5851,Supported Living,1767.08,19/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50974199,R5851,Supported Living,2540.34,19/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50974189,R5851,Supported Living,7779.24,19/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50974182,R5851,Supported Living,1912.68,19/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50974185,R5851,Supported Living,3233.16,19/02/2016,People Group,,,,
INSERTED DETAIL,221752,Fine Futures Ltd,50973906,R5851,Supported Living,6713.28,25/02/2016,People Group,,,,
INSERTED DETAIL,100095,First For Care Ltd,50974576,R5806,Residential Care (Adults),1853.72,22/02/2016,People Group,,,,
INSERTED DETAIL,100095,First For Care Ltd,50974576,R5806,Residential Care (Adults),11475.32,22/02/2016,People Group,,,,
INSERTED DETAIL,100095,First For Care Ltd,50974576,R5806,Residential Care (Adults),5078.60,22/02/2016,People Group,,,,
INSERTED DETAIL,202195,First Steps Kindergarten,50972282,R6106,Private Providers - Early Years Funding,622.05,22/02/2016,People Group,,,,
INSERTED DETAIL,202195,First Steps Kindergarten,50977398,R6106,Private Providers - Early Years Funding,1225.12,29/02/2016,People Group,,,,
,,FISHKIT LTD,P-Card,,,1374.00,18/02/2016,,,,,
INSERTED DETAIL,202207,Fledglings Day Nursery,50972310,R6106,Private Providers - Early Years Funding,7702.16,22/02/2016,People Group,,,,
INSERTED DETAIL,202207,Fledglings Day Nursery,50977817,R6106,Private Providers - Early Years Funding,594.00,29/02/2016,People Group,,,,
INSERTED DETAIL,202217,Flutterbies,50973234,R6106,Private Providers - Early Years Funding,9549.95,22/02/2016,People Group,,,,
INSERTED DETAIL,202217,Flutterbies,50973270,R6106,Private Providers - Early Years Funding,2239.38,22/02/2016,People Group,,,,
INSERTED DETAIL,202217,Flutterbies,50977786,R6106,Private Providers - Early Years Funding,4455.00,29/02/2016,People Group,,,,
INSERTED DETAIL,202217,Flutterbies,50977835,R6106,Private Providers - Early Years Funding,816.75,29/02/2016,People Group,,,,
INSERTED DETAIL,202217,Flutterbies,50977369,R6106,Private Providers - Early Years Funding,1485.00,29/02/2016,People Group,,,,
INSERTED DETAIL,226551,Food and Farming Compliance Ltd,50948762,R5702,Payments to External Contractors,778.85,05/02/2016,Communities,,,,
INSERTED DETAIL,202223,Footsteps Day Nursery,50972292,R6106,Private Providers - Early Years Funding,21001.13,22/02/2016,People Group,,,,
INSERTED DETAIL,202223,Footsteps Day Nursery,50977421,R6106,Private Providers - Early Years Funding,2970.00,29/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50960029,R5822,Foster Care Payments - External,3691.70,01/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50960030,R5822,Foster Care Payments - External,6334.18,01/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50962368,R5801,Other Child Care,3317.00,02/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50962370,R5801,Other Child Care,3317.00,02/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50962381,R5801,Other Child Care,3317.00,02/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50962382,R5801,Other Child Care,3317.00,02/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50962383,R5801,Other Child Care,3317.00,02/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50962385,R5801,Other Child Care,3151.15,15/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50962334,R5801,Other Child Care,3151.15,15/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50962319,R5801,Other Child Care,3317.00,15/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50970573,R5822,Foster Care Payments - External,6009.09,15/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50968358,R5822,Foster Care Payments - External,8496.17,16/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50963248,R5822,Foster Care Payments - External,3317.00,16/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50963235,R5822,Foster Care Payments - External,3317.00,16/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50968366,R5822,Foster Care Payments - External,3946.30,19/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50968371,R5822,Foster Care Payments - External,6771.02,19/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50965890,R5822,Foster Care Payments - External,3151.15,19/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50971376,R5822,Foster Care Payments - External,3077.99,29/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50978364,R5801,Other Child Care,3103.00,29/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50978365,R5801,Other Child Care,3103.00,29/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50978369,R5801,Other Child Care,2947.85,29/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50978382,R5801,Other Child Care,2947.85,29/02/2016,People Group,,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd (****9870),50968317,R5822,Foster Care Payments - External,6423.51,29/02/2016,People Group,,,,
INSERTED DETAIL,227873,Fostering Dimensions Ltd,50945419,R5822,Foster Care Payments - External,3003.00,03/02/2016,People Group,,,,
INSERTED DETAIL,227873,Fostering Dimensions Ltd,50957547,R5822,Foster Care Payments - External,3103.10,19/02/2016,People Group,,,,
INSERTED DETAIL,227873,Fostering Dimensions Ltd,50960055,R5822,Foster Care Payments - External,3103.10,24/02/2016,People Group,,,,
INSERTED DETAIL,226182,Fostering Outcomes Ltd,50960271,R5822,Foster Care Payments - External,2974.45,15/02/2016,People Group,,,,
INSERTED DETAIL,202241,Fostering People Ltd (****4314),50968193,R5822,Foster Care Payments - External,3058.05,11/02/2016,People Group,,,,
INSERTED DETAIL,202241,Fostering People Ltd (****4314),50968251,R5822,Foster Care Payments - External,3268.95,11/02/2016,People Group,,,,
INSERTED DETAIL,202241,Fostering People Ltd (****4314),50968226,R5822,Foster Care Payments - External,3268.95,11/02/2016,People Group,,,,
INSERTED DETAIL,202241,Fostering People Ltd (****4314),50968227,R5822,Foster Care Payments - External,3268.95,11/02/2016,People Group,,,,
INSERTED DETAIL,202241,Fostering People Ltd (****4314),50968228,R5822,Foster Care Payments - External,3268.95,11/02/2016,People Group,,,,
INSERTED DETAIL,202241,Fostering People Ltd (****4314),50962036,R5822,Foster Care Payments - External,3524.08,11/02/2016,People Group,,,,
INSERTED DETAIL,202241,Fostering People Ltd (****4314),50968238,R5822,Foster Care Payments - External,3163.50,11/02/2016,People Group,,,,
INSERTED DETAIL,202241,Fostering People Ltd (****4314),50968195,R5822,Foster Care Payments - External,3058.05,11/02/2016,People Group,,,,
INSERTED DETAIL,202241,Fostering People Ltd (****4314),50968250,R5822,Foster Care Payments - External,3268.95,11/02/2016,People Group,,,,
INSERTED DETAIL,202241,Fostering People Ltd (****4314),50968240,R5822,Foster Care Payments - External,3163.50,11/02/2016,People Group,,,,
INSERTED DETAIL,202241,Fostering People Ltd (****4314),50970873,R5822,Foster Care Payments - External,3767.12,15/02/2016,People Group,,,,
INSERTED DETAIL,202241,Fostering People Ltd (****4314),50968234,R5822,Foster Care Payments - External,3268.95,17/02/2016,People Group,,,,
INSERTED DETAIL,202243,Fostering Solutions,50960585,R5822,Foster Care Payments - External,2952.63,17/02/2016,People Group,,,,
INSERTED DETAIL,202243,Fostering Solutions,50960576,R5822,Foster Care Payments - External,2952.63,17/02/2016,People Group,,,,
INSERTED DETAIL,225316,Foundation Fostering,50947675,R5822,Foster Care Payments - External,3525.01,04/02/2016,People Group,,,,
INSERTED DETAIL,225316,Foundation Fostering,50949511,R5822,Foster Care Payments - External,2842.75,10/02/2016,People Group,,,,
INSERTED DETAIL,225316,Foundation Fostering,50961738,R5822,Foster Care Payments - External,3297.59,26/02/2016,People Group,,,,
INSERTED DETAIL,225316,Foundation Fostering,50961730,R5822,Foster Care Payments - External,3712.00,26/02/2016,People Group,,,,
INSERTED DETAIL,225316,Foundation Fostering,50961734,R5822,Foster Care Payments - External,3271.20,26/02/2016,People Group,,,,
INSERTED DETAIL,100282,Fountain Lodge Care Home With Nursing,50974477,R5806,Residential Care (Adults),1557.96,22/02/2016,People Group,,,,
INSERTED DETAIL,216778,Four Sasons (Bamford) Ltd re Milverton Gate,50974555,R5806,Residential Care (Adults),1639.96,22/02/2016,People Group,,,,
INSERTED DETAIL,225782,Four Seasons (Evedale) Ltd (Tudor Grange Care Home),50974668,R5806,Residential Care (Adults),1884.00,22/02/2016,People Group,,,,
INSERTED DETAIL,100147,Four Seasons Healthcare Ltd (Millwater Residential Home),50974553,R5806,Residential Care (Adults),4896.00,22/02/2016,People Group,,,,
INSERTED DETAIL,228614,Four Seasons Healthcare Ltd (The Royd Nursing Home),50974659,R5806,Residential Care (Adults),1080.00,22/02/2016,People Group,,,,
INSERTED DETAIL,210800,Franklin Covey Europe Ltd,50932160,R1601,Training - External,3914.79,03/02/2016,People Group,,,,
INSERTED DETAIL,100068,Freedom Care Ltd,50974481,R5806,Residential Care (Adults),7086.20,22/02/2016,People Group,,,,
INSERTED DETAIL,202268,Freshfields Nursery School Ltd,50972348,R6106,Private Providers - Early Years Funding,8494.86,22/02/2016,People Group,,,,
INSERTED DETAIL,202268,Freshfields Nursery School Ltd,50977379,R6106,Private Providers - Early Years Funding,1596.37,29/02/2016,People Group,,,,
INSERTED DETAIL,999982,Friends of Cedars Exhall Infant Nursery & Preschool,50962263,R5501,Grants to Organisations & Voluntary Bodies,1500.00,03/02/2016,Communities,,,,
INSERTED DETAIL,999982,Friends of Exhall Cedars Infant & Preschool,50962261,R5501,Grants to Organisations & Voluntary Bodies,500.00,03/02/2016,Communities,,,,
INSERTED DETAIL,999982,Friends of Race Leys,50962027,R5501,Grants to Organisations & Voluntary Bodies,700.00,03/02/2016,Communities,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50962107,R5851,Supported Living,3741.00,02/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50962093,R5851,Supported Living,2803.88,02/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50962087,R5851,Supported Living,2339.30,02/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50962078,R5851,Supported Living,3741.00,02/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50962139,R5702,Payments to External Contractors,28200.00,05/02/2016,Communities,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50962124,R5702,Payments to External Contractors,15000.00,05/02/2016,Communities,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50972104,R5851,Supported Living,4425.96,16/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50971933,R5851,Supported Living,889.56,16/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50972100,R5851,Supported Living,4425.96,16/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50972099,R5851,Supported Living,4425.96,16/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50972102,R5851,Supported Living,3760.74,16/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50972476,R5851,Supported Living,855.36,17/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50972132,R5851,Supported Living,790.35,17/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50972489,R5851,Supported Living,881.28,17/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50972112,R5851,Supported Living,4425.96,17/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50974242,R5805,Homecare - External Domiciliary (Adults),906.64,19/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50974474,R5806,Residential Care (Adults),15699.60,22/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50974474,R5806,Residential Care (Adults),7576.28,22/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50974474,R5806,Residential Care (Adults),1260.96,22/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50974646,R5806,Residential Care (Adults),1260.96,22/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50974646,R5806,Residential Care (Adults),11762.76,22/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50974475,R5806,Residential Care (Adults),759.96,22/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50974475,R5806,Residential Care (Adults),1260.96,22/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50974482,R5806,Residential Care (Adults),4868.64,22/02/2016,People Group,,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50974482,R5806,Residential Care (Adults),1260.96,22/02/2016,People Group,,,,
INSERTED DETAIL,227025,Fuchs Lubricants (UK) PLC,50962516,R4030,Materials,-834.40,01/02/2016,Communities,,,,
INSERTED DETAIL,227025,Fuchs Lubricants (UK) PLC,50954924,R4030,Materials,541.51,05/02/2016,Communities,,,,
INSERTED DETAIL,227537,Fulcrum Data Forensics Ltd,50958479,R1601,Training - External,1450.00,19/02/2016,Communities,,,,
INSERTED DETAIL,229283,Full Circle Care Ltd,50947628,R5848,Residential Care (Children),4871.43,05/02/2016,People Group,,,,
INSERTED DETAIL,205061,G P Homecare Ltd T/A Radis Community Care,50966174,R5805,Homecare - External Domiciliary (Adults),928.80,26/02/2016,People Group,,,,
INSERTED DETAIL,208798,G Ryder & Co Ltd,50958984,R4045,Storage Materials,1220.00,01/02/2016,Communities,,,,
INSERTED DETAIL,100290,Ga Hc Reit Ii Ch U.K. Senior Housing Portfolio Ltd T/As Gretton Homes,50974490,R5806,Residential Care (Adults),6707.80,22/02/2016,People Group,,,,
INSERTED DETAIL,100290,Ga Hc Reit Ii Ch U.K. Senior Housing Portfolio Ltd T/As Gretton Homes,50974490,R5806,Residential Care (Adults),7373.04,22/02/2016,People Group,,,,
INSERTED DETAIL,100284,Galanos House,50962341,R5810,Adult Day Care,1400.00,02/02/2016,People Group,,,,
INSERTED DETAIL,100284,Galanos House,50962339,R5810,Adult Day Care,1400.00,02/02/2016,People Group,,,,
INSERTED DETAIL,100284,Galanos House,50962324,R5810,Adult Day Care,560.00,02/02/2016,People Group,,,,
INSERTED DETAIL,100284,Galanos House,50962322,R5810,Adult Day Care,770.00,05/02/2016,People Group,,,,
INSERTED DETAIL,100284,Galanos House,50974484,R5806,Residential Care (Adults),5917.93,22/02/2016,People Group,,,,
INSERTED DETAIL,100284,Galanos House,50974484,R5806,Residential Care (Adults),1858.70,22/02/2016,People Group,,,,
INSERTED DETAIL,100284,Galanos House,50974484,R5806,Residential Care (Adults),5604.44,22/02/2016,People Group,,,,
INSERTED DETAIL,100284,Galanos House,50974484,R5806,Residential Care (Adults),1074.72,22/02/2016,People Group,,,,
INSERTED DETAIL,100284,Galanos House,50974484,R5806,Residential Care (Adults),2048.20,22/02/2016,People Group,,,,
INSERTED DETAIL,100284,Galanos House,50974484,R5806,Residential Care (Adults),2348.20,22/02/2016,People Group,,,,
INSERTED DETAIL,100284,Galanos House,50974484,R5806,Residential Care (Adults),13767.40,22/02/2016,People Group,,,,
INSERTED DETAIL,100284,Galanos House,50974484,R5806,Residential Care (Adults),3699.44,22/02/2016,People Group,,,,
INSERTED DETAIL,202326,Galley Common Nursery,50972250,R6106,Private Providers - Early Years Funding,3342.32,22/02/2016,People Group,,,,
INSERTED DETAIL,206449,Gamma Business Communications,50969532,R4514,Telephone Rental,1454.67,18/02/2016,Resources,,,,
INSERTED DETAIL,206449,Gamma Business Communications,50969531,R4514,Telephone Rental,16774.86,18/02/2016,Resources,,,,
INSERTED DETAIL,220839,Garry Small t/a Clarendon Care Home,50974444,R5806,Residential Care (Adults),1835.12,22/02/2016,People Group,,,,
INSERTED DETAIL,202341,Gateway Health & Social Care Ltd,50966402,R5805,Homecare - External Domiciliary (Adults),629.16,09/02/2016,People Group,,,,
INSERTED DETAIL,202341,Gateway Health & Social Care Ltd,50966400,R5805,Homecare - External Domiciliary (Adults),629.16,09/02/2016,People Group,,,,
INSERTED DETAIL,202341,Gateway Health & Social Care Ltd,50967488,R5805,Homecare - External Domiciliary (Adults),539.28,10/02/2016,People Group,,,,
INSERTED DETAIL,202341,Gateway Health & Social Care Ltd,50966411,R5805,Homecare - External Domiciliary (Adults),847.44,15/02/2016,People Group,,,,
INSERTED DETAIL,202341,Gateway Health & Social Care Ltd,50966395,R5805,Homecare - External Domiciliary (Adults),1168.44,15/02/2016,People Group,,,,
INSERTED DETAIL,999982,Gaydon Village Store,50969498,R5501,Grants to Organisations & Voluntary Bodies,850.00,19/02/2016,Communities,,,,
