Supplier ID,Supplier Name,Transaction Number,Account,Description,Amount,Pay date,Group
201064,Cambridge Publishers Ltd,50134843,R4310,Printing,2100.00,04/07/2012,Communities
216045,Campbell Associates Limited,50141310,R4018,Equipment Repair & Maintenance,1144.00,27/07/2012,People Group
100014,Camphill Devon Community Ltd,50149134,R5806,Residential Care (Adults),2198.76,16/07/2012,People Group
100234,Canning Court Care Home,50149135,R5806,Residential Care (Adults),1186.00,16/07/2012,People Group
100234,Canning Court Care Home,50149135,R5806,Residential Care (Adults),1650.36,16/07/2012,People Group
100234,Canning Court Care Home,50149135,R5806,Residential Care (Adults),1757.96,16/07/2012,People Group
100234,Canning Court Care Home,50149135,R5806,Residential Care (Adults),1757.96,16/07/2012,People Group
100234,Canning Court Care Home,50149135,R5806,Residential Care (Adults),3200.00,16/07/2012,People Group
100234,Canning Court Care Home,50149135,R5806,Residential Care (Adults),3400.00,16/07/2012,People Group
201078,Canon UK Ltd,50131814,R4036,Photocopier Rental & Maintenance,4745.56,09/07/2012,Resources
201078,Canon UK Ltd,50133814,R4064,Print Machinery,1413.37,13/07/2012,Resources
201078,Canon UK Ltd,50146709,R4307,Photocopier Expenses,7174.34,27/07/2012,Resources
213857,Capita Education Resourcing Ltd,50152707,R1503,Staff CRB Checks,848.25,24/07/2012,Resources
201079,Capita Resourcing,50136985,C1010,Acquisition Of New Assets,59996.25,02/07/2012,Capital
201080,Capita Symonds Ltd,50138635,R4443,Professional Fees Admin,19093.67,12/07/2012,Resources
202717,Care Pack Sales,50157999,R4503,Hardware,1370.00,27/07/2012,Resources
201087,Care Today,50144367,R5848,Residential Care (Children),11025.62,12/07/2012,People Group
201087,Care Today,50152252,R5848,Residential Care (Children),10264.20,20/07/2012,People Group
201089,Care UK Homecare Ltd,50137803,R5805,Homecare - External Domiciliary (Adults),1155.52,03/07/2012,People Group
214628,CAR-ES (UK) Ltd,50140065,R4401,Accommodation Services External,725.53,04/07/2012,Communities
214628,CAR-ES (UK) Ltd,50140060,R4401,Accommodation Services External,536.64,10/07/2012,Communities
201090,Carewatch - South Midlands,50137500,R5805,Homecare - External Domiciliary (Adults),540.96,02/07/2012,People Group
201090,Carewatch - South Midlands,50137095,R5805,Homecare - External Domiciliary (Adults),564.48,02/07/2012,People Group
201090,Carewatch - South Midlands,50137464,R5805,Homecare - External Domiciliary (Adults),564.48,02/07/2012,People Group
201090,Carewatch - South Midlands,50137487,R5805,Homecare - External Domiciliary (Adults),564.48,02/07/2012,People Group
201090,Carewatch - South Midlands,50137568,R5805,Homecare - External Domiciliary (Adults),564.48,02/07/2012,People Group
201090,Carewatch - South Midlands,50137480,R5805,Homecare - External Domiciliary (Adults),571.20,02/07/2012,People Group
201090,Carewatch - South Midlands,50137114,R5805,Homecare - External Domiciliary (Adults),577.92,02/07/2012,People Group
201090,Carewatch - South Midlands,50137088,R5805,Homecare - External Domiciliary (Adults),705.60,02/07/2012,People Group
201090,Carewatch - South Midlands,50137461,R5805,Homecare - External Domiciliary (Adults),752.64,02/07/2012,People Group
201090,Carewatch - South Midlands,50137082,R5805,Homecare - External Domiciliary (Adults),846.72,02/07/2012,People Group
201090,Carewatch - South Midlands,50137540,R5805,Homecare - External Domiciliary (Adults),846.72,02/07/2012,People Group
201090,Carewatch - South Midlands,50137566,R5805,Homecare - External Domiciliary (Adults),846.72,02/07/2012,People Group
201090,Carewatch - South Midlands,50137081,R5805,Homecare - External Domiciliary (Adults),927.36,02/07/2012,People Group
201090,Carewatch - South Midlands,50137072,R5805,Homecare - External Domiciliary (Adults),937.44,02/07/2012,People Group
201090,Carewatch - South Midlands,50137578,R5805,Homecare - External Domiciliary (Adults),994.56,02/07/2012,People Group
201090,Carewatch - South Midlands,50137077,R5805,Homecare - External Domiciliary (Adults),1128.96,02/07/2012,People Group
201090,Carewatch - South Midlands,50137097,R5805,Homecare - External Domiciliary (Adults),1128.96,02/07/2012,People Group
201090,Carewatch - South Midlands,50137522,R5805,Homecare - External Domiciliary (Adults),1128.96,02/07/2012,People Group
201090,Carewatch - South Midlands,50137075,R5805,Homecare - External Domiciliary (Adults),1317.12,02/07/2012,People Group
201090,Carewatch - South Midlands,50137085,R5805,Homecare - External Domiciliary (Adults),1491.84,02/07/2012,People Group
201090,Carewatch - South Midlands,50137484,R5805,Homecare - External Domiciliary (Adults),1505.28,02/07/2012,People Group
201090,Carewatch - South Midlands,50137573,R5805,Homecare - External Domiciliary (Adults),1505.28,02/07/2012,People Group
201090,Carewatch - South Midlands,50137871,R5805,Homecare - External Domiciliary (Adults),564.48,03/07/2012,People Group
201090,Carewatch - South Midlands,50138149,R5805,Homecare - External Domiciliary (Adults),618.24,03/07/2012,People Group
201090,Carewatch - South Midlands,50138174,R5805,Homecare - External Domiciliary (Adults),698.88,03/07/2012,People Group
201090,Carewatch - South Midlands,50138172,R5805,Homecare - External Domiciliary (Adults),745.92,03/07/2012,People Group
201090,Carewatch - South Midlands,50138173,R5805,Homecare - External Domiciliary (Adults),806.40,03/07/2012,People Group
201090,Carewatch - South Midlands,50139015,R5805,Homecare - External Domiciliary (Adults),564.48,04/07/2012,People Group
201090,Carewatch - South Midlands,50139025,R5805,Homecare - External Domiciliary (Adults),564.48,04/07/2012,People Group
201090,Carewatch - South Midlands,50139046,R5805,Homecare - External Domiciliary (Adults),591.36,04/07/2012,People Group
201090,Carewatch - South Midlands,50139020,R5805,Homecare - External Domiciliary (Adults),658.56,04/07/2012,People Group
201090,Carewatch - South Midlands,50139021,R5805,Homecare - External Domiciliary (Adults),705.60,04/07/2012,People Group
201090,Carewatch - South Midlands,50139691,R5805,Homecare - External Domiciliary (Adults),833.28,04/07/2012,People Group
201090,Carewatch - South Midlands,50138175,R5805,Homecare - External Domiciliary (Adults),1034.88,04/07/2012,People Group
201090,Carewatch - South Midlands,50138144,R5805,Homecare - External Domiciliary (Adults),1036.00,04/07/2012,People Group
201090,Carewatch - South Midlands,50138208,R5805,Homecare - External Domiciliary (Adults),1370.88,04/07/2012,People Group
201090,Carewatch - South Midlands,50140359,R5805,Homecare - External Domiciliary (Adults),564.48,05/07/2012,People Group
201090,Carewatch - South Midlands,50139592,R5805,Homecare - External Domiciliary (Adults),577.92,05/07/2012,People Group
201090,Carewatch - South Midlands,50140368,R5805,Homecare - External Domiciliary (Adults),658.56,05/07/2012,People Group
201090,Carewatch - South Midlands,50140374,R5805,Homecare - External Domiciliary (Adults),1273.44,05/07/2012,People Group
201090,Carewatch - South Midlands,50140373,R5805,Homecare - External Domiciliary (Adults),1841.28,05/07/2012,People Group
201090,Carewatch - South Midlands,50140364,R5805,Homecare - External Domiciliary (Adults),2235.52,05/07/2012,People Group
201090,Carewatch - South Midlands,50153137,R5805,Homecare - External Domiciliary (Adults),547.68,20/07/2012,People Group
201090,Carewatch - South Midlands,50153156,R5805,Homecare - External Domiciliary (Adults),564.48,20/07/2012,People Group
201090,Carewatch - South Midlands,50153187,R5805,Homecare - External Domiciliary (Adults),564.48,20/07/2012,People Group
201090,Carewatch - South Midlands,50153191,R5805,Homecare - External Domiciliary (Adults),618.24,20/07/2012,People Group
201090,Carewatch - South Midlands,50153202,R5805,Homecare - External Domiciliary (Adults),658.56,20/07/2012,People Group
201090,Carewatch - South Midlands,50153183,R5805,Homecare - External Domiciliary (Adults),725.76,20/07/2012,People Group
201090,Carewatch - South Midlands,50153133,R5805,Homecare - External Domiciliary (Adults),752.64,20/07/2012,People Group
201090,Carewatch - South Midlands,50153200,R5805,Homecare - External Domiciliary (Adults),833.28,20/07/2012,People Group
201090,Carewatch - South Midlands,50153195,R5805,Homecare - External Domiciliary (Adults),927.36,20/07/2012,People Group
201090,Carewatch - South Midlands,50153150,R5805,Homecare - External Domiciliary (Adults),994.56,20/07/2012,People Group
201090,Carewatch - South Midlands,50153186,R5805,Homecare - External Domiciliary (Adults),1021.44,20/07/2012,People Group
201090,Carewatch - South Midlands,50153198,R5805,Homecare - External Domiciliary (Adults),1128.96,20/07/2012,People Group
201090,Carewatch - South Midlands,50153136,R5805,Homecare - External Domiciliary (Adults),1233.12,20/07/2012,People Group
201090,Carewatch - South Midlands,50153149,R5805,Homecare - External Domiciliary (Adults),1317.12,20/07/2012,People Group
201090,Carewatch - South Midlands,50153151,R5805,Homecare - External Domiciliary (Adults),1505.28,20/07/2012,People Group
201090,Carewatch - South Midlands,50153821,R5805,Homecare - External Domiciliary (Adults),551.04,23/07/2012,People Group
201090,Carewatch - South Midlands,50153775,R5805,Homecare - External Domiciliary (Adults),604.80,23/07/2012,People Group
201090,Carewatch - South Midlands,50153779,R5805,Homecare - External Domiciliary (Adults),752.64,23/07/2012,People Group
201090,Carewatch - South Midlands,50153781,R5805,Homecare - External Domiciliary (Adults),833.28,23/07/2012,People Group
201090,Carewatch - South Midlands,50153784,R5805,Homecare - External Domiciliary (Adults),846.72,23/07/2012,People Group
201090,Carewatch - South Midlands,50153825,R5805,Homecare - External Domiciliary (Adults),846.72,23/07/2012,People Group
201090,Carewatch - South Midlands,50153826,R5805,Homecare - External Domiciliary (Adults),940.80,23/07/2012,People Group
201090,Carewatch - South Midlands,50153823,R5805,Homecare - External Domiciliary (Adults),1128.96,23/07/2012,People Group
201090,Carewatch - South Midlands,50154717,R5805,Homecare - External Domiciliary (Adults),516.32,24/07/2012,People Group
201090,Carewatch - South Midlands,50155202,R5805,Homecare - External Domiciliary (Adults),524.16,24/07/2012,People Group
201090,Carewatch - South Midlands,50154718,R5805,Homecare - External Domiciliary (Adults),564.48,24/07/2012,People Group
201090,Carewatch - South Midlands,50155180,R5805,Homecare - External Domiciliary (Adults),564.48,24/07/2012,People Group
201090,Carewatch - South Midlands,50155193,R5805,Homecare - External Domiciliary (Adults),571.20,24/07/2012,People Group
201090,Carewatch - South Midlands,50154735,R5805,Homecare - External Domiciliary (Adults),591.36,24/07/2012,People Group
201090,Carewatch - South Midlands,50154741,R5805,Homecare - External Domiciliary (Adults),658.56,24/07/2012,People Group
201090,Carewatch - South Midlands,50154725,R5805,Homecare - External Domiciliary (Adults),678.72,24/07/2012,People Group
201090,Carewatch - South Midlands,50154655,R5805,Homecare - External Domiciliary (Adults),745.92,24/07/2012,People Group
201090,Carewatch - South Midlands,50155190,R5805,Homecare - External Domiciliary (Adults),752.64,24/07/2012,People Group
201090,Carewatch - South Midlands,50155195,R5805,Homecare - External Domiciliary (Adults),806.40,24/07/2012,People Group
201090,Carewatch - South Midlands,50154722,R5805,Homecare - External Domiciliary (Adults),940.80,24/07/2012,People Group
201090,Carewatch - South Midlands,50154683,R5805,Homecare - External Domiciliary (Adults),1040.48,24/07/2012,People Group
201090,Carewatch - South Midlands,50154682,R5805,Homecare - External Domiciliary (Adults),1249.92,24/07/2012,People Group
201090,Carewatch - South Midlands,50154661,R5805,Homecare - External Domiciliary (Adults),1632.96,24/07/2012,People Group
201090,Carewatch - South Midlands,50154667,R5805,Homecare - External Domiciliary (Adults),2088.80,24/07/2012,People Group
201090,Carewatch - South Midlands,50157065,R5805,Homecare - External Domiciliary (Adults),907.20,26/07/2012,People Group
201090,Carewatch - South Midlands,50156596,R5805,Homecare - External Domiciliary (Adults),1491.84,26/07/2012,People Group
201091,Carewatch - South Warwickshire,50135788,R5805,Homecare - External Domiciliary (Adults),506.80,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50140108,R5805,Homecare - External Domiciliary (Adults),552.68,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50135792,R5805,Homecare - External Domiciliary (Adults),608.16,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50135774,R5805,Homecare - External Domiciliary (Adults),622.64,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50140107,R5805,Homecare - External Domiciliary (Adults),754.88,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50140115,R5805,Homecare - External Domiciliary (Adults),936.86,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50136658,R5805,Homecare - External Domiciliary (Adults),1201.84,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50136655,R5805,Homecare - External Domiciliary (Adults),1317.12,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50134122,R5805,Homecare - External Domiciliary (Adults),1419.04,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50134125,R5805,Homecare - External Domiciliary (Adults),1448.00,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50140118,R5805,Homecare - External Domiciliary (Adults),1509.76,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50140175,R5805,Homecare - External Domiciliary (Adults),1509.76,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50140179,R5805,Homecare - External Domiciliary (Adults),1509.76,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50135518,R5805,Homecare - External Domiciliary (Adults),1536.64,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50134063,R5805,Homecare - External Domiciliary (Adults),1621.76,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50136654,R5805,Homecare - External Domiciliary (Adults),1621.76,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50136656,R5805,Homecare - External Domiciliary (Adults),1621.76,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50140102,R5805,Homecare - External Domiciliary (Adults),1887.20,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50136657,R5805,Homecare - External Domiciliary (Adults),1969.28,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50134048,R5805,Homecare - External Domiciliary (Adults),2383.92,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50134053,R5805,Homecare - External Domiciliary (Adults),2664.32,05/07/2012,People Group
201091,Carewatch - South Warwickshire,50140855,R5805,Homecare - External Domiciliary (Adults),528.48,06/07/2012,People Group
201091,Carewatch - South Warwickshire,50140860,R5805,Homecare - External Domiciliary (Adults),727.92,06/07/2012,People Group
201091,Carewatch - South Warwickshire,50141331,R5805,Homecare - External Domiciliary (Adults),1037.96,06/07/2012,People Group
201091,Carewatch - South Warwickshire,50141451,R5805,Homecare - External Domiciliary (Adults),1132.32,06/07/2012,People Group
201091,Carewatch - South Warwickshire,50140880,R5805,Homecare - External Domiciliary (Adults),1509.76,06/07/2012,People Group
201091,Carewatch - South Warwickshire,50140891,R5805,Homecare - External Domiciliary (Adults),1509.76,06/07/2012,People Group
201091,Carewatch - South Warwickshire,50146176,R5805,Homecare - External Domiciliary (Adults),752.96,12/07/2012,People Group
201091,Carewatch - South Warwickshire,50146175,R5805,Homecare - External Domiciliary (Adults),1028.08,12/07/2012,People Group
201091,Carewatch - South Warwickshire,50157490,R5805,Homecare - External Domiciliary (Adults),1621.76,27/07/2012,People Group
201091,Carewatch - South Warwickshire,50155047,R5805,Homecare - External Domiciliary (Adults),1448.00,30/07/2012,People Group
201091,Carewatch - South Warwickshire,50158813,R5805,Homecare - External Domiciliary (Adults),2015.26,30/07/2012,People Group
201121,Cart Art Transport Ltd,50147354,R4045,Storage Materials,650.00,13/07/2012,Resources
201134,Cass Industries Ltd,50148151,R4043,Samples,780.00,17/07/2012,Communities
201135,Casscade Ltd,50147856,R4310,Printing,660.00,13/07/2012,People Group
100261,Castel Froma,50149138,R5806,Residential Care (Adults),1990.52,16/07/2012,People Group
100261,Castel Froma,50149138,R5806,Residential Care (Adults),3679.60,16/07/2012,People Group
100261,Castel Froma,50149138,R5806,Residential Care (Adults),3696.60,16/07/2012,People Group
100261,Castel Froma,50151529,R1601,Training - External,3000.00,20/07/2012,People Group
201138,Castle Hydraulics & Pneumatics,50155828,R4030,Materials,986.38,27/07/2012,Communities
201139,Castle Nursery School,50139325,R4606,Pre-School Teachers Flexible Payments,500.00,05/07/2012,People Group
100415,Castlebeck Care -Teeside- Ltd,50149408,R5806,Residential Care (Adults),5406.00,16/07/2012,People Group
100415,Castlebeck Care -Teeside- Ltd,50149140,R5806,Residential Care (Adults),5684.88,16/07/2012,People Group
201149,Catholic Diocesan Rent Account,50138065,R2201,Rent,1179.50,03/07/2012,People Group
201160,Cdec Ltd,50131179,R4503,Hardware,528.00,13/07/2012,Resources
201160,Cdec Ltd,50131183,R4503,Hardware,530.00,13/07/2012,Resources
201160,Cdec Ltd,50131182,R4503,Hardware,11634.00,13/07/2012,Resources
201160,Cdec Ltd,50136071,R4503,Hardware,2242.00,20/07/2012,Resources
201160,Cdec Ltd,50142195,R4503,Hardware,1586.00,27/07/2012,Resources
201160,Cdec Ltd,50142273,R4503,Hardware,2753.00,27/07/2012,Resources
209288,Cedrec Information Systems Ltd,50143624,R4409,Consultancy,565.00,09/07/2012,Resources
208201,Celsius Design Ltd,50057638,R2023,Mechanical (LM),-673.20,23/07/2012,Resources
209426,Cen Group Ltd,50144250,R5704,Public Transport,5082.15,13/07/2012,Communities
209426,Cen Group Ltd,50144252,R5704,Public Transport,9029.76,13/07/2012,Communities
209426,Cen Group Ltd,50148941,R5204,Concessionary Fares,1041.62,23/07/2012,Communities
201165,Central Auto Supplies,50139416,R4030,Materials,509.06,05/07/2012,Communities
208264,Central Compressor Consultants Ltd,50141833,C1030,"New Construction, Conversion & Renovation",7340.00,06/07/2012,Capital
208443,Central Environmental Services Ltd,50146432,C1030,"New Construction, Conversion & Renovation",505.00,12/07/2012,Capital
210600,Central Programme Management Ltd,50146429,C1050,External Fees,3291.67,27/07/2012,Capital
210600,Central Programme Management Ltd,50159362,C1050,External Fees,9874.98,30/07/2012,Capital
201178,Centrebus Ltd,50148926,R5204,Concessionary Fares,4687.90,23/07/2012,Communities
201179,Centrewire Ltd,50148339,R2753,Grounds Maintenance Materials & Equipment,1128.00,20/07/2012,Communities
201180,Century Cardalls,50148311,R3202,Car Hire,698.75,16/07/2012,Communities
100134,Ceredigion County Council,50149211,R5806,Residential Care (Adults),2145.88,16/07/2012,People Group
100262,Cerrig Camu Ltd,50149143,R5806,Residential Care (Adults),5506.36,16/07/2012,People Group
201183,Cf Asset Finance,50138866,R4309,Postage & Carriage,572.41,09/07/2012,People Group
201185,Cgb Contracting Services Ltd,50148427,R2702,Contract Cleaning / Caretaking,630.55,19/07/2012,Communities
211674,Chacombe Park  Beaumont (Care Home),50149144,R5806,Residential Care (Adults),3600.00,16/07/2012,People Group
211674,Chacombe Park  Beaumont (Care Home),50149144,R5806,Residential Care (Adults),3600.00,16/07/2012,People Group
201191,Chambray,50135932,R3205,Client Travel - Taxis,589.00,05/07/2012,People Group
201191,Chambray,50135930,R3205,Client Travel - Taxis,837.00,05/07/2012,People Group
201191,Chambray,50141298,R3205,Client Travel - Taxis,730.00,06/07/2012,People Group
201191,Chambray,50147607,R3205,Client Travel - Taxis,875.00,13/07/2012,People Group
214260,Chargemaster Plc,50134781,C1050,External Fees,2721.05,13/07/2012,Capital
201201,Charles Catt,50140044,R5702,Payments to External Contractors,1512.00,10/07/2012,Communities
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),-6302.40,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),-5402.06,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1140.43,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1720.64,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1720.64,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1720.64,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1720.64,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1720.64,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1800.00,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1800.64,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1900.00,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),1900.00,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),2194.12,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),3342.86,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),6302.40,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),7082.70,16/07/2012,People Group
100263,Chasewood Lodge,50149147,R5806,Residential Care (Adults),7082.70,16/07/2012,People Group
100264,Chasewood Residential Care Home,50149146,R5806,Residential Care (Adults),-1188.46,16/07/2012,People Group
100264,Chasewood Residential Care Home,50149146,R5806,Residential Care (Adults),1188.46,16/07/2012,People Group
100264,Chasewood Residential Care Home,50149146,R5806,Residential Care (Adults),1644.28,16/07/2012,People Group
100264,Chasewood Residential Care Home,50149146,R5806,Residential Care (Adults),1644.28,16/07/2012,People Group
100264,Chasewood Residential Care Home,50149146,R5806,Residential Care (Adults),1644.28,16/07/2012,People Group
100264,Chasewood Residential Care Home,50149146,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100264,Chasewood Residential Care Home,50149146,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100264,Chasewood Residential Care Home,50149146,R5806,Residential Care (Adults),1720.64,16/07/2012,People Group
100264,Chasewood Residential Care Home,50149146,R5806,Residential Care (Adults),1720.64,16/07/2012,People Group
100264,Chasewood Residential Care Home,50149146,R5806,Residential Care (Adults),1720.64,16/07/2012,People Group
100264,Chasewood Residential Care Home,50149146,R5806,Residential Care (Adults),1800.00,16/07/2012,People Group
100264,Chasewood Residential Care Home,50149146,R5806,Residential Care (Adults),2508.03,16/07/2012,People Group
100208,Chegworth Nursing Home,50149148,R5806,Residential Care (Adults),1905.44,16/07/2012,People Group
214860,Chemtech Waste Management Limited,50140028,R5702,Payments to External Contractors,1685.00,20/07/2012,Communities
214860,Chemtech Waste Management Limited,50145005,R5702,Payments to External Contractors,1685.00,27/07/2012,Communities
100015,Cherry Trees Care Centre,50149150,R5806,Residential Care (Adults),4360.00,16/07/2012,People Group
100015,Cherry Trees Care Centre,50149150,R5806,Residential Care (Adults),4896.00,16/07/2012,People Group
100016,Cherry Trees Residential Home,50149149,R5806,Residential Care (Adults),-4081.55,16/07/2012,People Group
100016,Cherry Trees Residential Home,50149149,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100016,Cherry Trees Residential Home,50149149,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
100016,Cherry Trees Residential Home,50149149,R5806,Residential Care (Adults),2160.00,16/07/2012,People Group
100016,Cherry Trees Residential Home,50149149,R5806,Residential Care (Adults),2500.00,16/07/2012,People Group
100016,Cherry Trees Residential Home,50149149,R5806,Residential Care (Adults),5762.19,16/07/2012,People Group
214177,Chestnut House Healthcare Ltd,50149327,R5806,Residential Care (Adults),1438.24,16/07/2012,People Group
100290,Chhg Ltd T/As Gretton Homes,50149209,R5806,Residential Care (Adults),6728.28,16/07/2012,People Group
100290,Chhg Ltd T/As Gretton Homes,50149209,R5806,Residential Care (Adults),7373.04,16/07/2012,People Group
201234,Child Care Bureau Ltd,50153759,R5822,Foster Care Payments - External,4217.55,24/07/2012,People Group
201243,Chiltern Railways,50142006,R3302,Staff Travel - Rail,2794.80,09/07/2012,People Group
201243,Chiltern Railways,50142755,R3302,Staff Travel - Rail,3533.50,23/07/2012,Resources
201243,Chiltern Railways,50146331,R3302,Staff Travel - Rail,661.05,25/07/2012,Communities
201243,Chiltern Railways,50158978,R3302,Staff Travel - Rail,1685.70,31/07/2012,Communities
100215,Chilworth House,50149152,R5806,Residential Care (Adults),-543.73,16/07/2012,People Group
100215,Chilworth House,50149152,R5806,Residential Care (Adults),582.61,16/07/2012,People Group
100215,Chilworth House,50149152,R5806,Residential Care (Adults),2039.12,16/07/2012,People Group
100129,Choicecare 2000 C/O Primecare Nursing And Residential Home,50149318,R5806,Residential Care (Adults),2173.12,16/07/2012,People Group
100018,Christadelphian Care Homes,50149306,R5806,Residential Care (Adults),-7079.21,16/07/2012,People Group
100018,Christadelphian Care Homes,50149306,R5806,Residential Care (Adults),-4790.44,16/07/2012,People Group
100019,Christadelphian Care Homes,50149118,R5806,Residential Care (Adults),-4661.87,16/07/2012,People Group
100019,Christadelphian Care Homes,50149118,R5806,Residential Care (Adults),-2486.33,16/07/2012,People Group
100019,Christadelphian Care Homes,50149118,R5806,Residential Care (Adults),932.37,16/07/2012,People Group
100019,Christadelphian Care Homes,50149118,R5806,Residential Care (Adults),1035.97,16/07/2012,People Group
100019,Christadelphian Care Homes,50149118,R5806,Residential Care (Adults),1434.20,16/07/2012,People Group
100018,Christadelphian Care Homes,50149306,R5806,Residential Care (Adults),1442.04,16/07/2012,People Group
100019,Christadelphian Care Homes,50149118,R5806,Residential Care (Adults),1450.36,16/07/2012,People Group
100019,Christadelphian Care Homes,50149118,R5806,Residential Care (Adults),1450.36,16/07/2012,People Group
100018,Christadelphian Care Homes,50149306,R5806,Residential Care (Adults),1450.36,16/07/2012,People Group
100019,Christadelphian Care Homes,50149118,R5806,Residential Care (Adults),6112.23,16/07/2012,People Group
100019,Christadelphian Care Homes,50149118,R5806,Residential Care (Adults),6112.23,16/07/2012,People Group
100018,Christadelphian Care Homes,50149306,R5806,Residential Care (Adults),7082.70,16/07/2012,People Group
100018,Christadelphian Care Homes,50149306,R5806,Residential Care (Adults),7983.04,16/07/2012,People Group
201256,Christies Care Ltd,50144019,R5805,Homecare - External Domiciliary (Adults),1028.36,10/07/2012,People Group
201256,Christies Care Ltd,50143993,R5805,Homecare - External Domiciliary (Adults),1094.88,10/07/2012,People Group
201256,Christies Care Ltd,50149789,R5805,Homecare - External Domiciliary (Adults),3494.20,17/07/2012,People Group
201256,Christies Care Ltd,50157407,R5805,Homecare - External Domiciliary (Adults),654.21,26/07/2012,People Group
201256,Christies Care Ltd,50157411,R5805,Homecare - External Domiciliary (Adults),678.44,26/07/2012,People Group
201281,Chubb Fire Ltd,50138417,R2023,Mechanical (LM),719.92,05/07/2012,Resources
201281,Chubb Fire Ltd,50138409,R2023,Mechanical (LM),734.45,05/07/2012,Resources
201281,Chubb Fire Ltd,50143936,R2023,Mechanical (LM),554.80,10/07/2012,Resources
201281,Chubb Fire Ltd,50147828,R2023,Mechanical (LM),701.39,13/07/2012,Resources
201281,Chubb Fire Ltd,50150322,R2023,Mechanical (LM),921.80,17/07/2012,Resources
201281,Chubb Fire Ltd,50154099,R2023,Mechanical (LM),727.63,26/07/2012,Resources
100265,Church Terrace Nursing Home,50149153,R5806,Residential Care (Adults),1943.32,16/07/2012,People Group
201291,Cilip,50153497,R4612,Projects,700.00,20/07/2012,Resources
201294,CIPFA,50142141,R4702,Subscriptions To Organisations,700.00,20/07/2012,Resources
100063,Clarence House,50149623,R5806,Residential Care (Adults),-1053.29,16/07/2012,People Group
100063,Clarence House,50149623,R5806,Residential Care (Adults),900.00,16/07/2012,People Group
100063,Clarence House,50149623,R5806,Residential Care (Adults),1644.28,16/07/2012,People Group
100063,Clarence House,50149623,R5806,Residential Care (Adults),1680.64,16/07/2012,People Group
