,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,,
INSERTED DETAIL,200604,Barcham Trees PLC,51012371,R4030,Materials,698.00,27/04/2016,Communities,,,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51006982,R5806,Residential Care (Adults),1853.02,18/04/2016,People Group,,,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51006982,R5806,Residential Care (Adults),9659.44,18/04/2016,People Group,,,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51006982,R5806,Residential Care (Adults),3492.96,18/04/2016,People Group,,,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51006982,R5806,Residential Care (Adults),9943.88,18/04/2016,People Group,,,,,
INSERTED DETAIL,100015,Barchester Healthcare Homes Ltd T/A Cherry Trees Care Centre,51006982,R5806,Residential Care (Adults),38894.66,18/04/2016,People Group,,,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),51007120,R5806,Residential Care (Adults),3131.36,18/04/2016,People Group,,,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),51007120,R5806,Residential Care (Adults),2960.44,18/04/2016,People Group,,,,,
INSERTED DETAIL,100057,Barchester Healthcare Ltd - Overslade House (****7129),51007120,R5806,Residential Care (Adults),2710.36,18/04/2016,People Group,,,,,
INSERTED DETAIL,219023,Barchester Healthcare Ltd (Harper Fields),51007039,R5806,Residential Care (Adults),3952.00,18/04/2016,People Group,,,,,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51006994,R5806,Residential Care (Adults),1848.66,18/04/2016,People Group,,,,,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51006994,R5806,Residential Care (Adults),6128.95,18/04/2016,People Group,,,,,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51006994,R5806,Residential Care (Adults),1946.64,18/04/2016,People Group,,,,,
INSERTED DETAIL,100021,Barchester Healthcare Ltd T/A Cubbington Mill Care Home,51006994,R5806,Residential Care (Adults),4148.66,18/04/2016,People Group,,,,,
INSERTED DETAIL,224182,Barford Childrens Services Ltd t/a The Oaks (0751),50987951,R5848,Residential Care (Children),14171.43,08/04/2016,People Group,,,,,
INSERTED DETAIL,224182,Barford Childrens Services Ltd t/a The Oaks (0751),50987959,R5848,Residential Care (Children),648.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),50999179,R6106,Private Providers - Early Years Funding,3528.72,04/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),50990067,R6106,Private Providers - Early Years Funding,1323.27,04/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),50990075,R6106,Private Providers - Early Years Funding,882.18,04/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),50990352,R6106,Private Providers - Early Years Funding,882.18,04/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),50991438,R5604,Commissioned Works,31250.00,06/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51004446,R5604,Commissioned Works,80569.00,21/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51004447,R5604,Commissioned Works,200778.00,21/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51004448,R5604,Commissioned Works,52468.00,21/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51004450,R5604,Commissioned Works,193946.00,21/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51004452,R5604,Commissioned Works,144092.00,21/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51004453,R5604,Commissioned Works,146831.00,21/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51004454,R5604,Commissioned Works,59171.00,21/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51008865,R6106,Private Providers - Early Years Funding,2895.75,25/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51009481,R6106,Private Providers - Early Years Funding,7239.38,25/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51009477,R6106,Private Providers - Early Years Funding,5308.88,25/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51009473,R6106,Private Providers - Early Years Funding,7722.00,25/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51009460,R6106,Private Providers - Early Years Funding,2895.75,25/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51009449,R6106,Private Providers - Early Years Funding,3667.95,25/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51009431,R6106,Private Providers - Early Years Funding,1447.88,25/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51009424,R6106,Private Providers - Early Years Funding,2895.75,25/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51009403,R6106,Private Providers - Early Years Funding,6756.75,25/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51008920,R6106,Private Providers - Early Years Funding,1930.50,25/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51008921,R6106,Private Providers - Early Years Funding,1217.70,25/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51008928,R6106,Private Providers - Early Years Funding,2895.75,25/04/2016,People Group,,,,,
INSERTED DETAIL,200613,Barnardo Services Ltd (****6716),51008957,R6106,Private Providers - Early Years Funding,2895.75,25/04/2016,People Group,,,,,
INSERTED DETAIL,200612,Barnardo's (****9215),51008559,R5203,Inter Authority Payments,18000.00,20/04/2016,People Group,,,,,
INSERTED DETAIL,200612,Barnardo's (****9215),51010839,R5854,Reimbursement of 3rd Party Expenditure,5290.24,29/04/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51004335,R5805,Homecare - External Domiciliary (Adults),902.24,28/04/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51004337,R5805,Homecare - External Domiciliary (Adults),559.40,28/04/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51004334,R5805,Homecare - External Domiciliary (Adults),577.40,28/04/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51004333,R5805,Homecare - External Domiciliary (Adults),1010.52,28/04/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51004331,R5805,Homecare - External Domiciliary (Adults),649.68,28/04/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51004339,R5805,Homecare - External Domiciliary (Adults),555.88,28/04/2016,People Group,,,,,
INSERTED DETAIL,200619,Barnfield Care Agency,51001559,R5805,Homecare - External Domiciliary (Adults),1393.04,29/04/2016,People Group,,,,,
INSERTED DETAIL,999982,Beacon Law Solutions Ltd,51007345,R4928,Casualty Insurance Claims,3485.60,19/04/2016,Other Services,,,,,
INSERTED DETAIL,230902,Beautiful Minds Promotions Ltd,51004314,R4311,Publicity,2475.00,08/04/2016,Resources,,,,,
INSERTED DETAIL,200655,Bedworth Rugby and Nuneaton Cab,51002325,R4612,Projects,28000.00,11/04/2016,Communities,,,,,
INSERTED DETAIL,223232,Beech Hill Grange Ltd,51006951,R5806,Residential Care (Adults),3466.28,18/04/2016,People Group,,,,,
INSERTED DETAIL,200656,Beechwood Childcare Ltd,50990048,R6106,Private Providers - Early Years Funding,12085.87,04/04/2016,People Group,,,,,
INSERTED DETAIL,200656,Beechwood Childcare Ltd,51008917,R6106,Private Providers - Early Years Funding,965.25,25/04/2016,People Group,,,,,
INSERTED DETAIL,100009,Beechwood Gardens,51006952,R5806,Residential Care (Adults),2080.00,18/04/2016,People Group,,,,,
INSERTED DETAIL,210711,Beehive Day Nursery Barford,50990366,R6106,Private Providers - Early Years Funding,18295.66,04/04/2016,People Group,,,,,
INSERTED DETAIL,210711,Beehive Day Nursery Barford,50990025,R6106,Private Providers - Early Years Funding,10674.38,04/04/2016,People Group,,,,,
INSERTED DETAIL,200657,Beehive Day Nursery Rugby,50990387,R6106,Private Providers - Early Years Funding,19231.52,04/04/2016,People Group,,,,,
INSERTED DETAIL,200657,Beehive Day Nursery Rugby,51009426,R6106,Private Providers - Early Years Funding,3281.85,25/04/2016,People Group,,,,,
INSERTED DETAIL,208848,Beeline Community Transport,51006304,R3410,Car Scheme Payments,2545.00,22/04/2016,Communities,,,,,
INSERTED DETAIL,200664,Bella Home Care Ltd,50991741,R1601,Training - External,1605.00,01/04/2016,People Group,,,,,
INSERTED DETAIL,100255,BEN - Motor and Allied Trades Benevolent Fu,51007205,R5806,Residential Care (Adults),7410.14,18/04/2016,People Group,,,,,
INSERTED DETAIL,100255,BEN - Motor and Allied Trades Benevolent Fu,51007205,R5806,Residential Care (Adults),2197.63,18/04/2016,People Group,,,,,
INSERTED DETAIL,100255,BEN - Motor and Allied Trades Benevolent Fu,51007205,R5806,Residential Care (Adults),13343.17,18/04/2016,People Group,,,,,
INSERTED DETAIL,220806,Bennetts Castle Ltd,51006954,R5806,Residential Care (Adults),1852.00,18/04/2016,People Group,,,,,
INSERTED DETAIL,999982,Bentley Cook Ltd,51004136,R4612,Projects,1400.00,19/04/2016,Resources,,,,,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),51006955,R5806,Residential Care (Adults),15786.09,18/04/2016,People Group,,,,,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),51006955,R5806,Residential Care (Adults),2112.64,18/04/2016,People Group,,,,,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),51006955,R5806,Residential Care (Adults),5199.28,18/04/2016,People Group,,,,,
INSERTED DETAIL,100010,Bentley House Ltd (Care Centre),51006955,R5806,Residential Care (Adults),9398.48,18/04/2016,People Group,,,,,
INSERTED DETAIL,100256,Benvarden Retirement Home,51006956,R5806,Residential Care (Adults),-3733.20,18/04/2016,People Group,,,,,
INSERTED DETAIL,100256,Benvarden Retirement Home,51006956,R5806,Residential Care (Adults),1871.51,18/04/2016,People Group,,,,,
INSERTED DETAIL,100256,Benvarden Retirement Home,51006956,R5806,Residential Care (Adults),1863.55,18/04/2016,People Group,,,,,
INSERTED DETAIL,100391,Be-Smart South West Ltd,51006948,R5806,Residential Care (Adults),4716.76,18/04/2016,People Group,,,,,
INSERTED DETAIL,212161,BFC Networks,50991399,R4512,Software,3500.00,15/04/2016,Resources,,,,,
INSERTED DETAIL,202881,Bibliotheca Ltd,51003412,R4503,Hardware,35290.24,13/04/2016,Resources,,,,,
INSERTED DETAIL,202881,Bibliotheca Ltd,51008125,R4058,Books,539.42,19/04/2016,Resources,,,,,
INSERTED DETAIL,228167,BID Leamington Ltd,50999519,R4409,Consultancy,15000.00,29/04/2016,Communities,,,,,
INSERTED DETAIL,221218,Bidford Health Centre,51012815,R5702,Payments to External Contractors,1136.59,29/04/2016,Communities,,,,,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50996422,R5206,Excess / Bulk haulage,6095.93,20/04/2016,Communities,,,,,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50996414,R5206,Excess / Bulk haulage,2351.55,20/04/2016,Communities,,,,,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50996417,R5206,Excess / Bulk haulage,5143.06,20/04/2016,Communities,,,,,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50996419,R5206,Excess / Bulk haulage,4853.78,20/04/2016,Communities,,,,,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50996421,R5206,Excess / Bulk haulage,2445.11,20/04/2016,Communities,,,,,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),51001046,R5702,Payments to External Contractors,-2424.36,20/04/2016,Communities,,,,,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50996413,R5206,Excess / Bulk haulage,3112.16,20/04/2016,Communities,,,,,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50996895,R5702,Payments to External Contractors,19301.89,21/04/2016,Communities,,,,,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50998403,R5702,Payments to External Contractors,18461.50,22/04/2016,Communities,,,,,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50998362,R4018,Equipment Repair & Maintenance,1381.20,22/04/2016,Communities,,,,,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50998381,R4018,Equipment Repair & Maintenance,1249.00,22/04/2016,Communities,,,,,
INSERTED DETAIL,210919,Biffa Municipal Ltd (****2821),50998383,R4018,Equipment Repair & Maintenance,1099.00,22/04/2016,Communities,,,,,
INSERTED DETAIL,200707,Biffa Waste Services Ltd  ****6375,51000920,R5702,Payments to External Contractors,2424.36,08/04/2016,Communities,,,,,
INSERTED DETAIL,100011,Bilton House,51006957,R5806,Residential Care (Adults),1657.15,18/04/2016,People Group,,,,,
INSERTED DETAIL,100011,Bilton House,51006957,R5806,Residential Care (Adults),3803.66,18/04/2016,People Group,,,,,
INSERTED DETAIL,100011,Bilton House,51006957,R5806,Residential Care (Adults),1657.15,18/04/2016,People Group,,,,,
INSERTED DETAIL,100011,Bilton House,51006957,R5806,Residential Care (Adults),2331.24,18/04/2016,People Group,,,,,
INSERTED DETAIL,213422,Bilton School Academy,50988601,R5604,Commissioned Works,1000.00,01/04/2016,People Group,,,,,
INSERTED DETAIL,213422,Bilton School Academy,50992571,R5604,Commissioned Works,32964.00,14/04/2016,People Group,,,,,
INSERTED DETAIL,213422,Bilton School Academy,50993944,R5604,Commissioned Works,900.00,15/04/2016,People Group,,,,,
INSERTED DETAIL,213422,Bilton School Academy,50992519,R5604,Commissioned Works,2100.00,15/04/2016,People Group,,,,,
INSERTED DETAIL,213422,Bilton School Academy,50992517,R5604,Commissioned Works,5484.00,15/04/2016,People Group,,,,,
INSERTED DETAIL,213422,Bilton School Academy,51008009,R6107,SEN Statements Funding - Non-Maintained Schools,6350.00,19/04/2016,People Group,,,,,
INSERTED DETAIL,205755,Bilton Sunbeams Pre-School Ltd,50990064,R6106,Private Providers - Early Years Funding,8998.24,04/04/2016,People Group,,,,,
INSERTED DETAIL,200726,Birchwood Pre-School,50990070,R6106,Private Providers - Early Years Funding,26906.49,04/04/2016,People Group,,,,,
INSERTED DETAIL,999982,Birchwood Primary School,51012345,R4905,Contingency,2066.05,27/04/2016,Resources,,,,,
INSERTED DETAIL,218042,Birchwood Primary School (Academy),51008015,R6107,SEN Statements Funding - Non-Maintained Schools,692.00,19/04/2016,People Group,,,,,
INSERTED DETAIL,218042,Birchwood Primary School (Academy),51012319,R4905,Contingency,540.20,27/04/2016,Resources,,,,,
INSERTED DETAIL,200729,Birmingham and Solihull Mental Health NHS Foundation Trust,50998566,R4405,Child Protection - Psychological Assessment,7022.20,08/04/2016,People Group,,,,,
INSERTED DETAIL,200732,Birmingham Botanical Gardens & Glasshouses,50996884,R4915,Educational Visits Expenditure,553.50,21/04/2016,Schools,,,,,
INSERTED DETAIL,211737,Birmingham City Council,51014573,R6107,SEN Statements Funding - Non-Maintained Schools,15477.00,29/04/2016,People Group,,,,,
INSERTED DETAIL,219752,Birmingham Telecommunications Ltd,50930169,R4503,Hardware,3810.00,06/04/2016,Resources,,,,,
INSERTED DETAIL,200748,Bishops Tachbrook Pre-School Nursery,50990038,R6106,Private Providers - Early Years Funding,11732.99,04/04/2016,People Group,,,,,
INSERTED DETAIL,200751,Bizzy Tots Day Nursery Ltd - Bilton,50990019,R6106,Private Providers - Early Years Funding,12497.55,04/04/2016,People Group,,,,,
INSERTED DETAIL,200751,Bizzy Tots Day Nursery Ltd - Bilton,51008899,R6106,Private Providers - Early Years Funding,1930.50,25/04/2016,People Group,,,,,
INSERTED DETAIL,200752,Bizzy Tots Day Nursery Ltd - Rugby,50990028,R6106,Private Providers - Early Years Funding,9262.89,04/04/2016,People Group,,,,,
INSERTED DETAIL,200750,Bizzy Tots Day Nursery Ltd (Long Itchington),50990012,R6106,Private Providers - Early Years Funding,14776.52,04/04/2016,People Group,,,,,
INSERTED DETAIL,200750,Bizzy Tots Day Nursery Ltd (Long Itchington),51008958,R6106,Private Providers - Early Years Funding,1447.88,25/04/2016,People Group,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,50999734,R4103,Catering Disposables,593.31,01/04/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,50999734,R4104,Food Costs / Provisions,18493.49,01/04/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51001586,R4104,Food Costs / Provisions,4508.03,08/04/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51006295,R2709,Cleaning Materials,1406.99,18/04/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51006295,R4104,Food Costs / Provisions,30035.84,18/04/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51009256,R4104,Food Costs / Provisions,30269.24,22/04/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51009256,R2709,Cleaning Materials,898.71,22/04/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51012633,R4104,Food Costs / Provisions,33037.88,28/04/2016,Resources,,,,,
INSERTED DETAIL,200761,Blakemore Food Service Ltd,51012633,R2709,Cleaning Materials,1214.19,28/04/2016,Resources,,,,,
INSERTED DETAIL,225089,Blanchworth Care (Alsager Court Care Home),51006931,R5806,Residential Care (Adults),1868.40,18/04/2016,People Group,,,,,
INSERTED DETAIL,200767,Blue Arrow Ltd,50990256,R1101,Agency Staff Pay,1902.56,14/04/2016,Resources,,,,,
INSERTED DETAIL,200767,Blue Arrow Ltd,50992902,R1101,Agency Staff Pay,2378.20,15/04/2016,Resources,,,,,
INSERTED DETAIL,200767,Blue Arrow Ltd,50997911,R1101,Agency Staff Pay,1902.56,28/04/2016,Resources,,,,,
INSERTED DETAIL,200767,Blue Arrow Ltd,51000158,R1101,Agency Staff Pay,1426.92,29/04/2016,Resources,,,,,
INSERTED DETAIL,225295,Blue Bell Woods Day Nursery,50990063,R6106,Private Providers - Early Years Funding,7510.29,04/04/2016,People Group,,,,,
INSERTED DETAIL,225295,Blue Bell Woods Day Nursery,51008864,R6106,Private Providers - Early Years Funding,2895.75,25/04/2016,People Group,,,,,
INSERTED DETAIL,226199,Blue Boar Farm Nursery,50999726,R2001,Buildings Maintenance,2451.54,29/04/2016,Resources,,,,,
INSERTED DETAIL,223453,Blue Mar Ltd (Haunton Hall),51007040,R5806,Residential Care (Adults),1557.96,18/04/2016,People Group,,,,,
INSERTED DETAIL,200772,Blue Windmill Nursery,50990041,R6106,Private Providers - Early Years Funding,21701.63,04/04/2016,People Group,,,,,
INSERTED DETAIL,200772,Blue Windmill Nursery,51008955,R6106,Private Providers - Early Years Funding,4150.58,25/04/2016,People Group,,,,,
INSERTED DETAIL,219670,Bluebird Care (Solihull),50982743,R5805,Homecare - External Domiciliary (Adults),750.32,01/04/2016,People Group,,,,,
INSERTED DETAIL,219670,Bluebird Care (Solihull),50982740,R5805,Homecare - External Domiciliary (Adults),708.48,01/04/2016,People Group,,,,,
INSERTED DETAIL,219670,Bluebird Care (Solihull),50982736,R5805,Homecare - External Domiciliary (Adults),718.11,01/04/2016,People Group,,,,,
INSERTED DETAIL,219670,Bluebird Care (Solihull),50982748,R5805,Homecare - External Domiciliary (Adults),677.90,01/04/2016,People Group,,,,,
INSERTED DETAIL,219670,Bluebird Care (Solihull),51004124,R5805,Homecare - External Domiciliary (Adults),-690.80,11/04/2016,People Group,,,,,
INSERTED DETAIL,219670,Bluebird Care (Solihull),50997382,R5805,Homecare - External Domiciliary (Adults),677.90,13/04/2016,People Group,,,,,
INSERTED DETAIL,219670,Bluebird Care (Solihull),50997378,R5805,Homecare - External Domiciliary (Adults),708.48,13/04/2016,People Group,,,,,
INSERTED DETAIL,219670,Bluebird Care (Solihull),50999247,R5805,Homecare - External Domiciliary (Adults),677.90,28/04/2016,People Group,,,,,
INSERTED DETAIL,219670,Bluebird Care (Solihull),50999188,R5805,Homecare - External Domiciliary (Adults),697.98,28/04/2016,People Group,,,,,
INSERTED DETAIL,205626,Bluebird Care (Stratford & Warwick),51005838,R5805,Homecare - External Domiciliary (Adults),753.44,29/04/2016,People Group,,,,,
INSERTED DETAIL,230820,Blythe Electrical (Warwickshire) Ltd,50989867,R2001,Buildings Maintenance,1172.00,14/04/2016,Schools,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51006963,R5806,Residential Care (Adults),1948.20,18/04/2016,People Group,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51006963,R5806,Residential Care (Adults),3967.68,18/04/2016,People Group,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51006963,R5806,Residential Care (Adults),1883.84,18/04/2016,People Group,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51006963,R5806,Residential Care (Adults),13159.33,18/04/2016,People Group,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51006963,R5806,Residential Care (Adults),2600.00,18/04/2016,People Group,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51006963,R5806,Residential Care (Adults),12393.48,18/04/2016,People Group,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51006963,R5806,Residential Care (Adults),1948.20,18/04/2016,People Group,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51006963,R5806,Residential Care (Adults),3041.60,18/04/2016,People Group,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51012566,R5806,Residential Care (Adults),2852.85,27/04/2016,People Group,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51012566,R5806,Residential Care (Adults),-991.68,27/04/2016,People Group,,,,,
INSERTED DETAIL,225938,BM Care Warwick Ltd,51012566,R5806,Residential Care (Adults),679.09,27/04/2016,People Group,,,,,
INSERTED DETAIL,224803,BMW (UK) Ltd,50990556,R4030,Materials,732.35,01/04/2016,Communities,,,,,
INSERTED DETAIL,200790,Bookpoint Ltd,50995540,R4030,Materials,2357.50,08/04/2016,People Group,,,,,
INSERTED DETAIL,213979,Boots UK Ltd,51004721,R5702,Payments to External Contractors,1160.25,19/04/2016,Communities,,,,,
INSERTED DETAIL,213979,Boots UK Ltd,51004729,R5702,Payments to External Contractors,757.25,19/04/2016,Communities,,,,,
INSERTED DETAIL,213979,Boots UK Ltd,51004710,R5702,Payments to External Contractors,1881.36,19/04/2016,Communities,,,,,
INSERTED DETAIL,213979,Boots UK Ltd,51004723,R5702,Payments to External Contractors,1685.80,19/04/2016,Communities,,,,,
INSERTED DETAIL,227884,Boston Fieldgate,51005498,R4409,Consultancy,3130.00,29/04/2016,Communities,,,,,
INSERTED DETAIL,200823,Bradley Green Nursery School,50990090,R6106,Private Providers - Early Years Funding,9527.54,04/04/2016,People Group,,,,,
INSERTED DETAIL,200823,Bradley Green Nursery School,51008902,R6106,Private Providers - Early Years Funding,657.98,25/04/2016,People Group,,,,,
INSERTED DETAIL,200833,Brambles Pre- School,50990056,R6106,Private Providers - Early Years Funding,9277.60,04/04/2016,People Group,,,,,
INSERTED DETAIL,230489,Bramley Care Ltd T/A Apple Orchard,50987952,R5848,Residential Care (Children),51869.09,08/04/2016,People Group,,,,,
INSERTED DETAIL,100259,Branston Court Nursing Home,51006961,R5806,Residential Care (Adults),1252.92,18/04/2016,People Group,,,,,
INSERTED DETAIL,999982,Breakfast in Shustoke,51005472,R5501,Grants to Organisations & Voluntary Bodies,-1000.00,13/04/2016,Communities,,,,,
INSERTED DETAIL,999982,Breakfast in Shustoke - Fay Murray/Carol Fox,50997276,R5501,Grants to Organisations & Voluntary Bodies,1000.00,06/04/2016,Communities,,,,,
INSERTED DETAIL,200837,Bredon School,51011102,R6107,SEN Statements Funding - Non-Maintained Schools,4475.00,25/04/2016,People Group,,,,,
INSERTED DETAIL,200837,Bredon School,51011118,R6107,SEN Statements Funding - Non-Maintained Schools,10299.00,27/04/2016,People Group,,,,,
INSERTED DETAIL,200850,Briars Barn Ltd,51003424,R5810,Adult Day Care,560.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,200850,Briars Barn Ltd,51003425,R5810,Adult Day Care,790.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,200850,Briars Barn Ltd,51003422,R5810,Adult Day Care,680.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,200850,Briars Barn Ltd,51003401,R5810,Adult Day Care,790.00,08/04/2016,People Group,,,,,
INSERTED DETAIL,200850,Briars Barn Ltd,51003538,R5810,Adult Day Care,632.00,11/04/2016,People Group,,,,,
INSERTED DETAIL,200850,Briars Barn Ltd,51003518,R5810,Adult Day Care,544.00,11/04/2016,People Group,,,,,
INSERTED DETAIL,200850,Briars Barn Ltd,51003544,R5810,Adult Day Care,632.00,11/04/2016,People Group,,,,,
INSERTED DETAIL,200850,Briars Barn Ltd,51011484,R5810,Adult Day Care,790.00,26/04/2016,People Group,,,,,
INSERTED DETAIL,200850,Briars Barn Ltd,51011480,R5810,Adult Day Care,544.00,26/04/2016,People Group,,,,,
INSERTED DETAIL,200850,Briars Barn Ltd,51011478,R5810,Adult Day Care,680.00,26/04/2016,People Group,,,,,
INSERTED DETAIL,200850,Briars Barn Ltd,51011462,R5810,Adult Day Care,632.00,26/04/2016,People Group,,,,,
INSERTED DETAIL,200850,Briars Barn Ltd,51011269,R5810,Adult Day Care,790.00,26/04/2016,People Group,,,,,
INSERTED DETAIL,200850,Briars Barn Ltd,51011266,R5810,Adult Day Care,560.00,26/04/2016,People Group,,,,,
INSERTED DETAIL,200850,Briars Barn Ltd,51011486,R5810,Adult Day Care,632.00,26/04/2016,People Group,,,,,
INSERTED DETAIL,211925,Bridge House Medical Centre,51012893,R5702,Payments to External Contractors,612.01,29/04/2016,Communities,,,,,
INSERTED DETAIL,200856,Bridges Childcare,50990053,R6106,Private Providers - Early Years Funding,9248.19,04/04/2016,People Group,,,,,
INSERTED DETAIL,230306,Bright Bricks,50952757,R4612,Projects,1050.00,14/04/2016,Communities,,,,,
INSERTED DETAIL,207698,Bright Horizons Day Nurseries,50990379,R6106,Private Providers - Early Years Funding,15467.56,04/04/2016,People Group,,,,,
INSERTED DETAIL,207698,Bright Horizons Day Nurseries,51009495,R6106,Private Providers - Early Years Funding,1447.88,25/04/2016,People Group,,,,,
INSERTED DETAIL,227702,Bright Intergrated Care Ltd,51005944,R5805,Homecare - External Domiciliary (Adults),1705.20,29/04/2016,People Group,,,,,
INSERTED DETAIL,227702,Bright Intergrated Care Ltd,51005931,R5805,Homecare - External Domiciliary (Adults),1769.60,29/04/2016,People Group,,,,,
INSERTED DETAIL,200861,Bright Kids,50990071,R6106,Private Providers - Early Years Funding,8821.80,04/04/2016,People Group,,,,,
INSERTED DETAIL,200861,Bright Kids,51008901,R6106,Private Providers - Early Years Funding,2413.13,25/04/2016,People Group,,,,,
INSERTED DETAIL,200862,Bright Sparks Pre-School (Leamington) Ltd,50990057,R6106,Private Providers - Early Years Funding,9924.53,04/04/2016,People Group,,,,,
