Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,
100275,Dwell Ltd,50810083,R5806,Residential Care (Adults),5267.52,20/04/2015,People Group,,,,
201871,DX Network Services Ltd,50804697,R4309,Postage & Carriage,8963.20,13/04/2015,Resources,,,,
223834,Dyer & Butler Ltd,50795366,C1030,"New Construction, Conversion & Renovation",169398.30,08/04/2015,Capital,,,,
208499,E R W & L W Swift,50798186,R2001,Buildings Maintenance,980.00,02/04/2015,Communities,,,,
201910,E.On ****6103,50805827,C1030,"New Construction, Conversion & Renovation",664.00,16/04/2015,Capital,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50795483,C1030,"New Construction, Conversion & Renovation",1861.00,08/04/2015,Capital,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50795519,C1030,"New Construction, Conversion & Renovation",1022.00,08/04/2015,Capital,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50795522,R4434,Street Lighting,650.00,10/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50795551,C1030,"New Construction, Conversion & Renovation",2015.00,08/04/2015,Capital,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50795553,R4434,Street Lighting,529.00,08/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50795558,R4434,Street Lighting,979.00,10/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50795559,C1030,"New Construction, Conversion & Renovation",1429.00,10/04/2015,Capital,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50795635,C1030,"New Construction, Conversion & Renovation",1769.00,10/04/2015,Capital,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50795636,C1030,"New Construction, Conversion & Renovation",1800.00,10/04/2015,Capital,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50795638,C1030,"New Construction, Conversion & Renovation",1022.00,10/04/2015,Capital,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50796140,R4434,Street Lighting,524.00,08/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50800173,R4434,Street Lighting,511.00,20/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50800175,R4434,Street Lighting,529.00,20/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50800339,C1030,"New Construction, Conversion & Renovation",1459.00,07/04/2015,Capital,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50800340,C1030,"New Construction, Conversion & Renovation",1429.00,07/04/2015,Capital,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50800341,C1030,"New Construction, Conversion & Renovation",2250.00,20/04/2015,Capital,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50800342,R4434,Street Lighting,1040.00,20/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50800344,C1030,"New Construction, Conversion & Renovation",511.00,20/04/2015,Capital,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50800379,C1030,"New Construction, Conversion & Renovation",-1459.00,07/04/2015,Capital,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50801175,R4434,Street Lighting,505.00,09/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50801177,R4434,Street Lighting,908.00,09/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50801181,R4434,Street Lighting,1230.25,09/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50801354,C1050,External Fees,833.00,24/04/2015,Capital,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50801356,R5702,Payments to External Contractors,520.00,24/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50802256,R4434,Street Lighting,529.00,10/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50802257,R4434,Street Lighting,1533.00,20/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50805828,R4434,Street Lighting,801.00,20/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50805829,R4434,Street Lighting,669.00,24/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50805831,R4434,Street Lighting,1186.00,24/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50806017,R4434,Street Lighting,529.00,24/04/2015,Communities,,,,
201916,E.On UK Sustainable Energy (Street Lighting),50815555,R4434,Street Lighting,1283.00,30/04/2015,Communities,,,,
201922,Early Birds Nursery,50791350,R6106,Private Providers - Early Years Funding,8292.49,13/04/2015,People Group,,,,
201922,Early Birds Nursery,50811166,R6106,Private Providers - Early Years Funding,965.25,27/04/2015,People Group,,,,
214315,Eastern Leadership Centre,50812639,R4702,Subscriptions To Organisations,720.00,29/04/2015,Resources,,,,
201930,Eastern Shires Purchasing Organisation,50796899,R4313,Stationery & Paper,2159.22,02/04/2015,Resources,,,,
201930,Eastern Shires Purchasing Organisation,50800257,R4313,Stationery & Paper,532.00,02/04/2015,Resources,,,,
201930,Eastern Shires Purchasing Organisation,50801016,R2709,Cleaning Materials,1581.52,29/04/2015,Resources,,,,
201930,Eastern Shires Purchasing Organisation,50801617,R4007,Equipment,1224.00,07/04/2015,Resources,,,,
201930,Eastern Shires Purchasing Organisation,50802551,R4007,Equipment,501.95,07/04/2015,People Group,,,,
201930,Eastern Shires Purchasing Organisation,50803296,R4007,Equipment,582.00,08/04/2015,Resources,,,,
201930,Eastern Shires Purchasing Organisation,50805366,R2709,Cleaning Materials,711.00,29/04/2015,Resources,,,,
201930,Eastern Shires Purchasing Organisation,50808240,R4007,Equipment,507.77,17/04/2015,People Group,,,,
201930,Eastern Shires Purchasing Organisation,50808953,R4019,Fire Equipment Purchase,886.00,23/04/2015,Fire and Rescue,,,,
201930,Eastern Shires Purchasing Organisation,50809086,R4007,Equipment,672.00,17/04/2015,Communities,,,,
201930,Eastern Shires Purchasing Organisation,50810310,R4007,Equipment,534.13,22/04/2015,People Group,,,,
201930,Eastern Shires Purchasing Organisation,50810311,R4024,Furniture,7056.00,30/04/2015,Communities,,,,
201930,Eastern Shires Purchasing Organisation,50810789,R4007,Equipment,951.00,23/04/2015,Resources,,,,
201930,Eastern Shires Purchasing Organisation,50812455,R4007,Equipment,1935.00,23/04/2015,Resources,,,,
201930,Eastern Shires Purchasing Organisation,50812629,R4024,Furniture,684.00,27/04/2015,Fire and Rescue,,,,
201930,Eastern Shires Purchasing Organisation,50813180,R2709,Cleaning Materials,1819.72,29/04/2015,Resources,,,,
201930,Eastern Shires Purchasing Organisation,50815160,R4313,Stationery & Paper,585.35,30/04/2015,Resources,,,,
201930,Eastern Shires Purchasing Organisation,50816476,R2709,Cleaning Materials,679.58,30/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50810607,R5805,Homecare - External Domiciliary (Adults),-531.36,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812223,R5851,Supported Living,630.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812224,R5851,Supported Living,630.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812229,R5851,Supported Living,877.50,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812237,R5851,Supported Living,1260.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812239,R5851,Supported Living,716.80,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812240,R5851,Supported Living,1260.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812241,R5851,Supported Living,1260.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812242,R5851,Supported Living,630.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812243,R5851,Supported Living,1260.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812245,R5851,Supported Living,1260.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812255,R5805,Homecare - External Domiciliary (Adults),1260.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812257,R5851,Supported Living,1179.36,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812259,R5851,Supported Living,1260.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812260,R5851,Supported Living,3836.16,24/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812261,R5851,Supported Living,630.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812262,R5851,Supported Living,630.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812263,R5851,Supported Living,630.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812264,R5851,Supported Living,630.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812265,R5851,Supported Living,630.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812266,R5851,Supported Living,4380.48,24/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812267,R5851,Supported Living,2825.28,24/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812269,R5851,Supported Living,5586.56,24/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812270,R5851,Supported Living,630.00,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812271,R5851,Supported Living,1562.14,23/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812630,R5851,Supported Living,1969.92,24/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812631,R5851,Supported Living,3732.48,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812632,R5851,Supported Living,3418.80,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812652,R5851,Supported Living,2545.25,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812653,R5851,Supported Living,1218.24,24/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812654,R5851,Supported Living,4769.28,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812655,R5851,Supported Living,920.16,24/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812656,R5851,Supported Living,3991.68,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812657,R5851,Supported Living,6164.48,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812658,R5851,Supported Living,3706.56,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812659,R5851,Supported Living,3732.48,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812660,R5851,Supported Living,2436.48,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812661,R5851,Supported Living,2553.12,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812662,R5851,Supported Living,2540.16,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812663,R5851,Supported Living,1140.48,24/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812664,R5851,Supported Living,1036.80,24/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812665,R5851,Supported Living,4872.96,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812666,R5851,Supported Living,1376.00,24/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812667,R5851,Supported Living,5971.84,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812668,R5851,Supported Living,4623.36,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812833,R5810,Adult Day Care,1555.20,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812834,R5851,Supported Living,716.80,27/04/2015,People Group,,,,
202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50812835,R5810,Adult Day Care,544.32,27/04/2015,People Group,,,,
100276,Eden Place Ltd,50803394,R5806,Residential Care (Adults),22600.71,08/04/2015,People Group,,,,
100276,Eden Place Ltd,50803394,R5806,Residential Care (Adults),26772.75,08/04/2015,People Group,,,,
100276,Eden Place Ltd,50809933,R5806,Residential Care (Adults),1533.00,20/04/2015,People Group,,,,
100276,Eden Place Ltd,50809933,R5806,Residential Care (Adults),6993.43,20/04/2015,People Group,,,,
100276,Eden Place Ltd,50810003,R5806,Residential Care (Adults),1793.20,20/04/2015,People Group,,,,
100276,Eden Place Ltd,50810003,R5806,Residential Care (Adults),5618.96,20/04/2015,People Group,,,,
100276,Eden Place Ltd,50810003,R5806,Residential Care (Adults),5531.72,20/04/2015,People Group,,,,
100276,Eden Place Ltd,50810003,R5806,Residential Care (Adults),10707.44,20/04/2015,People Group,,,,
100276,Eden Place Ltd,50810003,R5806,Residential Care (Adults),1963.12,20/04/2015,People Group,,,,
100276,Eden Place Ltd,50810004,R5806,Residential Care (Adults),14286.08,20/04/2015,People Group,,,,
100276,Eden Place Ltd,50810004,R5806,Residential Care (Adults),2573.00,20/04/2015,People Group,,,,
100276,Eden Place Ltd,50810004,R5806,Residential Care (Adults),3421.76,20/04/2015,People Group,,,,
100393,Edgeview Homes Ltd,50810005,R5806,Residential Care (Adults),5221.60,20/04/2015,People Group,,,,
201958,Edmundson Electrical Ltd,50809119,R2024,Electrical (LE),1577.80,21/04/2015,Resources,,,,
222150,Edward Brain & Sons Ltd,50803346,R4010,Equipment Hire,5140.00,29/04/2015,Communities,,,,
210433,Edwards Taxis,50810710,R3204,Home To School / College Transport,1087.50,21/04/2015,People Group,,,,
204614,EE Ltd (Orange Airtime ****1263),50812458,R4510,Mobile Telephones / Pagers,1017.63,23/04/2015,Fire and Rescue,,,,
215275,EEF Ltd (Woodland Grange),50782716,R1601,Training - External,1671.00,02/04/2015,Resources,,,,
222160,EHB Commercial Ltd,50805897,R2201,Rent,3000.00,29/04/2015,Resources,,,,
219176,Elder Homes Midlands Ltd (Millington Springs Care Centre),50810098,R5806,Residential Care (Adults),1436.00,20/04/2015,People Group,,,,
212173,ELMHURST CARE FACILITY,50810006,R5806,Residential Care (Adults),1021.43,20/04/2015,People Group,,,,
212173,ELMHURST CARE FACILITY,50810006,R5806,Residential Care (Adults),4031.60,20/04/2015,People Group,,,,
212173,ELMHURST CARE FACILITY,50810006,R5806,Residential Care (Adults),1391.84,20/04/2015,People Group,,,,
212173,ELMHURST CARE FACILITY,50810006,R5806,Residential Care (Adults),5920.00,20/04/2015,People Group,,,,
202022,Emergency One UK Ltd,50800861,R4030,Materials,617.44,02/04/2015,Communities,,,,
202032,Emscote House School and Nursery,50791351,R6106,Private Providers - Early Years Funding,19672.61,13/04/2015,People Group,,,,
202032,Emscote House School and Nursery,50811167,R6106,Private Providers - Early Years Funding,2895.75,27/04/2015,People Group,,,,
202034,Emscote Preschool,50791352,R6106,Private Providers - Early Years Funding,17790.63,13/04/2015,People Group,,,,
220152,Encore Personnel Services Ltd,50785976,R1101,Agency Staff Pay,821.11,02/04/2015,Communities,,,,
220152,Encore Personnel Services Ltd,50795781,R1101,Agency Staff Pay,1196.46,10/04/2015,Communities,,,,
220152,Encore Personnel Services Ltd,50795782,R1101,Agency Staff Pay,1366.55,17/04/2015,Communities,,,,
220152,Encore Personnel Services Ltd,50802253,R1101,Agency Staff Pay,1489.71,24/04/2015,Communities,,,,
220152,Encore Personnel Services Ltd,50806355,R1101,Agency Staff Pay,1302.03,30/04/2015,Communities,,,,
202040,Energized Ltd,50810726,R4304,Educational Initiatives,996.49,21/04/2015,Communities,,,,
219820,Ensure Care Ltd,50805995,R5805,Homecare - External Domiciliary (Adults),2231.69,16/04/2015,People Group,,,,
219820,Ensure Care Ltd,50805996,R5805,Homecare - External Domiciliary (Adults),798.56,16/04/2015,People Group,,,,
219820,Ensure Care Ltd,50805997,R5805,Homecare - External Domiciliary (Adults),627.44,16/04/2015,People Group,,,,
219820,Ensure Care Ltd,50805998,R5805,Homecare - External Domiciliary (Adults),798.56,16/04/2015,People Group,,,,
219820,Ensure Care Ltd,50805999,R5805,Homecare - External Domiciliary (Adults),698.76,16/04/2015,People Group,,,,
219820,Ensure Care Ltd,50806016,R5805,Homecare - External Domiciliary (Adults),1197.84,16/04/2015,People Group,,,,
219820,Ensure Care Ltd,50809614,R5805,Homecare - External Domiciliary (Adults),1113.84,20/04/2015,People Group,,,,
219820,Ensure Care Ltd,50809650,R5805,Homecare - External Domiciliary (Adults),1670.76,20/04/2015,People Group,,,,
219820,Ensure Care Ltd,50809651,R5805,Homecare - External Domiciliary (Adults),1776.84,20/04/2015,People Group,,,,
219820,Ensure Care Ltd,50809652,R5805,Homecare - External Domiciliary (Adults),1597.12,20/04/2015,People Group,,,,
219820,Ensure Care Ltd,50809654,R5805,Homecare - External Domiciliary (Adults),1863.03,20/04/2015,People Group,,,,
221771,Entrust Support Services Ltd (****5214),50787231,R4915,Educational Visits Expenditure,4606.50,02/04/2015,Schools,,,,
223866,Envirocall Ltd,50800244,R2754,Waste Management,658.56,22/04/2015,Communities,,,,
202054,Environmental Monitoring & Sampling Services Ltd,50811453,R2754,Waste Management,1016.13,22/04/2015,Communities,,,,
208677,Esh Works Ltd,50813509,R5829,Wraparound Services,45097.50,30/04/2015,Communities,,,,
222422,Eskimo Technology Ltd,50797187,R4052,Equipment Curriculum,4673.00,13/04/2015,Schools,,,,
202076,ESP Systex Ltd,50808044,R4310,Printing,2075.52,30/04/2015,Communities,,,,
,ESPO,P-Card,,,819.11,17/042015,,,,,
215263,ESPO Energy,50795898,R2101,Gas,508.25,02/04/2015,Schools,,,,
215263,ESPO Energy,50798103,R2101,Gas,1304.93,02/04/2015,Resources,,,,
215263,ESPO Energy,50798104,R2101,Gas,904.66,02/04/2015,Resources,,,,
215263,ESPO Energy,50798955,R2101,Gas,1426.80,02/04/2015,Communities,,,,
215263,ESPO Energy,50800990,R2101,Gas,3793.90,23/04/2015,Resources,,,,
215263,ESPO Energy,50800995,R2101,Gas,-3913.39,20/04/2015,Resources,,,,
215263,ESPO Energy,50800997,R2101,Gas,-4110.57,20/04/2015,Resources,,,,
215263,ESPO Energy,50800998,R2101,Gas,3958.52,20/04/2015,Resources,,,,
215263,ESPO Energy,50801363,R2101,Gas,1230.02,02/04/2015,Resources,,,,
215263,ESPO Energy,50804646,R2101,Gas,3554.50,20/04/2015,Resources,,,,
215263,ESPO Energy,50809094,R2101,Gas,1210.42,27/04/2015,Communities,,,,
215263,ESPO Energy,50809207,R2101,Gas,635.54,27/04/2015,Resources,,,,
215263,ESPO Energy,50809237,R2101,Gas,628.06,27/04/2015,Resources,,,,
215263,ESPO Energy,50809238,R2101,Gas,3260.88,27/04/2015,Resources,,,,
215263,ESPO Energy,50809239,R2101,Gas,1105.80,27/04/2015,Resources,,,,
215263,ESPO Energy,50809275,R2101,Gas,2069.32,27/04/2015,Resources,,,,
215263,ESPO Energy,50809277,R2101,Gas,514.54,27/04/2015,Resources,,,,
215263,ESPO Energy,50809278,R2101,Gas,915.60,27/04/2015,Resources,,,,
215263,ESPO Energy,50809279,R2101,Gas,593.89,27/04/2015,Resources,,,,
215263,ESPO Energy,50809298,R2101,Gas,827.25,27/04/2015,Resources,,,,
215263,ESPO Energy,50809300,R2101,Gas,572.10,27/04/2015,Resources,,,,
215263,ESPO Energy,50809301,R2101,Gas,587.95,27/04/2015,Resources,,,,
215263,ESPO Energy,50809302,R2101,Gas,882.45,27/04/2015,Resources,,,,
215263,ESPO Energy,50809303,R2101,Gas,714.33,27/04/2015,Resources,,,,
215263,ESPO Energy,50809304,R2101,Gas,637.70,27/04/2015,Resources,,,,
215263,ESPO Energy,50809305,R2101,Gas,1144.15,27/04/2015,Resources,,,,
215263,ESPO Energy,50809308,R2101,Gas,1092.08,27/04/2015,Resources,,,,
215263,ESPO Energy,50809313,R2101,Gas,550.54,27/04/2015,Resources,,,,
215263,ESPO Energy,50809817,R2101,Gas,646.12,28/04/2015,Schools,,,,
215263,ESPO Energy,50810244,R2101,Gas,1504.19,27/04/2015,Resources,,,,
215263,ESPO Energy,50810811,R2101,Gas,504.59,28/04/2015,Schools,,,,
215263,ESPO Energy,50810934,R2101,Gas,629.13,28/04/2015,Schools,,,,
215263,ESPO Energy,50811061,R2101,Gas,664.29,28/04/2015,Schools,,,,
215263,ESPO Energy,50811650,R2101,Gas,558.57,28/04/2015,Schools,,,,
215263,ESPO Energy,50811720,R2101,Gas,1256.53,28/04/2015,Schools,,,,
215263,ESPO Energy,50811898,R2101,Gas,1459.29,28/04/2015,Schools,,,,
215263,ESPO Energy,50812143,R2101,Gas,783.12,28/04/2015,Schools,,,,
215263,ESPO Energy,50812319,R2101,Gas,4339.57,27/04/2015,Resources,,,,
215263,ESPO Energy,50812321,R2101,Gas,669.39,27/04/2015,Resources,,,,
215263,ESPO Energy,50812322,R2101,Gas,749.96,27/04/2015,Resources,,,,
215263,ESPO Energy,50812323,R2101,Gas,806.93,27/04/2015,Resources,,,,
215263,ESPO Energy,50812324,R2101,Gas,556.47,27/04/2015,Resources,,,,
215263,ESPO Energy,50812325,R2101,Gas,1157.11,27/04/2015,Resources,,,,
215263,ESPO Energy,50812327,R2101,Gas,514.24,27/04/2015,Resources,,,,
215263,ESPO Energy,50812333,R2101,Gas,522.63,27/04/2015,Resources,,,,
215263,ESPO Energy,50812475,R2101,Gas,507.05,27/04/2015,Resources,,,,
215263,ESPO Energy,50812476,R2101,Gas,550.20,27/04/2015,Resources,,,,
215263,ESPO Energy,50812477,R2101,Gas,652.97,27/04/2015,Resources,,,,
215263,ESPO Energy,50812481,R2101,Gas,1970.08,27/04/2015,Resources,,,,
215263,ESPO Energy,50812745,R2101,Gas,577.87,28/04/2015,Resources,,,,
215263,ESPO Energy,50812825,R2101,Gas,742.32,30/04/2015,Resources,,,,
215263,ESPO Energy,50813620,R2101,Gas,1442.17,28/04/2015,Schools,,,,
215263,ESPO Energy,50813950,R2101,Gas,522.23,29/04/2015,Schools,,,,
215263,ESPO Energy,50814285,R2101,Gas,1521.04,29/04/2015,Schools,,,,
215263,ESPO Energy,50814286,R2101,Gas,644.10,29/04/2015,Schools,,,,
215263,ESPO Energy,50814417,R2101,Gas,891.45,29/04/2015,Schools,,,,
215263,ESPO Energy,50815037,R2103,Electricity,603.96,30/04/2015,Schools,,,,
215263,ESPO Energy,50816486,R2101,Gas,1057.71,30/04/2015,People Group,,,,
215263,ESPO Energy,50816507,R2101,Gas,1250.40,30/04/2015,Schools,,,,
210059,Essex Medical Services,50793789,R4443,Professional Fees Admin,949.50,02/04/2015,Resources,,,,
202085,Etone College Academy,50811923,R6107,SEN Statements Funding - Non-Maintained Schools,2073.00,22/04/2015,People Group,,,,
202088,Ettington Preschool,50791353,R6106,Private Providers - Early Years Funding,12027.05,13/04/2015,People Group,,,,
202088,Ettington Preschool,50811168,R6106,Private Providers - Early Years Funding,900.90,27/04/2015,People Group,,,,
222920,Euro Label Printers,50805450,R4317,Print Operational Costs,6597.00,30/04/2015,Resources,,,,
,EUROFFICE.CO.UK,P-Card,,,501.76,08/05/2015,,,,,
221823,Euromedia Associates Ltd,50797108,R5802,Substitute Care,500.00,02/04/2015,People Group,,,,
212482,European Electronique Ltd,50802968,R4503,Hardware,2235.56,30/04/2015,Resources,,,,
212482,European Electronique Ltd,50802969,R4503,Hardware,3680.00,30/04/2015,Resources,,,,
212482,European Electronique Ltd,50802970,R4503,Hardware,43300.00,30/04/2015,Resources,,,,
100277,Evedale Nursing Home,50810008,R5806,Residential Care (Adults),1994.76,20/04/2015,People Group,,,,
100277,Evedale Nursing Home,50810008,R5806,Residential Care (Adults),1703.96,20/04/2015,People Group,,,,
202108,Everycare Ltd - Rugby & Warwickshire,50810928,R5805,Homecare - External Domiciliary (Adults),863.94,21/04/2015,People Group,,,,
226890,Exceptional Education Ltd,50803709,R1101,Agency Staff Pay,850.00,08/04/2015,Schools,,,,
224891,Excite Care Ltd,50809708,R5805,Homecare - External Domiciliary (Adults),1112.98,27/04/2015,People Group,,,,
224891,Excite Care Ltd,50809709,R5805,Homecare - External Domiciliary (Adults),712.22,20/04/2015,People Group,,,,
224891,Excite Care Ltd,50811501,R5805,Homecare - External Domiciliary (Adults),719.72,22/04/2015,People Group,,,,
202114,Exegesis Spatial Data Management,50814249,R4512,Software,4560.00,28/04/2015,Communities,,,,
100150,Extel Ltd aka Care Through the Millennium,50809970,R5806,Residential Care (Adults),2357.20,20/04/2015,People Group,,,,
100150,Extel Ltd aka Care Through the Millennium,50809970,R5806,Residential Care (Adults),25964.72,20/04/2015,People Group,,,,
100150,Extel Ltd aka Care Through the Millennium,50809970,R5806,Residential Care (Adults),29244.28,20/04/2015,People Group,,,,
201158,Exterion Media (UK) Ltd formerly CBS Outdoor Ltd,50811478,R5802,Substitute Care,2150.00,23/04/2015,People Group,,,,
201158,Exterion Media (UK) Ltd formerly CBS Outdoor Ltd,50811479,R5802,Substitute Care,2716.00,23/04/2015,People Group,,,,
202140,Fairways Contracting Ltd,50814010,R2752,Grounds Maintenance Contract,650.00,29/04/2015,Schools,,,,
202146,Family Placement.Com Ltd,50813687,R5849,Counselling Services (Children),2520.00,30/04/2015,People Group,,,,
220466,Family Society (Adoption Focus),50814341,R5203,Inter Authority Payments,14333.00,29/04/2015,People Group,,,,
202150,Farm Services Ltd,50803275,R2001,Buildings Maintenance,2128.50,10/04/2015,Resources,,,,
202150,Farm Services Ltd,50813173,R2023,Mechanical (LM),1857.45,29/04/2015,Resources,,,,
202150,Farm Services Ltd,50813203,R2022,Building (LB),7659.50,29/04/2015,Resources,,,,
202150,Farm Services Ltd,50815072,C1030,"New Construction, Conversion & Renovation",6662.25,29/04/2015,Capital,,,,
225677,Fatboys Catering Equipment Ltd,50803352,R4313,Stationery & Paper,4028.00,09/04/2015,Resources,,,,
225677,Fatboys Catering Equipment Ltd,50803353,R4313,Stationery & Paper,1069.00,08/04/2015,Resources,,,,
225677,Fatboys Catering Equipment Ltd,50803354,R4313,Stationery & Paper,1105.00,08/04/2015,Resources,,,,
225677,Fatboys Catering Equipment Ltd,50803355,R4018,Equipment Repair & Maintenance,3145.00,24/04/2015,Resources,,,,
100279,Father Hudsons Society,50800950,R5822,Foster Care Payments - External,2864.13,30/04/2015,People Group,,,,
100279,Father Hudsons Society,50807653,R5805,Homecare - External Domiciliary (Adults),1380.00,16/04/2015,People Group,,,,
100279,Father Hudsons Society,50807654,R5805,Homecare - External Domiciliary (Adults),788.57,16/04/2015,People Group,,,,
100279,Father Hudsons Society,50807655,R5851,Supported Living,1080.00,16/04/2015,People Group,,,,
100279,Father Hudsons Society,50807656,R5851,Supported Living,617.14,16/04/2015,People Group,,,,
