Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,
201056,Calthorpe Recruitment Ltd,51291431,R4409,Consultancy,1280.00,03/11/2017,Resources,,,
201056,Calthorpe Recruitment Ltd,51290860,R1101,Agency Staff Pay,3307.35,03/11/2017,Resources,,,
201056,Calthorpe Recruitment Ltd,51309506,R4409,Consultancy,1240.00,15/11/2017,Resources,,,
214744,Cambian Childcare Ltd (****3424),51312450,R5806,Residential Care,14357.10,22/11/2017,People Group,,,
214744,Cambian Childcare Ltd (****3424),51312409,R5806,Residential Care,3230.37,22/11/2017,People Group,,,
214744,Cambian Childcare Ltd (****3424),51305574,R5848,Residential Care (Children),16928.70,30/11/2017,People Group,,,
214744,Cambian Childcare Ltd (****3424),51305577,R5806,Residential Care,27642.90,30/11/2017,People Group,,,
201064,Cambridge Publishers Ltd,51291335,R5702,Payments to External Contractors,3050.00,03/11/2017,Communities,,,
234188,Camellia Care Ltd t/a Mulgrave House Nursing Home,51283086,R5806,Residential Care,2092.00,10/11/2017,People Group,,,
234188,Camellia Care Ltd t/a Mulgrave House Nursing Home,51299003,R5806,Residential Care,2092.00,10/11/2017,People Group,,,
234188,Camellia Care Ltd t/a Mulgrave House Nursing Home,51263413,R5806,Residential Care,2092.00,10/11/2017,People Group,,,
234188,Camellia Care Ltd t/a Mulgrave House Nursing Home,51316109,R5806,Residential Care,2092.00,16/11/2017,People Group,,,
231972,Camino Healthcare (Dudley Port) Ltd.,51316116,R5806,Residential Care,1539.44,16/11/2017,People Group,,,
,Campanile,41726,,,594.00,27/11/2017,People Group,,,
100014,Camphill Devon Community Ltd,51316011,R5806,Residential Care,2283.52,16/11/2017,People Group,,,
201073,Campion School and Community College (ACAD) Leamington Spa,51317021,R6107,SEN Statements Funding,"2,374.00",20/11/2017,Communities,,,
201078,Canon (UK) Ltd (****0502),51303470,R4313,Stationery & Paper,1440.00,22/11/2017,Resources,,,
201078,Canon (UK) Ltd (****0502),51319012,R4310,"Printing, Photocopying and Reprographics",1426.79,29/11/2017,Resources,,,
210040,Capita Business Services Ltd (****4978),51301777,R4506,IT Support & Maintenance,10712.23,16/11/2017,Fire and Rescue,,,
210040,Capita Business Services Ltd (****4978),51312259,R2703,For use by schools only - Hygiene Services,620.00,27/11/2017,Schools,,,
213857,Capita Resourcing Ltd (****7892),51292564,R1503,Staff DBS Checks,1580.85,03/11/2017,Resources,,,
209176,Cardinal Newman Catholic School And Community,51319452,R6107,SEN Statements Funding,"2,340.00",29/11/2017,Communities,,,
234514,Cardinal Wiseman Catholic Technology College BIRMINGHAM,51274930,R6109,Funding payment to Academies and Non WCC Schools,600.00,09/11/2017,Communities,,,
234567,Care And Management Services Ltd,51294456,R5806,Residential Care,9300.00,10/11/2017,People Group,,,
201087,Care Today Children's Services,51289867,R5806,Residential Care,"1,112.13",01/11/2017,People Group,,,
201087,Care Today Children's Services,51289868,R5806,Residential Care,"12,277.17",01/11/2017,People Group,,,
224254,Care UK Community Partnerships Ltd (Ambleside Care Home),51315981,R5806,Residential Care,3842.92,16/11/2017,People Group,,,
224254,Care UK Community Partnerships Ltd (Ambleside Care Home),51315981,R5806,Residential Care,1961.19,16/11/2017,People Group,,,
224254,Care UK Community Partnerships Ltd (Ambleside Care Home),51315981,R5806,Residential Care,2119.88,16/11/2017,People Group,,,
224254,Care UK Community Partnerships Ltd (Ambleside Care Home),51315981,R5806,Residential Care,6987.77,16/11/2017,People Group,,,
224254,Care UK Community Partnerships Ltd (Ambleside Care Home),51315981,R5806,Residential Care,13228.95,16/11/2017,People Group,,,
205656,Carers Support Service/Warwickshire Young Carers Project,51294309,R5501,Grants / Donations to External Organisations,"14,167.00",10/11/2017,People Group,,,
207694,Carers Trust Heart of England,51310190,R5807,Social Care Block Contracts,"40,416.67",30/11/2017,People Group,,,
201097,Caring Kindergartens Ltd,51315751,R6106,Early Years Funding (PVIs and LA),4221.42,27/11/2017,Communities,,,
201091,Casa Care Ltd t/a Carewatch (South Warwickshire),51304620,R5805,Homecare - External Domiciliary,3964.80,08/11/2017,People Group,,,
201135,Casscade Ltd,51291706,R4310,"Printing, Photocopying and Reprographics",600.00,03/11/2017,Resources,,,
100261,Castel Froma,51315917,R5806,Residential Care,"4,693.92",16/11/2017,People Group,,,
100261,Castel Froma,51315917,R5806,Residential Care,993.44,16/11/2017,People Group,,,
100261,Castel Froma,51315917,R5806,Residential Care,"13,375.62",16/11/2017,People Group,,,
100261,Castel Froma,51315917,R5806,Residential Care,"2,066.68",16/11/2017,People Group,,,
100261,Castel Froma,51315917,R5806,Residential Care,"17,866.98",16/11/2017,People Group,,,
201137,Castle Cars of Warwick,51291110,R3204,Home To School / College Transport,"1,890.00",01/11/2017,Communities,,,
201137,Castle Cars of Warwick,51310048,R3204,Home To School / College Transport,"2,660.00",21/11/2017,Communities,,,
201139,Castle Nursery School,51308710,R6106,Early Years Funding (PVIs and LA),"27,660.49",13/11/2017,Communities,,,
201139,Castle Nursery School,51315716,R6106,Early Years Funding (PVIs and LA),"2,221.80",27/11/2017,Communities,,,
201142,Caterpillar Nursery  - Leamington Spa  Ltd,51308703,R6106,Early Years Funding (PVIs and LA),8076.26,13/11/2017,Communities,,,
201142,Caterpillar Nursery  - Leamington Spa  Ltd,51315748,R6106,Early Years Funding (PVIs and LA),1110.90,27/11/2017,Communities,,,
222601,Cawston Grange Primary School - Academy,51317041,R6107,SEN Statements Funding,"9,934.00",20/11/2017,Communities,,,
232480,Cawston Parish Council,51302071,R2201,Rents & Lettings,588.00,17/11/2017,Communities,,,
203368,CDW Ltd,51290729,R4503,Hardware,837.68,06/11/2017,Resources,,,
203368,CDW Ltd,51291702,R4503,Hardware,-1102.71,06/11/2017,Resources,,,
203368,CDW Ltd,51292163,R4503,Hardware,4701.88,06/11/2017,Resources,,,
203368,CDW Ltd,51295457,R4503,Hardware,4240.00,10/11/2017,Resources,,,
203368,CDW Ltd,51298260,R4503,Hardware,1853.40,16/11/2017,Resources,,,
203368,CDW Ltd,51301938,R4503,Hardware,1047.10,17/11/2017,Resources,,,
203368,CDW Ltd,51301945,R4503,Hardware,77500.00,17/11/2017,Resources,,,
203368,CDW Ltd,51301942,R4503,Hardware,4300.00,17/11/2017,Resources,,,
203368,CDW Ltd,51301939,R4503,Hardware,670.00,17/11/2017,Resources,,,
203368,CDW Ltd,51301952,R4503,Hardware,1275.00,20/11/2017,Resources,,,
203368,CDW Ltd,51301934,R4503,Hardware,743.97,23/11/2017,Resources,,,
203368,CDW Ltd,51298189,R4503,Hardware,1525.26,23/11/2017,Resources,,,
203368,CDW Ltd,51304443,R4503,Hardware,1407.35,27/11/2017,Resources,,,
203368,CDW Ltd,51305015,R4503,Hardware,5707.99,30/11/2017,Resources,,,
203368,CDW Ltd,51305016,R4503,Hardware,834.57,30/11/2017,Resources,,,
203368,CDW Ltd,51305033,R4503,Hardware,767.57,30/11/2017,Resources,,,
233107,Ceiba Community Support Ltd,51304710,R5851,Supported Living,1800.90,03/11/2017,People Group,,,
233107,Ceiba Community Support Ltd,51304710,R5851,Supported Living,6480.00,03/11/2017,People Group,,,
209426,Cen Group Ltd,51319973,R5704,Public Transport,1640.00,24/11/2017,Communities,,,
100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,51315928,R5806,Residential Care,20710.37,16/11/2017,People Group,,,
100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,51315928,R5806,Residential Care,1970.85,16/11/2017,People Group,,,
100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,51315928,R5806,Residential Care,8093.40,16/11/2017,People Group,,,
100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,51315928,R5806,Residential Care,1828.87,16/11/2017,People Group,,,
201174,Central Site Accommodation Ltd,51307985,C1050,External Fees,2391.67,08/11/2017,Capital,,,
201174,Central Site Accommodation Ltd,51307982,C1030,"New Construction, Conversion & Renovation",8350.00,08/11/2017,Capital,,,
210382,Central Surgery,51320110,R5702,Payments to External Contractors,750.15,30/11/2017,Communities,,,
210382,Central Surgery,51320194,R5702,Payments to External Contractors,"1,573.74",30/11/2017,Communities,,,
100262,Cerrig Camu Ltd,51316014,R5806,Residential Care,5732.16,16/11/2017,People Group,,,
201191,Chambray,51292818,R3204,Home To School / College Transport,791.00,07/11/2017,Communities,,,
201191,Chambray,51301640,R3204,Home To School / College Transport,907.00,13/11/2017,Communities,,,
201191,Chambray,51302667,R3204,Home To School / College Transport,801.00,17/11/2017,Communities,,,
214714,Charanga Ltd,51302182,R4029,Licences (Incl Tv),1820.00,17/11/2017,People Group,,,
209635,Chartered Institute Of Ecology And Environmental Management,51303723,R4601,"Conferences, Staff Accommodation & Subsistence","1,000.00",08/11/2017,Communities,,,
100263,Chasewood Lodge (McDonnel Drive),51316017,R5806,Residential Care,"3,933.44",16/11/2017,People Group,,,
100263,Chasewood Lodge (McDonnel Drive),51316017,R5806,Residential Care,864.29,16/11/2017,People Group,,,
100263,Chasewood Lodge (McDonnel Drive),51316017,R5806,Residential Care,"1,966.72",16/11/2017,People Group,,,
100263,Chasewood Lodge (McDonnel Drive),51316017,R5806,Residential Care,"3,933.44",16/11/2017,People Group,,,
100263,Chasewood Lodge (McDonnel Drive),51316017,R5806,Residential Care,"22,742.52",16/11/2017,People Group,,,
100264,Chasewood Residential Care Home (School Lane),51315920,R5806,Residential Care,"5,635.38",16/11/2017,People Group,,,
100264,Chasewood Residential Care Home (School Lane),51315920,R5806,Residential Care,"1,998.01",16/11/2017,People Group,,,
100264,Chasewood Residential Care Home (School Lane),51315920,R5806,Residential Care,"7,859.01",16/11/2017,People Group,,,
100264,Chasewood Residential Care Home (School Lane),51315920,R5806,Residential Care,"3,996.02",16/11/2017,People Group,,,
100264,Chasewood Residential Care Home (School Lane),51315920,R5806,Residential Care,"1,998.01",16/11/2017,People Group,,,
201216,Cheeky Monkeys Day Nursery,51308624,R6106,Early Years Funding (PVIs and LA),"23,660.40",13/11/2017,Communities,,,
201216,Cheeky Monkeys Day Nursery,51315792,R6106,Early Years Funding (PVIs and LA),"9,998.10",27/11/2017,Communities,,,
223932,Chelsea and Westminster Hospital NHS Foundation Trust,51311505,R5702,Payments to External Contractors,"1,630.10",10/11/2017,Communities,,,
223932,Chelsea and Westminster Hospital NHS Foundation Trust,51311506,R5702,Payments to External Contractors,"1,565.10",10/11/2017,Communities,,,
223932,Chelsea and Westminster Hospital NHS Foundation Trust,51311517,R5702,Payments to External Contractors,"1,395.59",29/11/2017,Communities,,,
223932,Chelsea and Westminster Hospital NHS Foundation Trust,51322270,R5702,Payments to External Contractors,847.55,29/11/2017,Communities,,,
223932,Chelsea and Westminster Hospital NHS Foundation Trust,51322257,R5702,Payments to External Contractors,522.56,29/11/2017,Communities,,,
223932,Chelsea and Westminster Hospital NHS Foundation Trust,51322266,R5702,Payments to External Contractors,919.50,29/11/2017,Communities,,,
223932,Chelsea and Westminster Hospital NHS Foundation Trust,51322256,R5702,Payments to External Contractors,"1,264.06",30/11/2017,Communities,,,
201225,Chesford Grange Hotel,51291397,R2201,Rents & Lettings,805.00,03/11/2017,Communities,,,
201225,Chesford Grange Hotel,51292585,R2201,Rents & Lettings,945.00,08/11/2017,Communities,,,
201225,Chesford Grange Hotel,51302773,R2201,Rents & Lettings,910.00,20/11/2017,Communities,,,
201225,Chesford Grange Hotel,51302774,R2201,Rents & Lettings,910.00,20/11/2017,Communities,,,
201227,Chestnut Tree Nursery,51308617,R6106,Early Years Funding (PVIs and LA),"7,937.66",13/11/2017,Communities,,,
201227,Chestnut Tree Nursery,51315787,R6106,Early Years Funding (PVIs and LA),"5,338.24",27/11/2017,Communities,,,
232369,Children & Families Across Borders (CFAB),51303456,R4441,Professional Fees,807.70,15/11/2017,People Group,,,
201243,Chiltern Railways,51305756,R3301,Staff Travel,"1,176.85",17/11/2017,Communities,,,
201243,Chiltern Railways,51305087,R3301,Staff Travel,"2,410.40",24/11/2017,People Group,,,
201243,Chiltern Railways,51305757,R3301,Staff Travel,"2,780.95",24/11/2017,Communities,,,
201243,Chiltern Railways,51305024,R3301,Staff Travel,"4,344.40",24/11/2017,Resources,,,
201243,Chiltern Railways,51305038,R3301,Staff Travel,-786.40,24/11/2017,Resources,,,
208991,Chilworth Schools Ltd (Chilworth House School Witherslack Group Of Schools (South)),51317085,R6107,SEN Statements Funding,18225.00,20/11/2017,Communities,,,
208991,Chilworth Schools Ltd (Chilworth House School Witherslack Group Of Schools (South)),51317086,R6107,SEN Statements Funding,18893.66,20/11/2017,Communities,,,
208991,Chilworth Schools Ltd (Chilworth House School Witherslack Group Of Schools (South)),51317087,R6107,SEN Statements Funding,16515.66,20/11/2017,Communities,,,
228597,Chipping Campden School,51297928,R6107,SEN Statements Funding,"2,099.00",10/11/2017,Communities,,,
201256,Christies Care Ltd,51303503,R5805,Homecare - External Domiciliary,3472.00,10/11/2017,People Group,,,
201256,Christies Care Ltd,51303495,R5805,Homecare - External Domiciliary,3620.00,10/11/2017,People Group,,,
201256,Christies Care Ltd,51303499,R5805,Homecare - External Domiciliary,3652.00,10/11/2017,People Group,,,
230743,Chroma Therapies Ltd,51299497,R5802,Substitute Care,1280.00,03/11/2017,People Group,,,
230743,Chroma Therapies Ltd,51301774,R5802,Substitute Care,960.00,03/11/2017,People Group,,,
226520,City Cars,51314373,R3204,Home To School / College Transport,"2,555.50",15/11/2017,Communities,,,
201320,Clan Tools & Plant Ltd,51304298,R4015,Equipment Repair & Maintenance,1132.99,27/11/2017,Fire and Rescue,,,
213034,Clarendon Lodge Medical Practice,51320091,R5702,Payments to External Contractors,666.80,30/11/2017,Communities,,,
100064,Clarendon Manor Ltd,51315922,R5806,Residential Care,2200.24,16/11/2017,People Group,,,
100064,Clarendon Manor Ltd,51315922,R5806,Residential Care,11125.52,16/11/2017,People Group,,,
100064,Clarendon Manor Ltd,51315922,R5806,Residential Care,1782.20,16/11/2017,People Group,,,
100064,Clarendon Manor Ltd,51315922,R5806,Residential Care,6095.48,16/11/2017,People Group,,,
211226,Class Catering Services Ltd,51293700,R4108,For use by schools only - Universal Infant Free School Meals Charges,1421.40,09/11/2017,Schools,,,
211226,Class Catering Services Ltd,51309374,R4108,For use by schools only - Universal Infant Free School Meals Charges,1246.60,20/11/2017,Schools,,,
201332,Claverdon Village Nursery,51308666,R6106,Early Years Funding (PVIs and LA),"10,774.29",13/11/2017,Communities,,,
201332,Claverdon Village Nursery,51315814,R6106,Early Years Funding (PVIs and LA),555.45,27/11/2017,Communities,,,
209851,Clear Channel UK Ltd,51313210,R5802,Substitute Care,1200.00,13/11/2017,People Group,,,
209851,Clear Channel UK Ltd,51313215,R5802,Substitute Care,850.00,13/11/2017,People Group,,,
211025,Clifford House Fostering Ltd,51316801,R5822,Foster Care Payments - External Provision,2349.27,17/11/2017,People Group,,,
,Clifford House Fostering Ltd,,,," 2,349.27 ",08/11/2017,People Group,,,
201349,Clifton Playgroup,51308637,R6106,Early Years Funding (PVIs and LA),"6,241.29",13/11/2017,Communities,,,
201349,Clifton Playgroup,51315826,R6106,Early Years Funding (PVIs and LA),"2,443.98",27/11/2017,Communities,,,
219972,Clifton Road Surgery,51320220,R5702,Payments to External Contractors,"1,000.20",30/11/2017,Communities,,,
219972,Clifton Road Surgery,51320204,R5702,Payments to External Contractors,"1,748.60",30/11/2017,Communities,,,
219972,Clifton Road Surgery,51320186,R5702,Payments to External Contractors,"1,848.00",30/11/2017,Communities,,,
213535,CLM Enterprises Ltd  t/a The Welcome Centre,51291083,R2204,For use by schools only - Room Hire - External,505.00,03/11/2017,People Group,,,
233017,Clockwork City Ltd (Xav Anderson),51292094,R5702,Payments to External Contractors,5000.00,03/11/2017,Communities,,,
201358,Clopton Nursery Trust,51308687,R6106,Early Years Funding (PVIs and LA),"7,697.17",13/11/2017,Communities,,,
201358,Clopton Nursery Trust,51315827,R6106,Early Years Funding (PVIs and LA),"9,712.44",27/11/2017,Communities,,,
234769,Closer 2 Home Ltd,51297085,R5459,Leaving Care Accommodation,610.41,02/11/2017,People Group,,,
234769,Closer 2 Home Ltd,51299732,R5459,Leaving Care Accommodation,1890.00,02/11/2017,People Group,,,
234769,Closer 2 Home Ltd,51297078,R5459,Leaving Care Accommodation,3023.42,03/11/2017,People Group,,,
201365,Cmt Flexibles Ltd,51305763,R4008,Equipment,2122.00,23/11/2017,Fire and Rescue,,,
,Cocks Lloyd Client Account,,R4441,Professional Fees,"1,250.00",20/11/2017,Resources,,,
100381,Cofresh Homes LLP t/a Tudor Care Home,51316203,R5806,Residential Care,"4,287.36",16/11/2017,People Group,,,
100266,Collyhurst Nursing Home,51315924,R5806,Residential Care,"1,782.20",16/11/2017,People Group,,,
100266,Collyhurst Nursing Home,51315924,R5806,Residential Care,969.08,16/11/2017,People Group,,,
100266,Collyhurst Nursing Home,51315924,R5806,Residential Care,"7,399.56",16/11/2017,People Group,,,
100266,Collyhurst Nursing Home,51315924,R5806,Residential Care,"17,590.10",16/11/2017,People Group,,,
209454,Community Information Services Ltd,51295464,R4310,"Printing, Photocopying and Reprographics",1395.00,10/11/2017,Communities,,,
209454,Community Information Services Ltd,51306244,R4301,"Advertising, Publicity & Promotion",1395.00,30/11/2017,Resources,,,
201396,Community Transport Association (****6300),51316446,R3204,Home To School / College Transport,-508.44,16/11/2017,Communities,,,
212497,COMPASS,51294393,R5702,Payments to External Contractors,"474,581.00",01/11/2017,Communities,,,
212497,COMPASS,51294416,R5702,Payments to External Contractors,"22,500.00",01/11/2017,Communities,,,
212497,COMPASS,51294432,R5702,Payments to External Contractors,"32,500.00",08/11/2017,Communities,,,
212497,COMPASS,51302074,R4305,Marketing,"3,644.40",17/11/2017,Communities,,,
205413,Compass Minerals UK Ltd,51293341,R4030,Materials,3315.35,27/11/2017,Communities,,,
205413,Compass Minerals UK Ltd,51292386,R4030,Materials,6551.01,27/11/2017,Communities,,,
205413,Compass Minerals UK Ltd,51292385,R4030,Materials,3345.22,27/11/2017,Communities,,,
205413,Compass Minerals UK Ltd,51291382,R4030,Materials,6412.33,27/11/2017,Communities,,,
205413,Compass Minerals UK Ltd,51290751,R4030,Materials,7667.38,27/11/2017,Communities,,,
205413,Compass Minerals UK Ltd,51290747,R4030,Materials,7571.60,27/11/2017,Communities,,,
205413,Compass Minerals UK Ltd,51289645,R4030,Materials,9678.62,27/11/2017,Communities,,,
205413,Compass Minerals UK Ltd,51289447,R4030,Materials,10785.80,27/11/2017,Communities,,,
205413,Compass Minerals UK Ltd,51288998,R4030,Materials,9743.00,27/11/2017,Communities,,,
205413,Compass Minerals UK Ltd,51287837,R4030,Materials,9838.78,27/11/2017,Communities,,,
205413,Compass Minerals UK Ltd,51287660,R4030,Materials,1816.66,27/11/2017,Communities,,,
205413,Compass Minerals UK Ltd,51285770,R4030,Materials,1081.87,27/11/2017,Communities,,,
201401,Compass Taxis Coventry,51312236,R3204,Home To School / College Transport,"3,420.00",13/11/2017,Communities,,,
100106,Compton Manor,51316020,R5806,Residential Care,"1,764.56",16/11/2017,People Group,,,
213406,Computacenter (UK) Ltd,51303158,R4503,Hardware,2465.88,17/11/2017,Communities,,,
226323,Conatus Health Ltd,51314511,R5802,Substitute Care,1015.00,17/11/2017,People Group,,,
226323,Conatus Health Ltd,51314494,R5802,Substitute Care,543.75,17/11/2017,People Group,,,
226323,Conatus Health Ltd,51314493,R5802,Substitute Care,1431.75,21/11/2017,People Group,,,
226323,Conatus Health Ltd,51322301,R5802,Substitute Care,616.25,29/11/2017,People Group,,,
228549,Concept Elevators (Midlands) Ltd,51294091,R2024,Electrical (LE),720.00,03/11/2017,Resources,,,
228549,Concept Elevators (Midlands) Ltd,51294116,R2024,Electrical (LE),1700.40,03/11/2017,Resources,,,
228549,Concept Elevators (Midlands) Ltd,51294090,R2023,Mechanical (LM),584.64,03/11/2017,Resources,,,
228549,Concept Elevators (Midlands) Ltd,51310916,C1030,"New Construction, Conversion & Renovation",7497.00,29/11/2017,Capital,,,
100093,Condover College Ltd,51316021,R5806,Residential Care,5103.96,16/11/2017,People Group,,,
100093,Condover College Ltd,51316021,R5806,Residential Care,17648.28,16/11/2017,People Group,,,
206377,Contact Group,51305587,R5702,Payments to External Contractors,"28,314.00",30/11/2017,Communities,,,
230841,Continental Holiday Homes,51293419,R4008,Equipment,"1,225.00",03/11/2017,Communities,,,
217554,Contract Data Research Ltd,51290587,R4506,IT Support & Maintenance,7500.00,02/11/2017,Resources,,,
201122,Core Assets Expert Services Ltd t/a Carter Brown The Expert Services,51290560,R4441,Professional Fees,1612.50,02/11/2017,Resources,,,
201122,Core Assets Expert Services Ltd t/a Carter Brown The Expert Services,51292525,R4441,Professional Fees,1029.95,08/11/2017,Resources,,,
201122,Core Assets Expert Services Ltd t/a Carter Brown The Expert Services,51297122,R4441,Professional Fees,586.54,10/11/2017,Resources,,,
201122,Core Assets Expert Services Ltd t/a Carter Brown The Expert Services,51293897,R4441,Professional Fees,1050.00,10/11/2017,Resources,,,
201122,Core Assets Expert Services Ltd t/a Carter Brown The Expert Services,51294497,R4441,Professional Fees,1850.00,10/11/2017,Resources,,,
201122,Core Assets Expert Services Ltd t/a Carter Brown The Expert Services,51303962,R4441,Professional Fees,1050.00,27/11/2017,Resources,,,
226166,Corelogic ltd,51294327,R4512,Software,3456.00,10/11/2017,People Group,,,
215982,Corley (Coventry) School,51301803,R6107,SEN Statements Funding,"5,377.93",01/11/2017,Communities,,,
215982,Corley (Coventry) School,51302745,R6107,SEN Statements Funding,"3,309.50",02/11/2017,Communities,,,
215982,Corley (Coventry) School,51302751,R6107,SEN Statements Funding,"3,309.50",03/11/2017,Communities,,,
215982,Corley (Coventry) School,51302762,R6107,SEN Statements Funding,"5,377.93",03/11/2017,Communities,,,
215982,Corley (Coventry) School,51302749,R6107,SEN Statements Funding,"5,377.93",17/11/2017,Communities,,,
230900,Cornerstone Archaeology Ltd,51298201,R4409,Consultancy,3360.00,10/11/2017,Communities,,,
230900,Cornerstone Archaeology Ltd,51302692,R4409,Consultancy,4920.00,17/11/2017,Communities,,,
230900,Cornerstone Archaeology Ltd,51304441,R4409,Consultancy,5100.00,28/11/2017,Communities,,,
225358,Cornerstones Education Ltd,51297971,R4056,For use by schools only - Learning Resources Curriculum,4700.00,06/11/2017,Schools,,,
201451,Coten End Playgroups,51308616,R6106,Early Years Funding (PVIs and LA),"12,081.88",13/11/2017,Communities,,,
201451,Coten End Playgroups,51315813,R6106,Early Years Funding (PVIs and LA),"3,062.91",27/11/2017,Communities,,,
208082,Cotswold Wildlife Park,51292537,R4915,For use by schools only - Educational Visits Expenditure,506.83,08/11/2017,Schools,,,
201456,Cotswolds Conservation Board,51306065,R5501,Grants / Donations to External Organisations,"6,622.00",02/11/2017,Communities,,,
201470,County Councils Network,51302794,R4702,Subscriptions To Organisations,"17,200.00",22/11/2017,Other Services,,,
201470,County Councils Network,51305740,R4601,"Conferences, Staff Accommodation & Subsistence",510.00,27/11/2017,Other Services,,,
201470,County Councils Network,51305730,R4608,Member's Expenses,"2,760.00",27/11/2017,Other Services,,,
221744,Coventry & Warwickshire Reinvestment Trust Ltd,51303246,R5702,Payments to External Contractors,33013.08,17/11/2017,Communities,,,
221744,Coventry & Warwickshire Reinvestment Trust Ltd,51303253,C1060,Grants & Contributions To Outside Organisations,100000.00,17/11/2017,Capital,,,
221744,Coventry & Warwickshire Reinvestment Trust Ltd,51303252,C1060,Grants & Contributions To Outside Organisations,36733.00,17/11/2017,Capital,,,
221744,Coventry & Warwickshire Reinvestment Trust Ltd,51303248,R5501,Grants / Donations to External Organisations,13673.30,17/11/2017,Communities,,,
201485,Coventry & Warwickshire Ymca,51303474,R5459,Leaving Care Accommodation,826.03,06/11/2017,People Group,,,
201485,Coventry & Warwickshire Ymca,51317592,R5459,Leaving Care Accommodation,853.56,30/11/2017,People Group,,,
201484,Coventry and Warwickshire Association for the Deaf,51291288,R4441,Professional Fees,720.00,03/11/2017,People Group,,,
201487,Coventry and Warwickshire Partnership NHS Trust,51292443,R1101,Agency Staff Pay,"13,016.25",09/11/2017,People Group,,,
201487,Coventry and Warwickshire Partnership NHS Trust,51292441,R5807,Social Care Block Contracts,"3,436.25",20/11/2017,People Group,,,
201487,Coventry and Warwickshire Partnership NHS Trust,51298219,R1101,Agency Staff Pay,"3,605.99",20/11/2017,People Group,,,
201487,Coventry and Warwickshire Partnership NHS Trust,51306052,R5702,Payments to External Contractors,924.00,27/11/2017,Communities,,,
201487,Coventry and Warwickshire Partnership NHS Trust,51307070,R5807,Social Care Block Contracts,"3,436.25",29/11/2017,People Group,,,
212292,Coventry City Council (Halford Lodge),51316050,R5806,Residential Care,"1,291.08",16/11/2017,People Group,,,
201498,Coventry Diocesan Board of Education,51262103,R2201,Rents & Lettings,600.00,13/11/2017,Communities,,,
201502,Coventry Mind,51290900,R5702,Payments to External Contractors,"100,500.00",03/11/2017,Communities,,,
201502,Coventry Mind,51292290,R4409,Consultancy,"20,375.00",08/11/2017,People Group,,,
201510,Coventry University,51303207,R1601,Training,"5,326.50",01/11/2017,Communities,,,
201510,Coventry University,51303004,R4607,Client Expenses,"-1,732.80",01/11/2017,Communities,,,
201510,Coventry University,51294498,R1601,Training,"2,530.35",01/11/2017,Resources,,,
201510,Coventry University,51302876,R4607,Client Expenses,"1,732.80",07/11/2017,Communities,,,
201510,Coventry University,51305083,R4607,Client Expenses,"9,250.00",07/11/2017,Communities,,,
201510,Coventry University,51308456,R1601,Training,"1,775.50",07/11/2017,Communities,,,
201510,Coventry University,51310511,R4607,Client Expenses,"2,253.35",30/11/2017,Communities,,,
100268,Cow Lees Nursing Home,51316024,R5806,Residential Care,"16,193.73",16/11/2017,People Group,,,
100268,Cow Lees Nursing Home,51316024,R5806,Residential Care,"5,046.00",16/11/2017,People Group,,,
100268,Cow Lees Nursing Home,51316024,R5806,Residential Care,"1,969.66",16/11/2017,People Group,,,
201515,Cox Auto Electrical,51304746,R3004,Repair & Maintenance Of Vehicles,689.80,17/11/2017,Communities,,,
100089,Craegmoor Ltd - Part Of Priory Group (Charnwood Lodge),51316016,R5806,Residential Care,5794.88,16/11/2017,People Group,,,
100269,Craighaven Ltd,51316025,R5806,Residential Care,2780.00,16/11/2017,People Group,,,
100269,Craighaven Ltd,51316025,R5806,Residential Care,14513.98,16/11/2017,People Group,,,
100269,Craighaven Ltd,51316025,R5806,Residential Care,4025.14,16/11/2017,People Group,,,
202925,Cramer Music Ltd,51319335,R4058,"Books, Newspapers & Publications",1436.39,23/11/2017,Resources,,,
232742,Creative Flair Childcare Ltd,51308680,R6106,Early Years Funding (PVIs and LA),2533.44,13/11/2017,Communities,,,
223291,Creative Support Ltd,51301473,R5843,Extra Care,2704.78,01/11/2017,People Group,,,
223291,Creative Support Ltd,51296555,R5843,Extra Care,1091.20,01/11/2017,People Group,,,
223291,Creative Support Ltd,51303439,R5850,Helping Services,3156.00,03/11/2017,People Group,,,
223291,Creative Support Ltd,51296519,R5843,Extra Care,3074.82,08/11/2017,People Group,,,
223291,Creative Support Ltd,51296534,R5843,Extra Care,9387.84,08/11/2017,People Group,,,
223291,Creative Support Ltd,51296550,R5843,Extra Care,1050.28,08/11/2017,People Group,,,
223291,Creative Support Ltd,51296532,R5843,Extra Care,1424.32,08/11/2017,People Group,,,
223291,Creative Support Ltd,51304957,R5850,Helping Services,3945.00,22/11/2017,People Group,,,
223291,Creative Support Ltd,51309508,R5843,Extra Care,1181.04,24/11/2017,People Group,,,
223291,Creative Support Ltd,51309487,R5843,Extra Care,3191.86,24/11/2017,People Group,,,
223291,Creative Support Ltd,51309485,R5843,Extra Care,1874.40,24/11/2017,People Group,,,
223291,Creative Support Ltd,51309478,R5843,Extra Care,9623.04,24/11/2017,People Group,,,
