SupplierID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group
100290,Friendship Care And Housing Association Ltd (****0454),50754858,R5806,Residential Care (Adults),1232.12,26/01/2015,People Group
100290,Ga Hc Reit Ii Ch U.K. Senior Housing Portfolio Ltd T/As Gretton Homes,50754689,R5806,Residential Care (Adults),6720.28,26/01/2015,People Group
100284,Ga Hc Reit Ii Ch U.K. Senior Housing Portfolio Ltd T/As Gretton Homes,50754689,R5806,Residential Care (Adults),7373.04,26/01/2015,People Group
100284,Galanos House,50754680,R5806,Residential Care (Adults),5667.48,26/01/2015,People Group
100284,Galanos House,50754680,R5806,Residential Care (Adults),2071.48,26/01/2015,People Group
100284,Galanos House,50754680,R5806,Residential Care (Adults),1871.48,26/01/2015,People Group
100284,Galanos House,50754680,R5806,Residential Care (Adults),1053.92,26/01/2015,People Group
100284,Galanos House,50754680,R5806,Residential Care (Adults),1977.12,26/01/2015,People Group
100284,Galanos House,50754680,R5806,Residential Care (Adults),1777.12,26/01/2015,People Group
100284,Galanos House,50754680,R5806,Residential Care (Adults),13939.23,26/01/2015,People Group
100284,Galanos House,50754680,R5806,Residential Care (Adults),1777.12,26/01/2015,People Group
100284,Galanos House,50754680,R5806,Residential Care (Adults),3996.00,26/01/2015,People Group
220839,Galanos House,50754680,R5806,Residential Care (Adults),2277.12,26/01/2015,People Group
211927,Garry Small t/a Clarendon Care Home,50754639,R5806,Residential Care (Adults),1802.68,26/01/2015,People Group
,Gartan Technologies,50731914,R4512,Software,37152.72,15/01/2015,Fire and Rescue
100116,Gateley ,CHAPS,R4443,Professional Fees Admin,808.50,16/01/2015,
100120,Genesis Homes (Essex) Ltd,50754891,R5806,Residential Care (Adults),1984.00,26/01/2015,People Group
100120,Genesis Homes -Essex- Limited,50754769,R5806,Residential Care (Adults),4185.16,26/01/2015,People Group
100120,Genesis Homes -Essex- Limited,50754769,R5806,Residential Care (Adults),1768.84,26/01/2015,People Group
100120,Genesis Homes -Essex- Limited,50754769,R5806,Residential Care (Adults),6127.77,26/01/2015,People Group
100120,Genesis Homes -Essex- Limited,50754769,R5806,Residential Care (Adults),1452.97,26/01/2015,People Group
100120,Genesis Homes -Essex- Limited,50754769,R5806,Residential Care (Adults),1768.84,26/01/2015,People Group
100120,Genesis Homes -Essex- Limited,50754769,R5806,Residential Care (Adults),3592.08,26/01/2015,People Group
100120,Genesis Homes -Essex- Limited,50754769,R5806,Residential Care (Adults),8654.68,26/01/2015,People Group
100069,Genesis Homes -Essex- Limited,50754769,R5806,Residential Care (Adults),11307.90,26/01/2015,People Group
100069,Gildawood Court,50754681,R5806,Residential Care (Adults),1853.88,26/01/2015,People Group
100069,Gildawood Court,50754681,R5806,Residential Care (Adults),699.43,26/01/2015,People Group
100069,Gildawood Court,50754681,R5806,Residential Care (Adults),3707.76,26/01/2015,People Group
100069,Gildawood Court,50754681,R5806,Residential Care (Adults),58720.80,26/01/2015,People Group
100069,Gildawood Court,50754681,R5806,Residential Care (Adults),3707.76,26/01/2015,People Group
100128,Gildawood Court,50754681,R5806,Residential Care (Adults),2168.23,26/01/2015,People Group
225996,Glasallt Fawr - Camphill Centre,50754682,R5806,Residential Care (Adults),7405.08,26/01/2015,People Group
,Golden Care (UK) Ltd (Rathgar Care Home),50754807,R5806,Residential Care (Adults),1748.60,29/01/2015,People Group
100286,GOMERSAL LODGE HOTEL,P-CARD,,,620.00,22/01/2015,
100286,Grangemoor Care Homes,50754863,R5806,Residential Care (Adults),2501.60,26/01/2015,People Group
100286,Grangemoor Care Homes,50754747,R5806,Residential Care (Adults),2574.80,26/01/2015,People Group
100005,Grangemoor Care Homes,50754686,R5806,Residential Care (Adults),2618.12,26/01/2015,People Group
100005,Greensleeves Homes Trust T/AArden House,50754588,R5806,Residential Care (Adults),3199.68,26/01/2015,People Group
100005,Greensleeves Homes Trust T/AArden House,50754588,R5806,Residential Care (Adults),1899.84,26/01/2015,People Group
100005,Greensleeves Homes Trust T/AArden House,50754588,R5806,Residential Care (Adults),1599.84,26/01/2015,People Group
100005,Greensleeves Homes Trust T/AArden House,50754588,R5806,Residential Care (Adults),3199.68,26/01/2015,People Group
100070,Greensleeves Homes Trust T/AArden House,50754588,R5806,Residential Care (Adults),2080.00,26/01/2015,People Group
100070,Greenways,50754688,R5806,Residential Care (Adults),1703.64,26/01/2015,People Group
100070,Greenways,50754688,R5806,Residential Care (Adults),3347.28,26/01/2015,People Group
100070,Greenways,50754688,R5806,Residential Care (Adults),1803.64,26/01/2015,People Group
226542,Greenways,50754688,R5806,Residential Care (Adults),15147.92,26/01/2015,People Group
226542,GV Training,50713963,R5604,Commissioned Works,621.55,09/01/2015,People Group
226542,GV Training,50713953,R5604,Commissioned Works,621.55,09/01/2015,People Group
218745,GV Training,50676387,R5604,Commissioned Works,617.05,09/01/2015,People Group
100292,Gwyddfor Residential Ltd - Care Home,50754691,R5806,Residential Care (Adults),2006.76,26/01/2015,People Group
100423,H F Trust Ltd,50754708,R5806,Residential Care (Adults),35918.50,26/01/2015,People Group
212292,H F Trust Ltd,50754708,R5806,Residential Care (Adults),7842.36,26/01/2015,People Group
100331,HALFORD LODGE,50754692,R5806,Residential Care (Adults),1188.00,26/01/2015,People Group
,Hallaton Manor Ltd (St Bernards),50754839,R5806,Residential Care (Adults),7948.96,26/01/2015,People Group
,HARLECH FOODSERVICE LT,P-CARD,,,834.13,09/01/2015,
100293,HARLECH FOODSERVICE LT,P-CARD,,,609.52,15/01/2015,
100293,Harmony House,50754694,R5806,Residential Care (Adults),6258.70,26/01/2015,People Group
100293,Harmony House,50754694,R5806,Residential Care (Adults),1943.92,26/01/2015,People Group
100293,Harmony House,50754694,R5806,Residential Care (Adults),1943.92,26/01/2015,People Group
100293,Harmony House,50754694,R5806,Residential Care (Adults),7455.68,26/01/2015,People Group
100293,Harmony House,50754694,R5806,Residential Care (Adults),1307.94,26/01/2015,People Group
100293,Harmony House,50754694,R5806,Residential Care (Adults),18384.65,26/01/2015,People Group
100293,Harmony House,50754694,R5806,Residential Care (Adults),1743.92,26/01/2015,People Group
100294,Harmony House,50754694,R5806,Residential Care (Adults),1823.92,26/01/2015,People Group
100294,Haven House Residential Ltd,50754697,R5806,Residential Care (Adults),1607.44,26/01/2015,People Group
100294,Haven House Residential Ltd,50754697,R5806,Residential Care (Adults),1607.44,26/01/2015,People Group
100294,Haven House Residential Ltd,50754697,R5806,Residential Care (Adults),5521.92,26/01/2015,People Group
100294,Haven House Residential Ltd,50754697,R5806,Residential Care (Adults),1607.44,26/01/2015,People Group
100294,Haven House Residential Ltd,50754697,R5806,Residential Care (Adults),9763.02,26/01/2015,People Group
100294,Haven House Residential Ltd,50754697,R5806,Residential Care (Adults),7142.98,26/01/2015,People Group
,Haven House Residential Ltd,50754697,R5806,Residential Care (Adults),1607.44,26/01/2015,People Group
223383,HAYMARKET PUBLISHING S,P-CARD,,,518.00,15/01/2015,
222207,HC One,50754836,R5806,Residential Care (Adults),1744.00,29/01/2015,People Group
222207,HC One Ltd (Hodge Hill Grange Care Home),50754705,R5806,Residential Care (Adults),2063.32,26/01/2015,People Group
100074,HC One Ltd (Hodge Hill Grange Care Home),50754705,R5806,Residential Care (Adults),1823.32,26/01/2015,People Group
100043,HC-One Ltd,50754704,R5806,Residential Care (Adults),1737.96,26/01/2015,People Group
100043,HC-One Ltd,50754883,R5806,Residential Care (Adults),1785.16,26/01/2015,People Group
100044,HC-One Ltd,50754883,R5806,Residential Care (Adults),1785.16,26/01/2015,People Group
100044,HC-One Ltd,50754794,R5806,Residential Care (Adults),-5218.68,26/01/2015,People Group
100044,HC-One Ltd,50754794,R5806,Residential Care (Adults),1760.52,26/01/2015,People Group
100044,HC-One Ltd,50754794,R5806,Residential Care (Adults),1760.52,26/01/2015,People Group
100044,HC-One Ltd,50754794,R5806,Residential Care (Adults),3521.04,26/01/2015,People Group
100026,HC-One Ltd,50754794,R5806,Residential Care (Adults),14608.66,26/01/2015,People Group
220838,HC-One Ltd,50754884,R5806,Residential Care (Adults),1954.56,26/01/2015,People Group
216777,HC-One Ltd (Victoria Gardens),50754776,R5806,Residential Care (Adults),1939.00,26/01/2015,People Group
100112,Healthcare Management Solutions Ltd T/A Akari Care Ltd (Seale Pastures House),50754821,R5806,Residential Care (Adults),1547.56,26/01/2015,People Group
100073,Heatherland Health Care Ltd (Woodlands Care Home),50754896,R5806,Residential Care (Adults),1743.28,26/01/2015,People Group
100212,Helen Ley Care Centre,50754699,R5806,Residential Care (Adults),4728.27,26/01/2015,People Group
100124,Henshaws Society For Blind People Ltd,50754700,R5806,Residential Care (Adults),4937.56,26/01/2015,People Group
,Hereward College,50754701,R5806,Residential Care (Adults),3035.96,26/01/2015,People Group
223794,HILTI (GB) LTD,P-CARD,,,5929.97,16/01/2015,
100295,Hinckley House (Avery Homes Hinckley Ltd),50754703,R5806,Residential Care (Adults),2080.00,29/01/2015,People Group
100295,Holmfield Nursing Home,50754706,R5806,Residential Care (Adults),3446.32,26/01/2015,People Group
100295,Holmfield Nursing Home,50754706,R5806,Residential Care (Adults),1863.16,26/01/2015,People Group
100295,Holmfield Nursing Home,50754706,R5806,Residential Care (Adults),12054.39,26/01/2015,People Group
100295,Holmfield Nursing Home,50754706,R5806,Residential Care (Adults),7070.29,26/01/2015,People Group
100003,Holmfield Nursing Home,50754706,R5806,Residential Care (Adults),1723.16,26/01/2015,People Group
100003,Homefield College Ltd,50738770,R5806,Residential Care (Adults),3247.20,23/01/2015,People Group
100003,Homefield College Ltd,50725496,R5806,Residential Care (Adults),3247.20,23/01/2015,People Group
100003,Homefield College Ltd,50720399,R5805,Homecare - External Domiciliary (Adults),4210.00,23/01/2015,People Group
100003,Homefield College Ltd,50707033,R5806,Residential Care (Adults),3247.20,23/01/2015,People Group
100003,Homefield College Ltd,50698924,R5702,Payments to External Contractors,-19278.00,23/01/2015,People Group
100164,Homefield College Ltd,50754709,R5806,Residential Care (Adults),3247.20,26/01/2015,People Group
210061,Hopwood Court Retirement Home,50754711,R5806,Residential Care (Adults),2420.00,26/01/2015,People Group
221188,Horizon Care Ltd,50739383,R5848,Residential Care (Children),-10685.62,14/01/2015,People Group
100389,Horsell Lodge Ltd - Residential Care Home (Caring Home Group),50754712,R5806,Residential Care (Adults),1526.52,26/01/2015,People Group
100075,Hunters Lodge Care Home,50754713,R5806,Residential Care (Adults),4702.80,26/01/2015,People Group
100090,Hylands House Residential Care Home,50754714,R5806,Residential Care (Adults),2780.00,26/01/2015,People Group
100076,Ideal Home - Bicton Heath House,50754716,R5806,Residential Care (Adults),1660.44,26/01/2015,People Group
100076,Individual Care Services,50754717,R5806,Residential Care (Adults),10736.20,26/01/2015,People Group
100142,Individual Care Services,50754717,R5806,Residential Care (Adults),45242.32,26/01/2015,People Group
100325,Ingleby House Ltd,50754719,R5806,Residential Care (Adults),23177.24,26/01/2015,People Group
100325,Interhaze Ltd  T/A Sebright House Care Home,50754822,R5806,Residential Care (Adults),5180.88,26/01/2015,People Group
100325,Interhaze Ltd  T/A Sebright House Care Home,50754822,R5806,Residential Care (Adults),3264.00,26/01/2015,People Group
100325,Interhaze Ltd  T/A Sebright House Care Home,50754822,R5806,Residential Care (Adults),2284.80,26/01/2015,People Group
218123,Interhaze Ltd  T/A Sebright House Care Home,50754822,R5806,Residential Care (Adults),3264.00,26/01/2015,People Group
218123,Interhaze t/a Holyhead Care Centre,50754707,R5806,Residential Care (Adults),1560.00,26/01/2015,People Group
218123,Interhaze t/a Holyhead Care Centre,50754707,R5806,Residential Care (Adults),1560.00,26/01/2015,People Group
100368,Interhaze t/a Holyhead Care Centre,50754707,R5806,Residential Care (Adults),1560.00,26/01/2015,People Group
224826,Isle Court Nursing Home,50754721,R5806,Residential Care (Adults),3468.00,26/01/2015,People Group
221979,J&K Partnership t/a Meadow House,50754748,R5806,Residential Care (Adults),1800.00,26/01/2015,People Group
100203,J.E Wells,50737338,R2001,Buildings Maintenance,7347.40,09/01/2015,Resources
,Jah Jireh Maryport,50754723,R5806,Residential Care (Adults),1724.00,26/01/2015,People Group
100300,JAMES COLES & SONS,P-CARD,,,1552.00,12/01/2015,
,James Hirons Home,50754724,R5806,Residential Care (Adults),3039.12,26/01/2015,People Group
,JOHN LEWIS,P-CARD,,,624.96,14/01/2015,
,Johnsons (Henley) Ltd,CHAPS,Coded by Don Page,,87712.50,29/01/2015,
,Just Inspire Ltd,50734285,R4409,Consultancy,1015.60,09/01/2015,People Group
100077,K IRVINE PLANT LLP,P-CARD,,,670.00,29/01/2015,
100077,Kenilworth Grange - Care UK,50754727,R5806,Residential Care (Adults),11890.80,26/01/2015,People Group
100077,Kenilworth Grange - Care UK,50754727,R5806,Residential Care (Adults),8367.67,26/01/2015,People Group
100077,Kenilworth Grange - Care UK,50754727,R5806,Residential Care (Adults),1752.20,26/01/2015,People Group
100077,Kenilworth Grange - Care UK,50754727,R5806,Residential Care (Adults),3504.40,26/01/2015,People Group
100078,Kenilworth Grange - Care UK,50754727,R5806,Residential Care (Adults),9900.44,26/01/2015,People Group
211640,Kenilworth Manor Nursing Home,50754728,R5806,Residential Care (Adults),2565.20,26/01/2015,People Group
211640,Keresley Wood Community Care Home,50754729,R5806,Residential Care (Adults),-558.64,26/01/2015,People Group
211640,Keresley Wood Community Care Home,50754729,R5806,Residential Care (Adults),902.84,26/01/2015,People Group
211640,Keresley Wood Community Care Home,50754729,R5806,Residential Care (Adults),1564.20,26/01/2015,People Group
100080,Keresley Wood Community Care Home,50754729,R5806,Residential Care (Adults),1525.16,26/01/2015,People Group
100080,Kineton Manor Nursing Home,50754731,R5806,Residential Care (Adults),10005.34,26/01/2015,People Group
100080,Kineton Manor Nursing Home,50754731,R5806,Residential Care (Adults),661.68,26/01/2015,People Group
100171,Kineton Manor Nursing Home,50754731,R5806,Residential Care (Adults),2956.44,26/01/2015,People Group
226591,Kisimul Group Ltd (An Caladh House),50754587,R5806,Residential Care (Adults),11100.00,26/01/2015,People Group
100452,KSA Training and Consultancy Ltd,50729387,R1690,Internal Expenditure - Training,3247.00,16/01/2015,Communities
100081,Leolyn Care Home,50754733,R5806,Residential Care (Adults),1812.16,26/01/2015,People Group
100081,Leonard Cheshire Disability,50754866,R5806,Residential Care (Adults),3850.12,26/01/2015,People Group
100081,Leonard Cheshire Disability,50754685,R5806,Residential Care (Adults),5840.84,26/01/2015,People Group
100081,Leonard Cheshire Disability,50754786,R5806,Residential Care (Adults),3180.64,26/01/2015,People Group
219995,Leonard Cheshire Disability,50754734,R5806,Residential Care (Adults),4564.28,26/01/2015,People Group
227181,Lickey Hills Nursing Home,50754735,R5806,Residential Care (Adults),1920.64,26/01/2015,People Group
227181,Linden Grange,50754737,R5806,Residential Care (Adults),1603.64,26/01/2015,People Group
227181,Linden Grange,50754737,R5806,Residential Care (Adults),2113.60,26/01/2015,People Group
100083,Linden Grange,50754737,R5806,Residential Care (Adults),2579.55,26/01/2015,People Group
100083,Linden Lodge Nursing Home,50754738,R5806,Residential Care (Adults),8887.67,26/01/2015,People Group
100083,Linden Lodge Nursing Home,50754738,R5806,Residential Care (Adults),26281.32,26/01/2015,People Group
100083,Linden Lodge Nursing Home,50754738,R5806,Residential Care (Adults),9737.96,26/01/2015,People Group
100083,Linden Lodge Nursing Home,50754738,R5806,Residential Care (Adults),10034.12,26/01/2015,People Group
100084,Linden Lodge Nursing Home,50754738,R5806,Residential Care (Adults),3728.08,26/01/2015,People Group
100084,Linden Lodge Residential Home,50754739,R5806,Residential Care (Adults),14631.41,26/01/2015,People Group
100084,Linden Lodge Residential Home,50754739,R5806,Residential Care (Adults),7696.50,26/01/2015,People Group
100215,Linden Lodge Residential Home,50754739,R5806,Residential Care (Adults),6734.80,26/01/2015,People Group
,Lloyd Scott Healthcare Ltd T/A Chilworth House,50754637,R5806,Residential Care (Adults),2039.12,26/01/2015,People Group
100183,LOVE2REWARD.CO.UK,P-CARD,,,506.00,29/01/2015,
100183,Lucy Glyn House,50754744,R5806,Residential Care (Adults),6465.96,26/01/2015,People Group
100183,Lucy Glyn House,50754744,R5806,Residential Care (Adults),17272.04,26/01/2015,People Group
100305,Lucy Glyn House,50754744,R5806,Residential Care (Adults),3328.20,26/01/2015,People Group
,Macintyre Care,50754745,R5806,Residential Care (Adults),6543.76,26/01/2015,People Group
100194,MACNEILLIE.CO.UK,P-CARD,,,808.76,22/01/2015,
221712,Majesticare Ltd T/A Oaktree Court Nursing Home,50754775,R5806,Residential Care (Adults),1749.16,26/01/2015,People Group
100086,Manor Care Homes Ltd,50754811,R5806,Residential Care (Adults),2200.00,26/01/2015,People Group
100086,Manor House Residential Home,50754867,R5806,Residential Care (Adults),1840.64,26/01/2015,People Group
100167,Manor House Residential Home,50754867,R5806,Residential Care (Adults),7362.56,26/01/2015,People Group
100307,Maria Mallaband Properties (3) Ltd T/A Bowerfield Court,50754615,R5806,Residential Care (Adults),3290.92,26/01/2015,People Group
100087,Mereside Home,50754749,R5806,Residential Care (Adults),2914.96,26/01/2015,People Group
100087,Merevale House Residential Home Ltd,50754750,R5806,Residential Care (Adults),2000.00,26/01/2015,People Group
218233,Merevale House Residential Home Ltd,50754750,R5806,Residential Care (Adults),11015.86,26/01/2015,People Group
218233,Methodist Homes,50754710,R5806,Residential Care (Adults),3408.44,26/01/2015,People Group
218233,Methodist Homes,50754710,R5806,Residential Care (Adults),7572.44,26/01/2015,People Group
218233,Methodist Homes,50754629,R5806,Residential Care (Adults),7553.42,26/01/2015,People Group
218233,Methodist Homes,50754710,R5806,Residential Care (Adults),2732.84,26/01/2015,People Group
218233,Methodist Homes,50754628,R5806,Residential Care (Adults),5318.12,26/01/2015,People Group
218233,Methodist Homes,50754628,R5806,Residential Care (Adults),2794.29,26/01/2015,People Group
218233,Methodist Homes,50754629,R5806,Residential Care (Adults),1763.52,26/01/2015,People Group
218233,Methodist Homes,50754628,R5806,Residential Care (Adults),-3289.43,26/01/2015,People Group
218233,Methodist Homes,50754629,R5806,Residential Care (Adults),4356.87,26/01/2015,People Group
100250,Methodist Homes,50754629,R5806,Residential Care (Adults),3627.04,26/01/2015,People Group
,MGB Care Services Ltd,50754589,R5806,Residential Care (Adults),7024.60,26/01/2015,People Group
217290,MI TAXI SERVICE,P-CARD,,,845.00,20/01/2015,
217290,Midway Care Ltd (RES),50754751,R5806,Residential Care (Adults),23734.92,26/01/2015,People Group
100199,Midway Care Ltd (RES),50754751,R5806,Residential Care (Adults),7180.00,26/01/2015,People Group
217812,Milbury Care Services,50754752,R5806,Residential Care (Adults),6034.20,26/01/2015,People Group
217812,Minster Lodge Care Home,50754757,R5806,Residential Care (Adults),3640.00,26/01/2015,People Group
222678,Minster Lodge Care Home,50754757,R5806,Residential Care (Adults),2600.00,26/01/2015,People Group
217804,Moat House Retirement Home,50754758,R5806,Residential Care (Adults),2380.00,26/01/2015,People Group
217804,Mockley Manor (Coate Water Ltd),50754759,R5806,Residential Care (Adults),1777.12,26/01/2015,People Group
217804,Mockley Manor (Coate Water Ltd),50754759,R5806,Residential Care (Adults),12427.90,26/01/2015,People Group
217804,Mockley Manor (Coate Water Ltd),50754759,R5806,Residential Care (Adults),5898.24,26/01/2015,People Group
217804,Mockley Manor (Coate Water Ltd),50754759,R5806,Residential Care (Adults),1777.12,26/01/2015,People Group
217804,Mockley Manor (Coate Water Ltd),50754759,R5806,Residential Care (Adults),9160.88,26/01/2015,People Group
,Mockley Manor (Coate Water Ltd),50754759,R5806,Residential Care (Adults),5203.96,26/01/2015,People Group
100454,MSFT    MICROSOFTSTORE,P-CARD,,,1694.93,21/01/2015,
221924,NAS Services Ltd (National Autistic Society),50754765,R5806,Residential Care (Adults),7160.40,26/01/2015,People Group
100439,Nethanvale Nursing Home,50754766,R5806,Residential Care (Adults),1757.96,26/01/2015,People Group
100049,Netherhall Nursing Home,50754767,R5806,Residential Care (Adults),1630.00,26/01/2015,People Group
225091,New Directions -Rugby- Ltd,50754768,R5806,Residential Care (Adults),48439.00,26/01/2015,People Group
220881,NHS Doncaster CCG,50754770,R5806,Residential Care (Adults),6392.52,26/01/2015,People Group
100462,NHS Warwickshire North CCG,50754771,R5806,Residential Care (Adults),2206.52,26/01/2015,People Group
100462,Noble Care,50754772,R5806,Residential Care (Adults),3870.00,26/01/2015,People Group
100127,Noble Care,50754772,R5806,Residential Care (Adults),7036.00,26/01/2015,People Group
100127,Noble Care Ltd,50754568,R5806,Residential Care (Adults),5726.48,26/01/2015,People Group
100127,Noble Care Ltd,50754568,R5806,Residential Care (Adults),5444.40,26/01/2015,People Group
204491,Noble Care Ltd,50754684,R5806,Residential Care (Adults),4284.00,26/01/2015,People Group
100059,Northamptonshire County Council (****8028),50754773,R5806,Residential Care (Adults),1838.72,26/01/2015,People Group
100059,Oldbury Grange Nursing Home,50754780,R5806,Residential Care (Adults),14122.95,26/01/2015,People Group
100059,Oldbury Grange Nursing Home,50754780,R5806,Residential Care (Adults),7068.52,26/01/2015,People Group
100059,Oldbury Grange Nursing Home,50754780,R5806,Residential Care (Adults),14450.65,26/01/2015,People Group
100059,Oldbury Grange Nursing Home,50754780,R5806,Residential Care (Adults),12238.80,26/01/2015,People Group
100059,Oldbury Grange Nursing Home,50754780,R5806,Residential Care (Adults),1748.40,26/01/2015,People Group
100059,Oldbury Grange Nursing Home,50754780,R5806,Residential Care (Adults),1910.44,26/01/2015,People Group
100059,Oldbury Grange Nursing Home,50754780,R5806,Residential Care (Adults),974.20,26/01/2015,People Group
100059,Oldbury Grange Nursing Home,50754780,R5806,Residential Care (Adults),1748.40,26/01/2015,People Group
100059,Oldbury Grange Nursing Home,50754780,R5806,Residential Care (Adults),-1623.52,26/01/2015,People Group
221283,Oldbury Grange Nursing Home,50754780,R5806,Residential Care (Adults),4883.84,26/01/2015,People Group
227065,Olympus Care Services Ltd (Evelyn Wright House),50754663,R5806,Residential Care (Adults),2400.00,26/01/2015,People Group
227200,ORC International,50702053,R4409,Consultancy,950.00,14/01/2015,Resources
100316,"Osborne House, Osborne Care Homes Ltd",50754784,R5806,Residential Care (Adults),2600.00,26/01/2015,People Group
100316,Paks Trust,50754788,R5806,Residential Care (Adults),9774.84,26/01/2015,People Group
100316,Paks Trust,50754787,R5806,Residential Care (Adults),2864.20,26/01/2015,People Group
100316,Paks Trust,50754778,R5806,Residential Care (Adults),2732.08,26/01/2015,People Group
100316,Paks Trust,50754778,R5806,Residential Care (Adults),14677.20,26/01/2015,People Group
100316,Paks Trust,50754778,R5806,Residential Care (Adults),3525.64,26/01/2015,People Group
100316,Paks Trust,50754790,R5806,Residential Care (Adults),2488.96,26/01/2015,People Group
223763,Paks Trust,50754789,R5806,Residential Care (Adults),11826.20,26/01/2015,People Group
100317,Parents and Children Together,50734866,R5203,Inter Authority Payments,9900.00,09/01/2015,People Group
100317,Park Farm Lodge Nursing Home,50754791,R5806,Residential Care (Adults),1728.80,26/01/2015,People Group
,Park Farm Lodge Nursing Home,50754791,R5806,Residential Care (Adults),3094.48,26/01/2015,People Group
,PD FOUNDATION,P-CARD,,,525.00,28/01/2015,
100055,PEOPLE EXPRS TAX RU LT,P-CARD,,,981.20,13/01/2015,
100055,People In Action,50754793,R5806,Residential Care (Adults),61480.32,26/01/2015,People Group
100055,People In Action,50754674,R5806,Residential Care (Adults),14653.84,26/01/2015,People Group
100055,People In Action,50754793,R5806,Residential Care (Adults),16617.20,26/01/2015,People Group
100055,People In Action,50754601,R5806,Residential Care (Adults),23215.88,26/01/2015,People Group
227635,People In Action,50754793,R5806,Residential Care (Adults),3000.00,26/01/2015,People Group
100403,Perry Manor Care Home,50754940,R5806,Residential Care (Adults),2269.44,29/01/2015,People Group
100403,Pharos Care Ltd,50754864,R5806,Residential Care (Adults),16434.00,26/01/2015,People Group
100403,Pharos Care Ltd,50754851,R5806,Residential Care (Adults),4030.04,26/01/2015,People Group
216939,Pharos Care Ltd,50754851,R5806,Residential Care (Adults),3060.00,26/01/2015,People Group
204836,Phoenix Fostering,50737470,R5822,Foster Care Payments - External,5900.00,09/01/2015,People Group
204837,Phoenix Psychological Services Ltd (****5346),50729434,R4405,Child Protection - Psychological Assessment,-1622.50,30/01/2015,People Group
100029,Phoenix Software Ltd,50738615,R4512,Software,2286.00,09/01/2015,Resources
100029,Pinnacle Care Ltd,50754810,R5806,Residential Care (Adults),1840.64,26/01/2015,People Group
100029,Pinnacle Care Ltd,50754810,R5806,Residential Care (Adults),1840.64,26/01/2015,People Group
100029,Pinnacle Care Ltd,50754810,R5806,Residential Care (Adults),1840.64,26/01/2015,People Group
,Pinnacle Care Ltd,50754810,R5806,Residential Care (Adults),7362.56,26/01/2015,People Group
100459,PLANTOIL LTD,P-CARD,,,565.80,06/02/2015,
100054,Platinum Care Services,50754795,R5806,Residential Care (Adults),4017.84,26/01/2015,People Group
100054,Polesworth Group Homes Ltd,50754796,R5806,Residential Care (Adults),108074.66,26/01/2015,People Group
100154,Polesworth Group Homes Ltd,50754796,R5806,Residential Care (Adults),7080.16,26/01/2015,People Group
100320,Portland College,50754797,R5806,Residential Care (Adults),3388.00,26/01/2015,People Group
100320,Prime Life Ltd,50754720,R5806,Residential Care (Adults),2200.84,26/01/2015,People Group
100320,Prime Life Ltd,50754802,R5806,Residential Care (Adults),4124.45,26/01/2015,People Group
100207,Prime Life Ltd,50754803,R5806,Residential Care (Adults),1858.40,26/01/2015,People Group
100207,Prime Life Ltd,50754801,R5806,Residential Care (Adults),7658.52,26/01/2015,People Group
100207,Prime Life Ltd,50754801,R5806,Residential Care (Adults),29028.43,26/01/2015,People Group
100207,Prime Life Ltd,50754801,R5806,Residential Care (Adults),1845.44,26/01/2015,People Group
100320,Prime Life Ltd,50754801,R5806,Residential Care (Adults),12110.55,26/01/2015,People Group
100320,Prime Life Ltd,50754800,R5806,Residential Care (Adults),1910.52,26/01/2015,People Group
100320,Prime Life Ltd,50754799,R5806,Residential Care (Adults),2222.00,26/01/2015,People Group
100320,Prime Life Ltd,50754798,R5806,Residential Care (Adults),1092.00,26/01/2015,People Group
100320,Prime Life Ltd,50754798,R5806,Residential Care (Adults),1669.96,26/01/2015,People Group
100320,Prime Life Ltd,50754603,R5806,Residential Care (Adults),5845.36,26/01/2015,People Group
100207,Prime Life Ltd,50754606,R5806,Residential Care (Adults),4756.00,26/01/2015,People Group
100320,Prime Life Ltd,50754801,R5806,Residential Care (Adults),1543.80,26/01/2015,People Group
226211,Prime Life Ltd,50754571,R5806,Residential Care (Adults),1858.40,26/01/2015,People Group
226250,Prince of Wales Nursing Home,50754804,R5806,Residential Care (Adults),2300.84,26/01/2015,People Group
226250,Priors House - Care UK,50754805,R5806,Residential Care (Adults),3866.40,26/01/2015,People Group
226250,Priors House - Care UK,50754805,R5806,Residential Care (Adults),1908.00,26/01/2015,People Group
226250,Priors House - Care UK,50754805,R5806,Residential Care (Adults),1900.44,26/01/2015,People Group
226250,Priors House - Care UK,50754805,R5806,Residential Care (Adults),8567.10,26/01/2015,People Group
100318,Priors House - Care UK,50754805,R5806,Residential Care (Adults),1908.00,26/01/2015,People Group
217816,Priory Healthcare Ltd - Craegmoor Part Of Priory Group (Alphonsus House),50754581,R5806,Residential Care (Adults),6056.60,26/01/2015,People Group
217816,Priory Healthcare Ltd (Coundon Manor),50754643,R5806,Residential Care (Adults),1515.60,26/01/2015,People Group
217816,Priory Healthcare Ltd (Coundon Manor),50754643,R5806,Residential Care (Adults),1627.96,26/01/2015,People Group
100053,Priory Healthcare Ltd (Coundon Manor),50754643,R5806,Residential Care (Adults),1519.96,26/01/2015,People Group
100053,Quinton House Nursing Home,50754806,R5806,Residential Care (Adults),15511.36,26/01/2015,People Group
100053,Quinton House Nursing Home,50754806,R5806,Residential Care (Adults),9497.14,26/01/2015,People Group
