,Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,
INSERTED DETAIL,201078,Canon (UK) Ltd (****0502),50817389,R4036,Photocopier Rental & Maintenance,887.78,12/05/2015,Resources,,,,
INSERTED DETAIL,201078,Canon (UK) Ltd (****0502),50830052,R4064,Print Machinery,1017.41,29/05/2015,Resources,,,,
INSERTED DETAIL,204564,Canon (UK) Ltd (****4266),50819555,R4317,Print Operational Costs,792.00,11/05/2015,Resources,,,,
INSERTED DETAIL,204564,Canon (UK) Ltd (****4266),50825910,R4317,Print Operational Costs,784.00,19/05/2015,Resources,,,,
INSERTED DETAIL,210040,Capita Business Services Ltd (****4978),50828983,R4601,Conferences,1396.50,26/05/2015,Resources,,,,
INSERTED DETAIL,201079,Capita Resourcing Ltd (****7586),50806161,R4409,Consultancy,12040.00,07/05/2015,People Group,,,,
INSERTED DETAIL,201079,Capita Resourcing Ltd (****7586),50806162,R4409,Consultancy,9000.00,07/05/2015,People Group,,,,
INSERTED DETAIL,201079,Capita Resourcing Ltd (****7586),50814293,R4512,Software,-6576.22,07/05/2015,Resources,,,,
INSERTED DETAIL,201079,Capita Resourcing Ltd (****7586),50826329,R4409,Consultancy,6880.00,21/05/2015,People Group,,,,
INSERTED DETAIL,201079,Capita Resourcing Ltd (****7586),50826330,R4409,Consultancy,6500.00,22/05/2015,People Group,,,,
INSERTED DETAIL,219606,Capstone Foster Care (South West) Ltd,50819896,R5822,Foster Care Payments - External,2305.94,12/05/2015,People Group,,,,
INSERTED DETAIL,219606,Capstone Foster Care (South West) Ltd,50820046,R5822,Foster Care Payments - External,3688.80,14/05/2015,People Group,,,,
INSERTED DETAIL,219606,Capstone Foster Care (South West) Ltd,50822290,R5822,Foster Care Payments - External,4941.30,19/05/2015,People Group,,,,
INSERTED DETAIL,219606,Capstone Foster Care (South West) Ltd,50822507,R5822,Foster Care Payments - External,3811.76,29/05/2015,People Group,,,,
INSERTED DETAIL,224254,Care UK Community Partnerships Ltd (Ambleside Care Home),50825059,R5806,Residential Care (Adults),5486.96,18/05/2015,People Group,,,,
INSERTED DETAIL,224254,Care UK Community Partnerships Ltd (Ambleside Care Home),50825059,R5806,Residential Care (Adults),1867.96,18/05/2015,People Group,,,,
INSERTED DETAIL,224254,Care UK Community Partnerships Ltd (Ambleside Care Home),50825059,R5806,Residential Care (Adults),10004.08,18/05/2015,People Group,,,,
INSERTED DETAIL,224254,Care UK Community Partnerships Ltd (Ambleside Care Home),50825059,R5806,Residential Care (Adults),2032.24,18/05/2015,People Group,,,,
INSERTED DETAIL,224254,Care UK Community Partnerships Ltd (Ambleside Care Home),50825059,R5806,Residential Care (Adults),2082.44,18/05/2015,People Group,,,,
INSERTED DETAIL,224254,Care UK Community Partnerships Ltd (Ambleside Care Home),50825059,R5806,Residential Care (Adults),1713.60,18/05/2015,People Group,,,,
INSERTED DETAIL,205656,Carers Support Service/Warwickshire Young Carers Project,50823019,R5501,Grants to Organisations & Voluntary Bodies,41056.25,19/05/2015,People Group,,,,
,,CARPETTILES,P-Card,,,678.00,18/05/2015,,,,,
INSERTED DETAIL,201122,Carter Brown Associates,50813956,R5849,Counselling Services (Children),2200.00,01/05/2015,People Group,,,,
INSERTED DETAIL,201122,Carter Brown Associates,50816333,R4443,Professional Fees Admin,2100.00,06/05/2015,Resources,,,,
INSERTED DETAIL,201122,Carter Brown Associates,50825576,R4443,Professional Fees Admin,3200.00,18/05/2015,Resources,,,,
INSERTED DETAIL,201122,Carter Brown Associates,50825557,R4443,Professional Fees Admin,2100.00,18/05/2015,Resources,,,,
INSERTED DETAIL,201122,Carter Brown Associates,50825983,R5849,Counselling Services (Children),3300.00,20/05/2015,People Group,,,,
INSERTED DETAIL,201122,Carter Brown Associates,50825982,R5849,Counselling Services (Children),2200.00,20/05/2015,People Group,,,,
INSERTED DETAIL,201122,Carter Brown Associates,50825980,R5849,Counselling Services (Children),3100.00,20/05/2015,People Group,,,,
INSERTED DETAIL,201122,Carter Brown Associates,50825979,R5849,Counselling Services (Children),2200.00,20/05/2015,People Group,,,,
INSERTED DETAIL,201091,Casa Care Ltd t/a Carewatch (South Warwickshire),50814489,R5805,Homecare - External Domiciliary (Adults),-9051.92,01/05/2015,People Group,,,,
INSERTED DETAIL,201091,Casa Care Ltd t/a Carewatch (South Warwickshire),50818350,R5805,Homecare - External Domiciliary (Adults),3964.80,08/05/2015,People Group,,,,
INSERTED DETAIL,201091,Casa Care Ltd t/a Carewatch (South Warwickshire),50816474,R5805,Homecare - External Domiciliary (Adults),1076.16,08/05/2015,People Group,,,,
INSERTED DETAIL,201091,Casa Care Ltd t/a Carewatch (South Warwickshire),50813141,R5805,Homecare - External Domiciliary (Adults),1999.76,13/05/2015,People Group,,,,
INSERTED DETAIL,201091,Casa Care Ltd t/a Carewatch (South Warwickshire),50822590,R5805,Homecare - External Domiciliary (Adults),1118.05,13/05/2015,People Group,,,,
INSERTED DETAIL,201135,Casscade Ltd,50817198,R4317,Print Operational Costs,820.00,06/05/2015,Communities,,,,
INSERTED DETAIL,100261,Castel Froma,50825099,R5806,Residential Care (Adults),4631.52,18/05/2015,People Group,,,,
INSERTED DETAIL,100261,Castel Froma,50825099,R5806,Residential Care (Adults),936.24,18/05/2015,People Group,,,,
INSERTED DETAIL,100261,Castel Froma,50825099,R5806,Residential Care (Adults),3765.32,18/05/2015,People Group,,,,
INSERTED DETAIL,100261,Castel Froma,50825099,R5806,Residential Care (Adults),4132.40,18/05/2015,People Group,,,,
INSERTED DETAIL,100261,Castel Froma,50825099,R5806,Residential Care (Adults),2030.00,18/05/2015,People Group,,,,
INSERTED DETAIL,100261,Castel Froma,50825099,R5806,Residential Care (Adults),4631.52,18/05/2015,People Group,,,,
INSERTED DETAIL,201137,Castle Cars of Warwick,50824783,R3204,Home To School / College Transport,2220.00,20/05/2015,People Group,,,,
INSERTED DETAIL,201137,Castle Cars of Warwick,50824839,R3204,Home To School / College Transport,3980.00,20/05/2015,People Group,,,,
INSERTED DETAIL,201137,Castle Cars of Warwick,50824782,R3204,Home To School / College Transport,2380.00,20/05/2015,People Group,,,,
INSERTED DETAIL,222601,Cawston Grange Primary School - Academy,50826642,R6107,SEN Statements Funding - Non-Maintained Schools,6906.00,20/05/2015,People Group,,,,
INSERTED DETAIL,201160,Cdec Ltd,50810493,R4503,Hardware,3640.00,01/05/2015,Resources,,,,
INSERTED DETAIL,201160,Cdec Ltd,50810463,R4503,Hardware,9704.00,07/05/2015,Resources,,,,
INSERTED DETAIL,201160,Cdec Ltd,50810423,R4503,Hardware,1536.00,08/05/2015,Resources,,,,
INSERTED DETAIL,201160,Cdec Ltd,50810464,R4503,Hardware,2071.00,15/05/2015,Resources,,,,
INSERTED DETAIL,201160,Cdec Ltd,50819693,R4503,Hardware,12268.00,29/05/2015,Resources,,,,
INSERTED DETAIL,100438,Cedar Court Nursing Home,50825101,R5806,Residential Care (Adults),1186.32,18/05/2015,People Group,,,,
INSERTED DETAIL,209426,Cen Group Ltd,50829828,R5204,Concessionary Fares,787.86,28/05/2015,Communities,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,50820858,R5809,Adult Social Care Contracts,600.00,12/05/2015,People Group,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,50820857,R5809,Adult Social Care Contracts,600.00,12/05/2015,People Group,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,50820863,R5809,Adult Social Care Contracts,600.00,12/05/2015,People Group,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,50820859,R5809,Adult Social Care Contracts,600.00,12/05/2015,People Group,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,50820860,R5809,Adult Social Care Contracts,600.00,12/05/2015,People Group,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,50820861,R5809,Adult Social Care Contracts,600.00,12/05/2015,People Group,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,50820862,R5809,Adult Social Care Contracts,600.00,12/05/2015,People Group,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,50822003,R5809,Adult Social Care Contracts,600.00,15/05/2015,People Group,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,50825137,R5806,Residential Care (Adults),19534.86,18/05/2015,People Group,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,50825137,R5806,Residential Care (Adults),3896.24,18/05/2015,People Group,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,50825137,R5806,Residential Care (Adults),8704.42,18/05/2015,People Group,,,,
INSERTED DETAIL,201174,Central Site Accommodation Ltd,50819515,C1030,"New Construction, Conversion & Renovation",3300.00,08/05/2015,Capital,,,,
INSERTED DETAIL,210382,Central Surgery,50830850,R5702,Payments to External Contractors,518.10,29/05/2015,Communities,,,,
INSERTED DETAIL,222957,Centrebus Holdings Ltd t/a Hinckley Bus (****0268),50829827,R5204,Concessionary Fares,6283.39,28/05/2015,Communities,,,,
INSERTED DETAIL,100262,Cerrig Camu Ltd,50825104,R5806,Residential Care (Adults),5666.00,18/05/2015,People Group,,,,
INSERTED DETAIL,201191,Chambray,50820225,R3204,Home To School / College Transport,889.00,11/05/2015,People Group,,,,
INSERTED DETAIL,201191,Chambray,50820220,R3204,Home To School / College Transport,917.00,11/05/2015,People Group,,,,
INSERTED DETAIL,201191,Chambray,50820219,R3204,Home To School / College Transport,894.00,11/05/2015,People Group,,,,
INSERTED DETAIL,201191,Chambray,50820224,R3204,Home To School / College Transport,940.00,11/05/2015,People Group,,,,
INSERTED DETAIL,201191,Chambray,50824820,R5604,Commissioned Works,945.00,15/05/2015,People Group,,,,
INSERTED DETAIL,201191,Chambray,50824819,R3204,Home To School / College Transport,585.00,15/05/2015,People Group,,,,
INSERTED DETAIL,201191,Chambray,50828973,R3204,Home To School / College Transport,783.00,26/05/2015,People Group,,,,
INSERTED DETAIL,201191,Chambray,50828972,R3204,Home To School / College Transport,1078.00,26/05/2015,People Group,,,,
INSERTED DETAIL,207746,Chapter 1 Charity Ltd t/a Chapter 1(****4586),50824868,R5207,Re-useable Credits,1445.23,29/05/2015,Communities,,,,
,,CHARTERED INS OF,P-Card,,,575.00,11/05/2015,,,,,
INSERTED DETAIL,201207,Chartered Institute of Environmental Health,50817836,R1690,Internal Expenditure - Training,843.20,06/05/2015,Resources,,,,
INSERTED DETAIL,201208,Chartered Institute of Internal Auditors,50828844,R1601,Training - External,975.00,29/05/2015,Resources,,,,
INSERTED DETAIL,100263,Chasewood Lodge,50825107,R5806,Residential Care (Adults),1867.96,18/05/2015,People Group,,,,
INSERTED DETAIL,100263,Chasewood Lodge,50825107,R5806,Residential Care (Adults),1867.96,18/05/2015,People Group,,,,
INSERTED DETAIL,100263,Chasewood Lodge,50825107,R5806,Residential Care (Adults),3735.92,18/05/2015,People Group,,,,
INSERTED DETAIL,100263,Chasewood Lodge,50825107,R5806,Residential Care (Adults),27581.65,18/05/2015,People Group,,,,
INSERTED DETAIL,100263,Chasewood Lodge,50825107,R5806,Residential Care (Adults),3735.92,18/05/2015,People Group,,,,
INSERTED DETAIL,100263,Chasewood Lodge,50825107,R5806,Residential Care (Adults),1867.96,18/05/2015,People Group,,,,
INSERTED DETAIL,100263,Chasewood Lodge,50825107,R5806,Residential Care (Adults),1867.96,18/05/2015,People Group,,,,
INSERTED DETAIL,100264,Chasewood Residential Care Home,50825106,R5806,Residential Care (Adults),17588.06,18/05/2015,People Group,,,,
INSERTED DETAIL,100264,Chasewood Residential Care Home,50825106,R5806,Residential Care (Adults),3735.92,18/05/2015,People Group,,,,
INSERTED DETAIL,100264,Chasewood Residential Care Home,50825106,R5806,Residential Care (Adults),1867.96,18/05/2015,People Group,,,,
INSERTED DETAIL,100016,Cherry Trees Residential Home,50825108,R5806,Residential Care (Adults),1867.96,18/05/2015,People Group,,,,
INSERTED DETAIL,100016,Cherry Trees Residential Home,50825108,R5806,Residential Care (Adults),10028.16,18/05/2015,People Group,,,,
INSERTED DETAIL,201233,Chicken Joes Ltd,50823083,R4104,Food Costs / Provisions,609.15,20/05/2015,Resources,,,,
INSERTED DETAIL,228108,Childhood First,50812769,R5848,Residential Care (Children),13663.03,13/05/2015,People Group,,,,
INSERTED DETAIL,228108,Childhood First,50812769,R6107,SEN Statements Funding - Non-Maintained Schools,5858.40,13/05/2015,People Group,,,,
INSERTED DETAIL,228108,Childhood First,50823033,R5848,Residential Care (Children),20172.14,29/05/2015,People Group,,,,
INSERTED DETAIL,201243,Chiltern Railways,50817323,R3302,Staff Travel - Rail,1516.20,08/05/2015,Communities,,,,
INSERTED DETAIL,201243,Chiltern Railways,50815985,R3302,Staff Travel - Rail,3857.05,13/05/2015,Resources,,,,
INSERTED DETAIL,202139,CHK Ltd T/A FWT,50821101,R4311,Publicity,3128.00,13/05/2015,Communities,,,,
INSERTED DETAIL,227286,Christadelphian Care Homes,50825129,R5806,Residential Care (Adults),1968.00,18/05/2015,People Group,,,,
INSERTED DETAIL,227286,Christadelphian Care Homes,50825129,R5806,Residential Care (Adults),1612.48,18/05/2015,People Group,,,,
INSERTED DETAIL,201256,Christies Care Ltd,50815277,R5805,Homecare - External Domiciliary (Adults),678.44,01/05/2015,People Group,,,,
INSERTED DETAIL,201256,Christies Care Ltd,50815274,R5805,Homecare - External Domiciliary (Adults),1028.36,01/05/2015,People Group,,,,
INSERTED DETAIL,201256,Christies Care Ltd,50815276,R5805,Homecare - External Domiciliary (Adults),1094.88,01/05/2015,People Group,,,,
INSERTED DETAIL,201256,Christies Care Ltd,50815269,R5805,Homecare - External Domiciliary (Adults),3536.00,05/05/2015,People Group,,,,
INSERTED DETAIL,201256,Christies Care Ltd,50815275,R5805,Homecare - External Domiciliary (Adults),3536.00,05/05/2015,People Group,,,,
INSERTED DETAIL,201256,Christies Care Ltd,50827870,R5805,Homecare - External Domiciliary (Adults),678.44,29/05/2015,People Group,,,,
INSERTED DETAIL,201256,Christies Care Ltd,50827869,R5805,Homecare - External Domiciliary (Adults),1094.88,29/05/2015,People Group,,,,
INSERTED DETAIL,201256,Christies Care Ltd,50827868,R5805,Homecare - External Domiciliary (Adults),1028.36,29/05/2015,People Group,,,,
INSERTED DETAIL,201278,Chrystal Consulting,50826718,R99C4,Operating Leases,4195.00,22/05/2015,Other Services,,,,
INSERTED DETAIL,100265,Church Terrace Nursing Home,50825111,R5806,Residential Care (Adults),1988.00,18/05/2015,People Group,,,,
INSERTED DETAIL,201294,CIPFA  (****6252),50826347,R1601,Training - External,1761.00,20/05/2015,Resources,,,,
INSERTED DETAIL,208360,CIPFA Business Limited (****5849),50818746,R4702,Subscriptions To Organisations,1205.00,07/05/2015,Resources,,,,
INSERTED DETAIL,208360,CIPFA Business Limited (****5849),50809741,R4702,Subscriptions To Organisations,680.00,08/05/2015,Resources,,,,
INSERTED DETAIL,201296,Circles Network,50823920,R5702,Payments to External Contractors,13468.00,20/05/2015,People Group,,,,
INSERTED DETAIL,999982,Clarke Barnes Solicitors LLP,50828744,R4928,Casualty Insurance Claims,-10595.00,22/05/2015,Other Services,,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,50811889,R4102,Catering Charges,2750.00,06/05/2015,Schools,,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,50811890,R4102,Catering Charges,2194.20,06/05/2015,Schools,,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,50825680,R4104,Food Costs / Provisions,701.50,18/05/2015,Schools,,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,50825716,R4108,Universal Infant Free School Meals Charges,848.00,21/05/2015,Schools,,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,50828783,R4102,Catering Charges,1453.80,26/05/2015,Schools,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50822591,R5805,Homecare - External Domiciliary (Adults),643.86,13/05/2015,People Group,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50822599,R5805,Homecare - External Domiciliary (Adults),749.70,14/05/2015,People Group,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50819268,R5805,Homecare - External Domiciliary (Adults),529.20,14/05/2015,People Group,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50818027,R5805,Homecare - External Domiciliary (Adults),705.60,14/05/2015,People Group,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50823055,R5805,Homecare - External Domiciliary (Adults),1058.40,14/05/2015,People Group,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50822597,R5805,Homecare - External Domiciliary (Adults),600.00,14/05/2015,People Group,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50822596,R5805,Homecare - External Domiciliary (Adults),529.20,14/05/2015,People Group,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50822594,R5805,Homecare - External Domiciliary (Adults),599.76,14/05/2015,People Group,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50828791,R5805,Homecare - External Domiciliary (Adults),926.10,26/05/2015,People Group,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50828790,R5805,Homecare - External Domiciliary (Adults),2363.76,28/05/2015,People Group,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,50830667,R5805,Homecare - External Domiciliary (Adults),1093.68,29/05/2015,People Group,,,,
INSERTED DETAIL,201344,Clews Recycling Ltd,50830269,R5702,Payments to External Contractors,529.20,29/05/2015,Communities,,,,
INSERTED DETAIL,211025,Clifford House Fostering Ltd,50817338,R5822,Foster Care Payments - External,3578.70,08/05/2015,People Group,,,,
INSERTED DETAIL,211025,Clifford House Fostering Ltd,50817346,R5822,Foster Care Payments - External,-1503.05,08/05/2015,People Group,,,,
INSERTED DETAIL,211025,Clifford House Fostering Ltd,50820047,R5822,Foster Care Payments - External,3450.00,15/05/2015,People Group,,,,
INSERTED DETAIL,219972,Clifton Road Surgery,50830883,R5702,Payments to External Contractors,2710.33,29/05/2015,Communities,,,,
INSERTED DETAIL,213535,CLM Enterprises Ltd  t/a The Welcome Centre,50814989,R4601,Conferences,905.00,05/05/2015,People Group,,,,
INSERTED DETAIL,100381,Cofresh Homes Llp T/A Tudor Care Home,50825353,R5806,Residential Care (Adults),7974.68,18/05/2015,People Group,,,,
INSERTED DETAIL,100381,Cofresh Homes Llp T/A Tudor Care Home,50825353,R5806,Residential Care (Adults),1904.00,18/05/2015,People Group,,,,
INSERTED DETAIL,227584,Colin Harris (Chemists) Ltd T/A Bidford Pharmacy,50826173,R5702,Payments to External Contractors,751.92,19/05/2015,Communities,,,,
INSERTED DETAIL,227791,Collegenet,50763877,R1601,Training - External,1217.10,20/05/2015,People Group,,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50825115,R5806,Residential Care (Adults),1627.96,18/05/2015,People Group,,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50825115,R5806,Residential Care (Adults),3255.92,18/05/2015,People Group,,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50825115,R5806,Residential Care (Adults),3093.16,18/05/2015,People Group,,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50825115,R5806,Residential Care (Adults),23733.88,18/05/2015,People Group,,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50825115,R5806,Residential Care (Adults),1596.04,18/05/2015,People Group,,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50825115,R5806,Residential Care (Adults),4922.64,18/05/2015,People Group,,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,50825115,R5806,Residential Care (Adults),1627.96,18/05/2015,People Group,,,,
INSERTED DETAIL,223682,Communities Academies Trust - Wood End Primary School - Academy,50822927,R4905,Contingency,3560.00,21/05/2015,Schools,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50812754,R6107,SEN Statements Funding - Non-Maintained Schools,5901.40,11/05/2015,People Group,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50812754,R5848,Residential Care (Children),11802.80,11/05/2015,People Group,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50825535,R5822,Foster Care Payments - External,2849.15,19/05/2015,People Group,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50821731,R5822,Foster Care Payments - External,2841.42,19/05/2015,People Group,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50825534,R5822,Foster Care Payments - External,3096.90,19/05/2015,People Group,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50825532,R5822,Foster Care Payments - External,2936.13,19/05/2015,People Group,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50825530,R5822,Foster Care Payments - External,3310.80,19/05/2015,People Group,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50821841,R5822,Foster Care Payments - External,3310.80,19/05/2015,People Group,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50821732,R5822,Foster Care Payments - External,2757.24,19/05/2015,People Group,,,,
INSERTED DETAIL,200990,Complete Green Solutions Ltd t/a CD Electrical Design & Installation Ltd,50805185,R2001,Buildings Maintenance,955.00,07/05/2015,Communities,,,,
INSERTED DETAIL,228081,Complete Tree Care Ltd,50826999,R1101,Agency Staff Pay,1212.36,29/05/2015,Communities,,,,
INSERTED DETAIL,100093,Condover College Ltd,50825116,R5806,Residential Care (Adults),18088.44,18/05/2015,People Group,,,,
INSERTED DETAIL,201414,Conduce Group Ltd,50814638,R4505,ICT Supplies / Consumables,1200.00,13/05/2015,Communities,,,,
INSERTED DETAIL,226891,Continuity Healthcare Services Ltd,50827617,R5805,Homecare - External Domiciliary (Adults),1425.00,27/05/2015,People Group,,,,
INSERTED DETAIL,207697,Conwy County Borough Council,50816500,R2301,Rates,8555.50,14/05/2015,People Group,,,,
INSERTED DETAIL,207697,Conwy County Borough Council,50816501,R2301,Rates,998.76,22/05/2015,People Group,,,,
INSERTED DETAIL,201434,Cooleraid Ltd,50817324,R4048,Water Machines,880.00,05/05/2015,Resources,,,,
INSERTED DETAIL,201434,Cooleraid Ltd,50817325,R4048,Water Machines,880.00,05/05/2015,Resources,,,,
INSERTED DETAIL,201434,Cooleraid Ltd,50813087,R4048,Water Machines,550.00,08/05/2015,Resources,,,,
INSERTED DETAIL,201434,Cooleraid Ltd,50813178,R4048,Water Machines,2090.00,08/05/2015,Resources,,,,
INSERTED DETAIL,214474,Core Assets Children's Services Ltd,50816986,R4409,Consultancy,1550.00,19/05/2015,Other Services,,,,
INSERTED DETAIL,214474,Core Assets Children's Services Ltd,50816987,R4409,Consultancy,6200.00,20/05/2015,Other Services,,,,
INSERTED DETAIL,214474,Core Assets Children's Services Ltd,50828986,R5604,Commissioned Works,500.00,28/05/2015,People Group,,,,
INSERTED DETAIL,214474,Core Assets Children's Services Ltd,50827508,R4410,Counselling Service,810.00,29/05/2015,People Group,,,,
INSERTED DETAIL,214474,Core Assets Children's Services Ltd,50821106,R4410,Counselling Service,660.00,29/05/2015,People Group,,,,
INSERTED DETAIL,226563,Corkhill Consultancy,50817817,R4409,Consultancy,880.80,12/05/2015,Communities,,,,
INSERTED DETAIL,218737,Corley Rocks Cattery,50823068,R4912,Protection Of Clients Property,602.00,14/05/2015,People Group,,,,
INSERTED DETAIL,201445,Cornerstone (North East) Adoption and Fostering Service,50813957,R5822,Foster Care Payments - External,2498.00,01/05/2015,People Group,,,,
INSERTED DETAIL,224589,Country Care Children's Homes Ltd,50808105,R5848,Residential Care (Children),10333.34,01/05/2015,People Group,,,,
INSERTED DETAIL,224589,Country Care Children's Homes Ltd,50808105,R6107,SEN Statements Funding - Non-Maintained Schools,5166.66,01/05/2015,People Group,,,,
INSERTED DETAIL,224589,Country Care Children's Homes Ltd,50823023,R6107,SEN Statements Funding - Non-Maintained Schools,5166.67,27/05/2015,People Group,,,,
INSERTED DETAIL,224589,Country Care Children's Homes Ltd,50823023,R5848,Residential Care (Children),10333.33,27/05/2015,People Group,,,,
INSERTED DETAIL,201470,County Councils Network,50812857,R4702,Subscriptions To Organisations,12200.00,08/05/2015,Other Services,,,,
INSERTED DETAIL,228436,Courtyard Care Ltd,50812202,R5848,Residential Care (Children),15792.90,01/05/2015,People Group,,,,
INSERTED DETAIL,228436,Courtyard Care Ltd,50827087,R5848,Residential Care (Children),16319.33,29/05/2015,People Group,,,,
INSERTED DETAIL,226660,Coventry & Warwickshire Champions,50804387,R4453,Events,5000.00,01/05/2015,Communities,,,,
INSERTED DETAIL,227098,Coventry & Warwickshire First Ltd,50803662,R4453,Events,500.00,18/05/2015,Communities,,,,
INSERTED DETAIL,227098,Coventry & Warwickshire First Ltd,50788772,R4305,Marketing,3000.00,18/05/2015,Communities,,,,
INSERTED DETAIL,201484,Coventry & Warwickshire Sign Language (****3557),50817584,R4418,Interpreting & Sign Language Service,560.00,06/05/2015,People Group,,,,
INSERTED DETAIL,201484,Coventry & Warwickshire Sign Language (****3557),50817876,R4418,Interpreting & Sign Language Service,595.00,15/05/2015,Resources,,,,
INSERTED DETAIL,201485,Coventry & Warwickshire Ymca,50817229,R4459,Leaving Care Accommodation,626.40,08/05/2015,People Group,,,,
INSERTED DETAIL,201487,Coventry and Warwickshire Partnership NHS Trust,50816406,R5807,SLA Social Care Provision,5574.50,06/05/2015,People Group,,,,
INSERTED DETAIL,201487,Coventry and Warwickshire Partnership NHS Trust,50816408,R1101,Agency Staff Pay,4171.96,06/05/2015,People Group,,,,
INSERTED DETAIL,201487,Coventry and Warwickshire Partnership NHS Trust,50816407,R5807,SLA Social Care Provision,20000.00,06/05/2015,People Group,,,,
INSERTED DETAIL,201487,Coventry and Warwickshire Partnership NHS Trust,50816409,R1101,Agency Staff Pay,4171.96,06/05/2015,People Group,,,,
INSERTED DETAIL,201487,Coventry and Warwickshire Partnership NHS Trust,50823058,R5807,SLA Social Care Provision,2084.67,15/05/2015,People Group,,,,
INSERTED DETAIL,201487,Coventry and Warwickshire Partnership NHS Trust,50823057,R5807,SLA Social Care Provision,2085.04,15/05/2015,People Group,,,,
INSERTED DETAIL,201487,Coventry and Warwickshire Partnership NHS Trust,50823059,R5807,SLA Social Care Provision,2085.04,15/05/2015,People Group,,,,
INSERTED DETAIL,201487,Coventry and Warwickshire Partnership NHS Trust,50823056,R5807,SLA Social Care Provision,2084.67,19/05/2015,People Group,,,,
INSERTED DETAIL,201487,Coventry and Warwickshire Partnership NHS Trust,50824887,R5807,SLA Social Care Provision,20000.00,19/05/2015,People Group,,,,
INSERTED DETAIL,201487,Coventry and Warwickshire Partnership NHS Trust,50817056,R1101,Agency Staff Pay,16631.00,28/05/2015,People Group,,,,
INSERTED DETAIL,201487,Coventry and Warwickshire Partnership NHS Trust,50817055,R1101,Agency Staff Pay,26734.00,28/05/2015,People Group,,,,
INSERTED DETAIL,201487,Coventry and Warwickshire Partnership NHS Trust,50828636,R1101,Agency Staff Pay,1767.23,29/05/2015,People Group,,,,
INSERTED DETAIL,201488,Coventry Building Workshop Ltd,50824823,R5604,Commissioned Works,930.00,15/05/2015,People Group,,,,
INSERTED DETAIL,201494,Coventry City Council,50773522,R4406,Clerk To Governors Service,2975.00,07/05/2015,Schools,,,,
INSERTED DETAIL,201494,Coventry City Council,50815652,R4443,Professional Fees Admin,2919.90,13/05/2015,Other Services,,,,
INSERTED DETAIL,201494,Coventry City Council,50823602,R4409,Consultancy,6005.72,15/05/2015,Communities,,,,
