Supplier ID,Supplier,TransNo,Account,Description, Amount ,Pay date,Group
201056,Calthorpe Recruitment Ltd,50009232,C1040,Internal Fees, 594.50 ,18/11/2011,Capital
201056,Calthorpe Recruitment Ltd,50011525,C1040,Internal Fees," 2,051.58 ",29/11/2011,Capital
201064,Cambridge Publishers Ltd,50012193,R4310,Printing," 2,100.00 ",24/11/2011,Communities
201076,Cannock Cricket & Hockey Club,50013795,R2204,Room Hire - External, 630.00 ,28/11/2011,Communities
201078,Canon UK Ltd,50006330,R4307,Photocopier Expenses," 3,819.23 ",08/11/2011,Resources
201078,Canon UK Ltd,50012118,R4036,Photocopier Rental & Maintenance, 697.80 ,25/11/2011,Resources
208713,Capita Business Services Ltd,50014619,R4601,Conferences, 700.00 ,30/11/2011,People Group
209176,Cardinal Newman Catholic School And Community,50014146,R5203,Inter Authority Payments," 7,799.00 ",30/11/2011,People Group
201097,Caring Kindergartens Ltd,50011068,R5702,Payments to External Contractors," 5,067.27 ",22/11/2011,People Group
201122,Carter Brown Associates,50006805,R4443,Professional Fees Admin, 742.53 ,04/11/2011,Resources
201122,Carter Brown Associates,50007850,R4443,Professional Fees Admin," 2,285.12 ",15/11/2011,Resources
201124,Cartlidge Stewart Ltd,50010294,R4443,Professional Fees Admin," 1,375.00 ",29/11/2011,Resources
201139,Castle Nursery School,50011201,R5702,Payments to External Contractors," 12,151.15 ",22/11/2011,People Group
201142,Caterpillar Nursery  - Leamington Spa  Ltd,50011226,R5702,Payments to External Contractors," 2,548.26 ",22/11/2011,People Group
201145,Catherine House Day Nursery School,50011185,R5702,Payments to External Contractors," 2,789.80 ",22/11/2011,People Group
201151,Caton Recycling Ltd,50014424,R5702,Payments to External Contractors," 6,624.96 ",29/11/2011,Communities
201152,Catteralls Coach & Travel,50011889,R3204,Home To School / College Transport," 4,401.20 ",25/11/2011,Communities
201160,Cdec Ltd,50005501,R4503,Hardware," 1,832.00 ",11/11/2011,Resources
210578,Central Air International Ltd,50013925,R4018,Equipment Repair & Maintenance, 500.00 ,28/11/2011,Communities
208443,Central Environmental Services Ltd,50010350,C1030,"New Construction, Conversion & Renovation"," 8,468.61 ",18/11/2011,Capital
201176,Central Weighing Ltd,50009735,R4018,Equipment Repair & Maintenance," 1,480.00 ",21/11/2011,Communities
201180,Century Cardalls,50015245,R3202,Car Hire, 934.53 ,30/11/2011,Communities
201191,Chambray,50009490,R3205,Client Travel - Taxis," 1,843.50 ",16/11/2011,People Group
201191,Chambray,50012556,R3205,Client Travel - Taxis," 2,240.50 ",25/11/2011,People Group
201194,Chapel End Coaches,50011877,R3204,Home To School / College Transport," 2,012.00 ",25/11/2011,Communities
201196,Chapman Devere Consultants,50006826,R4443,Professional Fees Admin," 2,058.20 ",04/11/2011,Resources
201208,Chartered Institute of Internal Auditors,50009555,R1601,Training - External," 1,125.00 ",24/11/2011,Resources
201216,Cheeky Monkeys Day Nursery,50011145,R5702,Payments to External Contractors," 1,912.95 ",22/11/2011,People Group
201227,Chestnut Tree Nursery,50011051,R5702,Payments to External Contractors," 2,659.02 ",22/11/2011,People Group
201227,Chestnut Tree Nursery,50014454,R5702,Payments to External Contractors, 532.50 ,29/11/2011,People Group
201243,Chiltern Railways,50007480,B2203,Bike Loans, 786.70 ,14/11/2011,Other Services
201243,Chiltern Railways,50013275,R3302,Staff Travel - Rail," 1,522.90 ",29/11/2011,Resources
201243,Chiltern Railways,50014838,R3302,Staff Travel - Rail," 1,547.65 ",30/11/2011,Resources
201278,Chrystal Consulting,50010691,R9201,Sales Income,-950.00 ,22/11/2011,Communities
201278,Chrystal Consulting,50010714,R9201,Sales Income," 1,000.00 ",22/11/2011,Communities
201279,Chubb Electronic Security Ltd,50011896,R2010,Security Services, 808.96 ,23/11/2011,Resources
201281,Chubb Fire Ltd,50014538,R2023,Mechanical (LM)," 1,325.00 ",30/11/2011,Resources
201301,City of Bath College,50011497,R1601,Training - External, 545.00 ,28/11/2011,Communities
209353,Civil & Structural Computer Services Ltd,50012128,R4512,Software," 1,748.25 ",24/11/2011,Communities
201316,Claire Henley Ltd,50009307,R4402,Artists Fees, 668.50 ,15/11/2011,Resources
201332,Claverdon Village Nursery,50011072,R5702,Payments to External Contractors," 9,749.80 ",22/11/2011,People Group
201344,Clews Recycling Ltd,50010675,R5703,Site Payments," 1,943.60 ",18/11/2011,Communities
201344,Clews Recycling Ltd,50010707,R5702,Payments to External Contractors," 2,611.70 ",18/11/2011,Communities
201349,Clifton Playgroup,50011041,R5702,Payments to External Contractors," 6,562.53 ",22/11/2011,People Group
201358,Clopton Nursery  Trust,50011188,R5702,Payments to External Contractors," 5,565.69 ",22/11/2011,People Group
208936,Cloud Technology Solutions Ltd,50005112,R4512,Software," 2,500.00 ",07/11/2011,Resources
208936,Cloud Technology Solutions Ltd,50005115,R4409,Consultancy," 5,650.00 ",04/11/2011,Resources
208936,Cloud Technology Solutions Ltd,50011581,R4512,Software," 1,000.00 ",25/11/2011,Resources
208351,Clouds Environmental Consultancy Ltd,50013620,R2023,Mechanical (LM), 980.00 ,25/11/2011,Resources
208351,Clouds Environmental Consultancy Ltd,50013622,R2023,Mechanical (LM), 980.00 ,25/11/2011,Resources
201360,Clulee Construction Ltd,50009252,R2022,Building (LB)," 3,501.52 ",15/11/2011,Resources
201360,Clulee Construction Ltd,50009253,R2022,Building (LB)," 31,607.64 ",15/11/2011,Resources
201360,Clulee Construction Ltd,50012144,R2022,Building (LB)," 20,105.06 ",25/11/2011,Resources
201367,Coachlinks Ltd,50013181,R3204,Home To School / College Transport," 1,599.25 ",25/11/2011,Communities
201367,Coachlinks Ltd,50013181,R3410,Car Scheme Payments," 2,864.27 ",25/11/2011,Communities
201367,Coachlinks Ltd,50013181,R5704,Public Transport," 1,495.34 ",25/11/2011,Communities
208913,Collaborative Working Centre (UK) Ltd,50007424,R1601,Training - External," 4,425.00 ",08/11/2011,Resources
201399,Compass Childrens Services,50010637,R5822,Foster Care Payments - External," 3,000.18 ",18/11/2011,People Group
201399,Compass Childrens Services,50010665,R5822,Foster Care Payments - External, 500.00 ,18/11/2011,People Group
201401,Compass Taxis,50007648,R3204,Home To School / College Transport," 1,350.00 ",09/11/2011,Communities
201407,Computer People Ltd,50006245,R1101,Agency Staff Pay," 1,476.62 ",23/11/2011,Resources
201407,Computer People Ltd,50006247,R1101,Agency Staff Pay," 1,528.13 ",17/11/2011,Resources
201407,Computer People Ltd,50011605,R1101,Agency Staff Pay," 1,236.24 ",30/11/2011,Resources
201408,Computerland UK Plc,50009163,R4503,Hardware," 1,636.48 ",18/11/2011,Resources
201408,Computerland UK Plc,50009963,R4503,Hardware," 5,964.14 ",18/11/2011,Resources
201408,Computerland UK Plc,50013405,R4503,Hardware," 1,109.70 ",25/11/2011,Resources
201408,Computerland UK Plc,50014677,R4007,Equipment, 838.00 ,29/11/2011,People Group
999982,Concept Academies Ltd,50007502,R4030,Materials, 996.45 ,14/11/2011,Other Services
201451,Coten End Playgroups,50011076,R5702,Payments to External Contractors," 7,020.55 ",22/11/2011,People Group
201451,Coten End Playgroups,50012387,R5501,Grants to Organisations & Voluntary Bodies," 1,100.00 ",30/11/2011,Communities
201453,Cothill Educational Trust,50011103,R5702,Payments to External Contractors," 1,993.68 ",22/11/2011,People Group
210435,Coventry & Warwickshire Community Safety Sche,50011534,R5837,Sanctuary Scheme," 9,782.00 ",28/11/2011,Communities
201484,Coventry & Warwickshire Sign Language,50005848,R1101,Agency Staff Pay, 560.00 ,07/11/2011,Resources
201484,Coventry & Warwickshire Sign Language,50005849,R1101,Agency Staff Pay, 560.00 ,07/11/2011,Resources
201485,Coventry & Warwickshire Ymca,50013432,R5501,Grants to Organisations & Voluntary Bodies," 5,000.00 ",29/11/2011,Communities
201490,Coventry City Council,50011762,R5804,Foster Care Payments," 3,060.00 ",24/11/2011,People Group
201494,Coventry City Council,50012605,R1601,Training - External, 680.00 ,24/11/2011,Resources
201494,Coventry City Council,50013796,R4409,Consultancy," 3,956.64 ",30/11/2011,Communities
201511,Coventry University,50008286,R1601,Training - External," 1,070.00 ",14/11/2011,Resources
201510,Coventry University,50012340,R1601,Training - External," 1,687.80 ",30/11/2011,Fire and Rescue
201528,Cranstoun Drug Services,50006527,R4701,Grants To External Organisations," 95,660.00 ",17/11/2011,Communities
201529,Crawshaw Environmental,50012052,R5702,Payments to External Contractors," 2,050.00 ",28/11/2011,Communities
201541,Croft School Ltd,50011715,R5702,Payments to External Contractors," 16,060.20 ",22/11/2011,People Group
201561,Cummins Diesel,50007821,R4030,Materials, 519.50 ,15/11/2011,Communities
201563,Cunningham Cash Registers Ltd,50009990,R4503,Hardware," 3,505.10 ",17/11/2011,Resources
201563,Cunningham Cash Registers Ltd,50010002,R4503,Hardware," 2,202.35 ",17/11/2011,Resources
201563,Cunningham Cash Registers Ltd,50013040,R4503,Hardware," 1,904.50 ",25/11/2011,Resources
201563,Cunningham Cash Registers Ltd,50015070,R4503,Hardware," 2,169.00 ",30/11/2011,Resources
201566,Curdworth Pre-School,50011135,R5702,Payments to External Contractors," 1,704.00 ",22/11/2011,People Group
201574,Cyclescheme Ltd,50011278,R4403,Business Support Activities," 5,050.67 ",22/11/2011,Communities
201576,Cygnets Education & Childcare,50011199,R5702,Payments to External Contractors," 5,353.40 ",22/11/2011,People Group
201646,Daisykins Ltd,50011136,R5702,Payments to External Contractors," 18,826.99 ",22/11/2011,People Group
201655,Dandy Booksellers,50010936,R4058,Books, 627.50 ,24/11/2011,Resources
201662,Darfen Ltd T/A Darfen Durafencing,50011381,R2022,Building (LB), 645.00 ,22/11/2011,Resources
201662,Darfen Ltd T/A Darfen Durafencing,50014777,R2022,Building (LB), 895.00 ,30/11/2011,Resources
210341,David J Price & Associates Ltd,50010016,R2201,Rent," 6,273.27 ",17/11/2011,Resources
201701,Db Shoes Ltd,50006382,R4205,Uniforms, 598.75 ,07/11/2011,Fire and Rescue
201703,Ddd Security Systems Ltd,50006641,R2010,Security Services, 784.00 ,08/11/2011,Communities
201703,Ddd Security Systems Ltd,50006669,R2010,Security Services, 778.00 ,08/11/2011,Communities
201703,Ddd Security Systems Ltd,50007414,R2024,Electrical (LE), 796.00 ,07/11/2011,Resources
201703,Ddd Security Systems Ltd,50008546,R2024,Electrical (LE), 523.00 ,11/11/2011,Resources
201703,Ddd Security Systems Ltd,50013899,R2024,Electrical (LE), 552.49 ,30/11/2011,Resources
201735,Department For Communities and Local Governm,50007481,R4029,Licences (Incl Tv)," 9,969.90 ",18/11/2011,Fire and Rescue
201750,Dial A Cab - Rugby,50009701,R3204,Home To School / College Transport, 750.00 ,29/11/2011,Communities
201750,Dial A Cab - Rugby,50009706,R3204,Home To School / College Transport," 1,170.00 ",29/11/2011,Communities
201751,Diamond Fire Ltd,50014567,R2024,Electrical (LE), 722.24 ,29/11/2011,Resources
201751,Diamond Fire Ltd,50015324,R2024,Electrical (LE), 563.98 ,30/11/2011,Resources
201751,Diamond Fire Ltd,50015356,R2024,Electrical (LE), 720.00 ,30/11/2011,Resources
201751,Diamond Fire Ltd,50015416,R2024,Electrical (LE), 537.65 ,30/11/2011,Resources
201769,Direct Taxis,50010801,R3202,Car Hire," 1,008.00 ",22/11/2011,Communities
201769,Direct Taxis,50010812,R3202,Car Hire, 962.00 ,21/11/2011,Communities
201769,Direct Taxis,50013897,R3202,Car Hire, 957.00 ,28/11/2011,Communities
201771,Disaster Recovery Services Ltd,50005138,R7609,Records Management, 511.59 ,07/11/2011,Resources
201834,Draeger Safety UK Ltd,50008458,R4020,Fire Equipment Maintenance," 1,096.00 ",15/11/2011,Fire and Rescue
201834,Draeger Safety UK Ltd,50008504,R4020,Fire Equipment Maintenance," 2,201.70 ",15/11/2011,Fire and Rescue
201834,Draeger Safety UK Ltd,50008509,R4020,Fire Equipment Maintenance," 3,095.00 ",15/11/2011,Fire and Rescue
201835,Drain Jet Surveys,50011509,R5702,Payments to External Contractors, 760.00 ,29/11/2011,Communities
201835,Drain Jet Surveys,50011511,R5702,Payments to External Contractors," 1,360.00 ",29/11/2011,Communities
201848,Dtz Debenham Tie Leung,50007345,R2302,Rates Allocation Decrease," 1,715.00 ",07/11/2011,Resources
201849,Ducklings Day Nursery,50011186,R5702,Payments to External Contractors," 7,105.02 ",22/11/2011,People Group
201862,Dunchurch Sportsfield & Village Hall,50009488,R2020,External Decorations (LER)," 1,296.00 ",22/11/2011,People Group
201866,Durable Ltd,50013679,R2022,Building (LB), 522.49 ,28/11/2011,Resources
201910,E.On,50011325,R2103,Electricity," 1,027.09 ",22/11/2011,Resources
201910,E.On,50012289,C1030,"New Construction, Conversion & Renovation"," 2,300.00 ",25/11/2011,Capital
201910,E.On,50012290,R4434,Street Lighting, 505.00 ,25/11/2011,Communities
201910,E.On,50012308,R4434,Street Lighting, 505.00 ,25/11/2011,Communities
201910,E.On,50012309,C1030,"New Construction, Conversion & Renovation"," 1,702.20 ",25/11/2011,Capital
201910,E.On,50012314,R4434,Street Lighting, 720.00 ,25/11/2011,Communities
201910,E.On,50013297,R2103,Electricity," 8,700.43 ",25/11/2011,Communities
201910,E.On,50013675,R2103,Electricity," 1,686.91 ",28/11/2011,Resources
201916,E.On UK Energy Services Ltd,50012607,R4434,Street Lighting, 720.00 ,25/11/2011,Communities
201916,E.On UK Energy Services Ltd,50012633,R4434,Street Lighting, 505.00 ,28/11/2011,Communities
201916,E.On UK Energy Services Ltd,50013307,R2103,Electricity, 958.90 ,29/11/2011,Communities
201916,E.On UK Energy Services Ltd,50013774,R4434,Street Lighting, 533.50 ,28/11/2011,Communities
201916,E.On UK Energy Services Ltd,50013786,R4434,Street Lighting, 976.00 ,28/11/2011,Communities
201916,E.On UK Energy Services Ltd,50013788,R4434,Street Lighting," 1,066.00 ",28/11/2011,Communities
201922,Early Birds Nursery,50011223,R5702,Payments to External Contractors," 2,575.17 ",22/11/2011,People Group
201930,Eastern Shires Purchasing Organisation,50003636,R2101,Gas, 915.30 ,10/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50003661,R2101,Gas, 799.69 ,10/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50006335,R2709,Cleaning Materials, 680.00 ,16/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50006338,R2709,Cleaning Materials," 2,068.84 ",17/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50007430,R2101,Gas," 1,170.53 ",10/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50008302,R2101,Gas, 557.22 ,14/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50008309,R2101,Gas, 638.70 ,14/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50008319,R2101,Gas, 686.39 ,11/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50008706,C1030,"New Construction, Conversion & Renovation"," 1,040.00 ",15/11/2011,Capital
201930,Eastern Shires Purchasing Organisation,50010750,R4034,Office Equipment, 954.10 ,18/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50012338,R4019,Fire Equipment Purchase, 587.50 ,24/11/2011,Fire and Rescue
201930,Eastern Shires Purchasing Organisation,50013108,R2101,Gas," 1,164.53 ",25/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50013109,R2101,Gas," 1,615.05 ",25/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50013110,R2101,Gas," 1,230.11 ",25/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50013111,R2101,Gas, 750.96 ,25/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50013113,R2101,Gas," 1,293.75 ",25/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50013118,R2101,Gas, 629.29 ,25/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50013120,R2101,Gas, 607.37 ,25/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50013123,R2101,Gas," 1,511.23 ",25/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50013126,R2101,Gas, 690.52 ,25/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50013218,R2101,Gas, 555.09 ,28/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50013219,R2101,Gas, 647.16 ,25/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50013233,R2101,Gas, 685.78 ,25/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50013237,R2101,Gas," 2,019.00 ",25/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50013519,R2101,Gas," 1,042.85 ",29/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50013530,R2101,Gas, 792.03 ,29/11/2011,Resources
201930,Eastern Shires Purchasing Organisation,50014010,R2709,Cleaning Materials," 1,706.60 ",30/11/2011,Resources
201946,Econ Engineering Ltd,50006574,R4030,Materials," 1,397.90 ",08/11/2011,Communities
201987,Eg Training & Consultancy,50011966,R1601,Training - External, 800.00 ,23/11/2011,Fire and Rescue
201988,Eic Ltd,50003350,C1030,"New Construction, Conversion & Renovation"," 2,829.54 ",07/11/2011,Capital
202032,Emscote House School and Nursery,50011066,R5702,Payments to External Contractors," 2,513.40 ",22/11/2011,People Group
202034,Emscote Preschool,50011195,R5702,Payments to External Contractors," 14,385.54 ",22/11/2011,People Group
202046,English Martyrs Playgroup,50011044,R5702,Payments to External Contractors," 6,235.65 ",22/11/2011,People Group
208539,Equipped for Success Ltd,50005132,R4310,Printing, 600.00 ,15/11/2011,Fire and Rescue
202066,Ergo Computing UK Ltd,50002760,R4503,Hardware," 4,378.00 ",04/11/2011,Resources
202066,Ergo Computing UK Ltd,50002766,R4503,Hardware," 1,194.00 ",04/11/2011,Resources
202066,Ergo Computing UK Ltd,50002876,R4503,Hardware, 796.00 ,09/11/2011,Resources
202066,Ergo Computing UK Ltd,50005208,R4503,Hardware, 796.00 ,16/11/2011,Resources
202066,Ergo Computing UK Ltd,50005306,R4503,Hardware, 796.00 ,17/11/2011,Resources
202066,Ergo Computing UK Ltd,50005308,R4503,Hardware," 1,194.00 ",02/11/2011,Resources
202066,Ergo Computing UK Ltd,50005311,R4503,Hardware," 1,194.00 ",16/11/2011,Resources
202066,Ergo Computing UK Ltd,50005467,R4503,Hardware, 796.00 ,18/11/2011,Resources
202066,Ergo Computing UK Ltd,50005499,R4503,Hardware," 1,194.00 ",18/11/2011,Resources
202066,Ergo Computing UK Ltd,50008234,R4503,Hardware," 3,980.00 ",30/11/2011,Resources
202066,Ergo Computing UK Ltd,50008239,R4503,Hardware," 2,388.00 ",30/11/2011,Resources
202076,Esp Systex Ltd,50011894,R4311,Publicity, 666.69 ,30/11/2011,Communities
202077,Espresso Education Ltd,50012065,R4512,Software," 29,369.10 ",23/11/2011,Resources
202077,Espresso Education Ltd,50012068,R4512,Software," 29,369.10 ",23/11/2011,Resources
202077,Espresso Education Ltd,50014641,R4512,Software, 905.38 ,30/11/2011,Resources
202077,Espresso Education Ltd,50014653,R4512,Software, 905.38 ,30/11/2011,Resources
202079,Esri  UK  Ltd,50011571,R1101,Agency Staff Pay, 990.00 ,22/11/2011,Communities
202081,Essential First Aid Services Ltd,50007516,R1601,Training - External, 850.00 ,15/11/2011,Fire and Rescue
202088,Ettington Preschool,50011148,R5702,Payments to External Contractors," 7,209.15 ",22/11/2011,People Group
208918,Euro Business Information Services,50007471,R4603,Subsistence, 790.00 ,18/11/2011,Fire and Rescue
202092,Euro Rscg Riley Ltd,50005475,R4443,Professional Fees Admin," 2,112.20 ",07/11/2011,Resources
202092,Euro Rscg Riley Ltd,50008225,R4301,Advertising - Non Staff, 951.71 ,23/11/2011,Resources
202092,Euro Rscg Riley Ltd,50008241,C1050,External Fees, 745.41 ,24/11/2011,Capital
202092,Euro Rscg Riley Ltd,50011930,R4314,Statutory Notices, 578.95 ,25/11/2011,Communities
208587,Excelerate Technology Ltd,50003421,R4503,Hardware," 14,945.00 ",07/11/2011,Fire and Rescue
202118,Exor Corporation Ltd,50007832,R4512,Software," 23,313.00 ",10/11/2011,Communities
208355,Express Elevators Ltd,50004300,R2024,Electrical (LE)," 2,650.00 ",01/11/2011,Resources
208355,Express Elevators Ltd,50005237,R2024,Electrical (LE), 700.50 ,01/11/2011,Resources
208355,Express Elevators Ltd,50007261,R2024,Electrical (LE), 721.12 ,10/11/2011,Resources
208355,Express Elevators Ltd,50007266,R2024,Electrical (LE), 605.37 ,10/11/2011,Resources
208355,Express Elevators Ltd,50011440,R2024,Electrical (LE)," 1,330.00 ",22/11/2011,Resources
208355,Express Elevators Ltd,50011441,R2024,Electrical (LE)," 1,795.00 ",22/11/2011,Resources
208355,Express Elevators Ltd,50011442,R2024,Electrical (LE)," 1,330.00 ",22/11/2011,Resources
208355,Express Elevators Ltd,50011459,R2024,Electrical (LE), 879.99 ,22/11/2011,Resources
208355,Express Elevators Ltd,50011461,R2024,Electrical (LE)," 1,685.00 ",22/11/2011,Resources
208355,Express Elevators Ltd,50011462,R2024,Electrical (LE)," 1,718.00 ",24/11/2011,Resources
208355,Express Elevators Ltd,50011464,R2024,Electrical (LE)," 1,758.00 ",24/11/2011,Resources
208355,Express Elevators Ltd,50014022,R2024,Electrical (LE), 775.32 ,29/11/2011,Resources
202150,Farm Services Ltd,50014650,R4514,Telephone Rental," 28,700.00 ",30/11/2011,Resources
202171,Fillongley Pre-School,50011079,R5702,Payments to External Contractors," 1,329.12 ",22/11/2011,People Group
202184,Fire Hosetech,50008502,R4018,Equipment Repair & Maintenance," 1,584.00 ",15/11/2011,Fire and Rescue
202187,Fire Service College,50003890,R1601,Training - External," 2,945.00 ",15/11/2011,Fire and Rescue
202187,Fire Service College,50007473,R4401,Accommodation Services External," 2,445.00 ",16/11/2011,Fire and Rescue
202187,Fire Service College,50007532,R1601,Training - External," 1,695.00 ",15/11/2011,Fire and Rescue
202187,Fire Service College,50007665,R1601,Training - External, 831.00 ,25/11/2011,Fire and Rescue
202187,Fire Service College,50015498,R1601,Training - External, 875.00 ,30/11/2011,Fire and Rescue
202192,First Midland Red Buses Ltd,50013317,R5204,Concessionary Fares," 1,719.01 ",25/11/2011,Communities
202195,First Steps Kindergarten,50011084,R5702,Payments to External Contractors," 6,950.97 ",22/11/2011,People Group
202196,First Steps Kindergarten,50011196,R5702,Payments to External Contractors," 5,122.65 ",22/11/2011,People Group
202203,Fitzgerald Contractors Ltd,50013326,C1030,"New Construction, Conversion & Renovation"," 104,037.13 ",29/11/2011,Capital
202207,Fledglings Day Nursery,50011166,R5702,Payments to External Contractors," 1,135.29 ",22/11/2011,People Group
202217,Flutterbies,50011236,R5702,Payments to External Contractors, 748.41 ,22/11/2011,People Group
202218,Flutterbies 2,50011212,R5702,Payments to External Contractors," 1,739.86 ",22/11/2011,People Group
202220,Fone A Car Ltd,50010972,R3204,Home To School / College Transport, 600.00 ,24/11/2011,Communities
202220,Fone A Car Ltd,50010977,R3204,Home To School / College Transport, 638.00 ,24/11/2011,Communities
202220,Fone A Car Ltd,50010982,R3204,Home To School / College Transport, 616.00 ,24/11/2011,Communities
202220,Fone A Car Ltd,50010983,R3204,Home To School / College Transport," 1,260.00 ",24/11/2011,Communities
202220,Fone A Car Ltd,50010986,R3204,Home To School / College Transport, 575.00 ,24/11/2011,Communities
202220,Fone A Car Ltd,50010991,R3204,Home To School / College Transport, 594.00 ,24/11/2011,Communities
202220,Fone A Car Ltd,50010993,R3204,Home To School / College Transport, 586.00 ,24/11/2011,Communities
202220,Fone A Car Ltd,50011006,R3204,Home To School / College Transport, 570.00 ,24/11/2011,Communities
202220,Fone A Car Ltd,50011007,R3204,Home To School / College Transport, 780.00 ,24/11/2011,Communities
210425,Foodwise,50013451,R4605,Exam / Tuition Fees (non-staff), 712.50 ,28/11/2011,People Group
202223,Footsteps Day Nursery,50011069,R5702,Payments to External Contractors," 10,568.35 ",22/11/2011,People Group
202224,Footwork Solutions,50006526,R4512,Software," 4,000.00 ",17/11/2011,Communities
202246,Fountains Environmental Ltd,50010746,R2752,Grounds Maintenance Contract," 8,946.85 ",21/11/2011,Resources
202246,Fountains Environmental Ltd,50013661,R2752,Grounds Maintenance Contract," 4,651.79 ",28/11/2011,Resources
202249,Frama UK Ltd,50012251,R4309,Postage & Carriage, 500.00 ,30/11/2011,People Group
202261,Freedom Lubricants Ltd,50008077,R4030,Materials, 835.45 ,15/11/2011,Communities
202268,Freshfields Nursery School Ltd,50014371,R4606,Pre-School Teachers Flexible Payments, 500.00 ,29/11/2011,People Group
202303,G Mcveigh & Co. Ltd,50011670,C1030,"New Construction, Conversion & Renovation"," 2,895.39 ",25/11/2011,Capital
202303,G Mcveigh & Co. Ltd,50011670,C1030,"New Construction, Conversion & Renovation"," 1,571.10 ",25/11/2011,Capital
202303,G Mcveigh & Co. Ltd,50011670,C1030,"New Construction, Conversion & Renovation"," 8,228.45 ",25/11/2011,Capital
202318,G4s Assessment Services UK Ltd,50008217,R4612,Projects, 732.00 ,18/11/2011,Resources
208479,G4s Technology Limited,50005881,C1010,Acquisition Of New Assets," 1,224.00 ",01/11/2011,Capital
208479,G4s Technology Limited,50010765,R2010,Security Services," 8,797.00 ",22/11/2011,Resources
208479,G4s Technology Limited,50010780,R2010,Security Services, 615.32 ,22/11/2011,Resources
202326,Galley Common Nursery,50011061,R5702,Payments to External Contractors," 8,307.00 ",22/11/2011,People Group
202326,Galley Common Nursery,50014364,R4606,Pre-School Teachers Flexible Payments, 500.00 ,29/11/2011,People Group
206449,Gamma Business Communications,50008265,R4513,Telephone Calls," 4,628.19 ",11/11/2011,Resources
206449,Gamma Business Communications,50008265,R4514,Telephone Rental," 15,216.73 ",11/11/2011,Resources
202354,General Asphalte Co Ltd,50003351,C1030,"New Construction, Conversion & Renovation"," 9,151.84 ",07/11/2011,Capital
202354,General Asphalte Co Ltd,50005217,C1030,"New Construction, Conversion & Renovation"," 54,242.81 ",01/11/2011,Capital
202354,General Asphalte Co Ltd,50006298,C1030,"New Construction, Conversion & Renovation"," 72,245.08 ",03/11/2011,Capital
202385,Gingham Pre School,50011154,R5702,Payments to External Contractors," 11,306.75 ",22/11/2011,People Group
207772,Gl Assessment,50010596,R4505,ICT Supplies / Consumables, 995.96 ,21/11/2011,People Group
209067,GLP Solicitors,50006789,R4443,Professional Fees Admin," 4,140.00 ",04/11/2011,Resources
202436,Graybuild Ltd,50007872,C1030,"New Construction, Conversion & Renovation"," 2,108.15 ",17/11/2011,Capital
202443,Greenfields Nursery School,50011184,R5702,Payments to External Contractors," 4,043.52 ",22/11/2011,People Group
208828,Gresswell Direct,50006221,R4007,Equipment, 768.25 ,07/11/2011,Resources
202454,Greswolde Construction,50013903,C1030,"New Construction, Conversion & Renovation"," 134,235.00 ",29/11/2011,Capital
202457,Groupcall Ltd,50005469,R4512,Software, 600.00 ,09/11/2011,Resources
202459,Grs Breakdown & Recovery Service,50007515,R3004,Repair & Maintenance Of Vehicles," 1,993.86 ",08/11/2011,Fire and Rescue
202459,Grs Breakdown & Recovery Service,50007521,R3004,Repair & Maintenance Of Vehicles, 816.00 ,08/11/2011,Fire and Rescue
202459,Grs Breakdown & Recovery Service,50007525,R3004,Repair & Maintenance Of Vehicles," 1,021.79 ",08/11/2011,Fire and Rescue
202497,H W Martin Waste Ltd,50006745,R5206,Excess / Bulk haulage," 9,335.87 ",30/11/2011,Communities
202497,H W Martin Waste Ltd,50006748,R5703,Site Payments," 2,335.63 ",30/11/2011,Communities
202497,H W Martin Waste Ltd,50006842,R5703,Site Payments, 754.13 ,30/11/2011,Communities
202497,H W Martin Waste Ltd,50010697,R4007,Equipment," 3,000.00 ",30/11/2011,Communities
202497,H W Martin Waste Ltd,50010697,R4007,Equipment, 500.00 ,30/11/2011,Communities
202497,H W Martin Waste Ltd,50010697,R4007,Equipment," 2,000.00 ",30/11/2011,Communities
