,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,
INSERTED DETAIL,228475,Esther Peapell Consultancy,50842938,R5702,Payments to External Contractors,6000.00,01/07/2015,Communities,,,
INSERTED DETAIL,202085,Etone College Academy,50860459,R6107,SEN Statements Funding - Non-Maintained Schools,1530.00,27/07/2015,People Group,,,
INSERTED DETAIL,202088,Ettington Preschool,50852459,R6106,Private Providers - Early Years Funding,1029.60,13/07/2015,People Group,,,
INSERTED DETAIL,222920,Euro Label Printers,50856381,R4317,Print Operational Costs,549.00,17/07/2015,Resources,,,
INSERTED DETAIL,212482,European Electronique Ltd,50836661,R4503,Hardware,747.00,02/07/2015,Resources,,,
INSERTED DETAIL,212482,European Electronique Ltd,50854219,R4503,Hardware,552.50,30/07/2015,Resources,,,
INSERTED DETAIL,212482,European Electronique Ltd,50854220,R4503,Hardware,552.50,30/07/2015,Resources,,,
INSERTED DETAIL,212482,European Electronique Ltd,50853557,R4503,Hardware,6802.07,30/07/2015,Resources,,,
INSERTED DETAIL,100277,Evedale Nursing Home,50855109,R5806,Residential Care (Adults),1703.96,13/07/2015,People Group,,,
INSERTED DETAIL,100277,Evedale Nursing Home,50855109,R5806,Residential Care (Adults),1994.76,13/07/2015,People Group,,,
INSERTED DETAIL,221611,Exa Networks,50843112,R4502,Dedicated Internet Links,2223.00,01/07/2015,Schools,,,
INSERTED DETAIL,224891,Excite Care Ltd,50851526,R5805,Homecare - External Domiciliary (Adults),517.23,07/07/2015,People Group,,,
INSERTED DETAIL,224891,Excite Care Ltd,50851525,R5805,Homecare - External Domiciliary (Adults),517.22,15/07/2015,People Group,,,
INSERTED DETAIL,224891,Excite Care Ltd,50859879,R5805,Homecare - External Domiciliary (Adults),712.23,24/07/2015,People Group,,,
INSERTED DETAIL,209286,Excitech Limited,50865237,R4512,Software,1070.00,31/07/2015,Communities,,,
INSERTED DETAIL,208355,Express Elevators Ltd,50849520,R2024,Electrical (LE),1749.75,10/07/2015,Resources,,,
INSERTED DETAIL,100150,Extel Ltd aka Care Through the Millennium,50855072,R5806,Residential Care (Adults),2357.20,13/07/2015,People Group,,,
INSERTED DETAIL,100150,Extel Ltd aka Care Through the Millennium,50855072,R5806,Residential Care (Adults),29260.48,13/07/2015,People Group,,,
INSERTED DETAIL,100150,Extel Ltd aka Care Through the Millennium,50855072,R5806,Residential Care (Adults),25964.72,13/07/2015,People Group,,,
INSERTED DETAIL,202131,F M Deery Sports Grounds Maintenance,50856672,R2752,Grounds Maintenance Contract,765.00,15/07/2015,Schools,,,
INSERTED DETAIL,208441,F.I.T.T. 4 Kids LLP - Simon Arnold,50863091,R4442,Professional Fees Curriculum,740.00,31/07/2015,Schools,,,
INSERTED DETAIL,227862,Fabrikat (Nottingham) Ltd,50828866,C1050,External Fees,540.00,17/07/2015,Capital,,,
INSERTED DETAIL,202140,Fairways Contracting Ltd,50855912,R4433,Sport Instruction,1205.00,14/07/2015,Schools,,,
INSERTED DETAIL,222263,Family Action,50848577,R5501,Grants to Organisations & Voluntary Bodies,30556.75,31/07/2015,People Group,,,
INSERTED DETAIL,202146,Family Placement.Com Ltd,50851429,R5822,Foster Care Payments - External,4672.64,09/07/2015,People Group,,,
INSERTED DETAIL,202146,Family Placement.Com Ltd,50851430,R5822,Foster Care Payments - External,2599.80,09/07/2015,People Group,,,
INSERTED DETAIL,202146,Family Placement.Com Ltd,50851431,R5822,Foster Care Payments - External,2571.80,09/07/2015,People Group,,,
INSERTED DETAIL,202146,Family Placement.Com Ltd,50851432,R5822,Foster Care Payments - External,2626.05,09/07/2015,People Group,,,
INSERTED DETAIL,202150,Farm Services Ltd,50862144,C1030,"New Construction, Conversion & Renovation",884.75,29/07/2015,Capital,,,
INSERTED DETAIL,202150,Farm Services Ltd,50865094,R2023,Mechanical (LM),2152.39,31/07/2015,Resources,,,
INSERTED DETAIL,100279,Father Hudsons Society,50855114,R5806,Residential Care (Adults),4974.60,13/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50855114,R5806,Residential Care (Adults),9404.04,13/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50855114,R5806,Residential Care (Adults),1928.12,13/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50855114,R5806,Residential Care (Adults),5200.00,13/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50855114,R5806,Residential Care (Adults),3826.16,13/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50855114,R5806,Residential Care (Adults),1876.88,13/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50855114,R5806,Residential Care (Adults),13257.04,13/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50857502,R5805,Homecare - External Domiciliary (Adults),1200.00,16/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50857511,R5851,Supported Living,1080.00,16/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50857516,R5805,Homecare - External Domiciliary (Adults),630.00,16/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50857515,R5805,Homecare - External Domiciliary (Adults),630.00,16/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50857513,R5851,Supported Living,1260.00,16/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50857492,R5805,Homecare - External Domiciliary (Adults),1380.00,16/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50857512,R5810,Adult Day Care,864.00,16/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50857514,R5851,Supported Living,4560.00,17/07/2015,People Group,,,
INSERTED DETAIL,100279,Father Hudsons Society,50857922,R5822,Foster Care Payments - External,2864.13,24/07/2015,People Group,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50826488,R5703,Site Payments,10778.68,01/07/2015,Communities,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50826488,R5841,Landfill Tax Payments,45563.85,01/07/2015,Communities,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50829430,R5703,Site Payments,10979.90,02/07/2015,Communities,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50829430,R5841,Landfill Tax Payments,46414.63,02/07/2015,Communities,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50834655,R5841,Landfill Tax Payments,43969.64,03/07/2015,Communities,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50834655,R5703,Site Payments,10401.53,03/07/2015,Communities,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50851873,R5841,Landfill Tax Payments,19579.53,23/07/2015,Communities,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50851873,R5703,Site Payments,4631.74,23/07/2015,Communities,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50853010,R5703,Site Payments,2945.06,30/07/2015,Communities,,,
INSERTED DETAIL,206633,FCC  Recycling (UK) Ltd,50853010,R5841,Landfill Tax Payments,12449.46,30/07/2015,Communities,,,
INSERTED DETAIL,100280,Field View Residential Home,50855115,R5806,Residential Care (Adults),3105.96,13/07/2015,People Group,,,
INSERTED DETAIL,202171,Fillongley Pre-School,50852460,R6106,Private Providers - Early Years Funding,579.15,13/07/2015,People Group,,,
INSERTED DETAIL,202171,Fillongley Pre-School,50858281,R6106,Private Providers - Early Years Funding,735.15,20/07/2015,People Group,,,
INSERTED DETAIL,202187,Fire Service College,50851516,R3005,Fuel,1752.22,23/07/2015,Fire and Rescue,,,
INSERTED DETAIL,202187,Fire Service College,50841911,R1601,Training - External,2800.00,28/07/2015,Fire and Rescue,,,
INSERTED DETAIL,202187,Fire Service College,50857305,R1601,Training - External,2470.00,30/07/2015,Fire and Rescue,,,
INSERTED DETAIL,223755,Firmstep Ltd,50844425,R4409,Consultancy,1000.00,22/07/2015,Resources,,,
INSERTED DETAIL,223755,Firmstep Ltd,50844424,R4409,Consultancy,4400.00,22/07/2015,Resources,,,
INSERTED DETAIL,100095,First For Care Ltd,50855221,R5806,Residential Care (Adults),3224.88,13/07/2015,People Group,,,
INSERTED DETAIL,100095,First For Care Ltd,50855221,R5806,Residential Care (Adults),9202.19,13/07/2015,People Group,,,
INSERTED DETAIL,100095,First For Care Ltd,50855221,R5806,Residential Care (Adults),1853.72,13/07/2015,People Group,,,
INSERTED DETAIL,213139,Firstpoint Homecare,50846591,R5805,Homecare - External Domiciliary (Adults),1033.60,10/07/2015,People Group,,,
INSERTED DETAIL,226287,Five Rivers Childcare Ltd,50795908,R4056,Learning Resources Curriculum,-742.86,17/07/2015,People Group,,,
INSERTED DETAIL,226287,Five Rivers Childcare Ltd,50852065,R5822,Foster Care Payments - External,2223.00,17/07/2015,People Group,,,
INSERTED DETAIL,226287,Five Rivers Childcare Ltd,50852243,R5822,Foster Care Payments - External,3627.00,17/07/2015,People Group,,,
INSERTED DETAIL,226287,Five Rivers Childcare Ltd,50858538,R5822,Foster Care Payments - External,3627.00,31/07/2015,People Group,,,
INSERTED DETAIL,202217,Flutterbies,50852461,R6106,Private Providers - Early Years Funding,6645.37,13/07/2015,People Group,,,
INSERTED DETAIL,202217,Flutterbies,50852463,R6106,Private Providers - Early Years Funding,965.25,13/07/2015,People Group,,,
INSERTED DETAIL,202217,Flutterbies,50852462,R6106,Private Providers - Early Years Funding,1447.87,13/07/2015,People Group,,,
INSERTED DETAIL,226551,Food and Farming Compliance Ltd,50837131,R5702,Payments to External Contractors,919.01,03/07/2015,Communities,,,
INSERTED DETAIL,202223,Footsteps Day Nursery,50852465,R6106,Private Providers - Early Years Funding,2091.37,13/07/2015,People Group,,,
INSERTED DETAIL,208722,Forensics Ltd T/A ROAR Forensics,50850676,R4615,Mortuary/Pathology Expenses,510.00,07/07/2015,Other Services,,,
INSERTED DETAIL,208722,Forensics Ltd T/A ROAR Forensics,50840702,R4615,Mortuary/Pathology Expenses,1635.00,10/07/2015,Other Services,,,
INSERTED DETAIL,202235,Fortress Recycling Ltd,50834471,R2706,Refuse Collection / Waste Disposal,1862.50,01/07/2015,Communities,,,
INSERTED DETAIL,202235,Fortress Recycling Ltd,50834470,R2706,Refuse Collection / Waste Disposal,1492.55,01/07/2015,Communities,,,
INSERTED DETAIL,202235,Fortress Recycling Ltd,50856215,R2706,Refuse Collection / Waste Disposal,551.62,16/07/2015,Schools,,,
INSERTED DETAIL,202241,Foster Care Associates Ltd,50844807,R5822,Foster Care Payments - External,3038.70,07/07/2015,People Group,,,
INSERTED DETAIL,202241,Foster Care Associates Ltd,50847292,R5822,Foster Care Payments - External,3139.99,10/07/2015,People Group,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd,50848399,R5822,Foster Care Payments - External,6771.02,15/07/2015,People Group,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd,50848398,R5822,Foster Care Payments - External,3317.00,15/07/2015,People Group,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd,50847119,R5822,Foster Care Payments - External,-3317.00,15/07/2015,People Group,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd,50848396,R5822,Foster Care Payments - External,3946.30,15/07/2015,People Group,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd,50847120,R5822,Foster Care Payments - External,-749.00,15/07/2015,People Group,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd,50856348,R5822,Foster Care Payments - External,3151.15,16/07/2015,People Group,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd,50856344,R5822,Foster Care Payments - External,3049.50,16/07/2015,People Group,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd,50856347,R5822,Foster Care Payments - External,3151.15,16/07/2015,People Group,,,
INSERTED DETAIL,202241,Foster Care Associates Ltd,50847293,R5822,Foster Care Payments - External,3767.12,20/07/2015,People Group,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd,50857761,R5822,Foster Care Payments - External,3151.15,23/07/2015,People Group,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd,50857760,R5822,Foster Care Payments - External,3210.00,23/07/2015,People Group,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd,50856345,R5822,Foster Care Payments - External,642.00,28/07/2015,People Group,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd,50856346,R5822,Foster Care Payments - External,3210.00,28/07/2015,People Group,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd,50860242,R5822,Foster Care Payments - External,3210.00,28/07/2015,People Group,,,
INSERTED DETAIL,202241,Foster Care Associates Ltd,50859722,R5822,Foster Care Payments - External,1177.00,29/07/2015,People Group,,,
INSERTED DETAIL,202241,Foster Care Associates Ltd,50859723,R5822,Foster Care Payments - External,3317.00,30/07/2015,People Group,,,
INSERTED DETAIL,202241,Foster Care Associates Ltd,50859721,R5822,Foster Care Payments - External,3210.00,30/07/2015,People Group,,,
INSERTED DETAIL,202239,Foster Care Associates Ltd,50863581,R5822,Foster Care Payments - External,1284.00,31/07/2015,People Group,,,
INSERTED DETAIL,227873,Fostering Dimensions Ltd,50848744,R5822,Foster Care Payments - External,2302.30,17/07/2015,People Group,,,
INSERTED DETAIL,226182,Fostering Outcomes Ltd,50842366,R5822,Foster Care Payments - External,3030.00,01/07/2015,People Group,,,
INSERTED DETAIL,226182,Fostering Outcomes Ltd,50858291,R5822,Foster Care Payments - External,535.00,21/07/2015,People Group,,,
INSERTED DETAIL,226182,Fostering Outcomes Ltd,50854602,R5822,Foster Care Payments - External,3131.00,31/07/2015,People Group,,,
INSERTED DETAIL,202243,Fostering Solutions,50854626,R5822,Foster Care Payments - External,2952.63,15/07/2015,People Group,,,
INSERTED DETAIL,202243,Fostering Solutions,50854627,R5822,Foster Care Payments - External,2952.63,15/07/2015,People Group,,,
INSERTED DETAIL,225316,Foundation Fostering,50842982,R5822,Foster Care Payments - External,3754.20,01/07/2015,People Group,,,
INSERTED DETAIL,225316,Foundation Fostering,50842947,R5822,Foster Care Payments - External,3411.30,01/07/2015,People Group,,,
INSERTED DETAIL,225316,Foundation Fostering,50846185,R5822,Foster Care Payments - External,2256.00,17/07/2015,People Group,,,
INSERTED DETAIL,225316,Foundation Fostering,50851881,R5822,Foster Care Payments - External,3496.80,31/07/2015,People Group,,,
INSERTED DETAIL,225316,Foundation Fostering,50854226,R5822,Foster Care Payments - External,3879.34,31/07/2015,People Group,,,
INSERTED DETAIL,225316,Foundation Fostering,50854250,R5822,Foster Care Payments - External,3525.01,31/07/2015,People Group,,,
INSERTED DETAIL,100282,Fountain Lodge Care Home With Nursing,50855117,R5806,Residential Care (Adults),1557.96,13/07/2015,People Group,,,
INSERTED DETAIL,100282,Fountain Lodge Care Home With Nursing,50855117,R5806,Residential Care (Adults),1540.72,13/07/2015,People Group,,,
INSERTED DETAIL,216778,Four Sasons (Bamford) Ltd re Milverton Gate,50855197,R5806,Residential Care (Adults),1639.96,13/07/2015,People Group,,,
INSERTED DETAIL,225782,Four Seasons (Evedale) Ltd (Tudor Grange Care Home),50855321,R5806,Residential Care (Adults),1884.00,13/07/2015,People Group,,,
INSERTED DETAIL,100147,Four Seasons Healthcare Ltd (Millwater Residential Home),50855195,R5806,Residential Care (Adults),4896.00,13/07/2015,People Group,,,
INSERTED DETAIL,228614,Four Seasons Healthcare Ltd (The Royd Nursing Home),50855311,R5806,Residential Care (Adults),1080.00,13/07/2015,People Group,,,
INSERTED DETAIL,227805,Fowlers Forest Dairies Ltd,50858944,R4701,Grants To External Organisations,6658.90,23/07/2015,Communities,,,
INSERTED DETAIL,100068,Freedom Care Ltd,50855121,R5806,Residential Care (Adults),7086.20,13/07/2015,People Group,,,
INSERTED DETAIL,202264,Freight Transport Association Ltd,50863994,R1601,Training - External,1621.55,31/07/2015,Fire and Rescue,,,
INSERTED DETAIL,202268,Freshfields Nursery School Ltd,50852466,R6106,Private Providers - Early Years Funding,2541.83,13/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50846290,R5805,Homecare - External Domiciliary (Adults),3020.48,01/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50846270,R5805,Homecare - External Domiciliary (Adults),3284.52,01/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50846269,R5851,Supported Living,7055.20,01/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50846248,R5851,Supported Living,6547.80,01/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50849104,R5851,Supported Living,3741.00,03/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50849103,R5851,Supported Living,1870.50,03/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50849102,R5851,Supported Living,2803.88,03/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50849101,R5851,Supported Living,2803.88,03/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50849100,R5851,Supported Living,1401.94,03/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50849099,R5851,Supported Living,3741.00,03/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50849098,R5851,Supported Living,3741.00,03/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50849083,R5851,Supported Living,3741.00,03/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50849082,R5851,Supported Living,3741.00,03/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50849081,R5851,Supported Living,1870.50,03/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50849106,R5851,Supported Living,3741.00,03/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50849105,R5851,Supported Living,1870.50,03/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50857454,R5805,Homecare - External Domiciliary (Adults),3020.48,16/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50857457,R5851,Supported Living,3741.00,16/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50857456,R5851,Supported Living,3741.00,16/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50857455,R5805,Homecare - External Domiciliary (Adults),3284.52,16/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50857435,R5851,Supported Living,2803.88,16/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50857458,R5851,Supported Living,3741.00,16/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50864391,R5851,Supported Living,6910.68,31/07/2015,People Group,,,
INSERTED DETAIL,100066,Friendship Care And Housing (****0454),50864390,R5851,Supported Living,6910.68,31/07/2015,People Group,,,
INSERTED DETAIL,228230,Fusion Fostering Ltd,50836972,R5822,Foster Care Payments - External,4705.71,01/07/2015,People Group,,,
INSERTED DETAIL,228230,Fusion Fostering Ltd,50859736,R5822,Foster Care Payments - External,4862.57,31/07/2015,People Group,,,
INSERTED DETAIL,228869,G & G Plant Hire,50849868,R4038,Plant & Tools,2128.00,31/07/2015,Communities,,,
INSERTED DETAIL,205061,G P Homecare Ltd T/A Radis Community Care,50849827,R5805,Homecare - External Domiciliary (Adults),1308.06,03/07/2015,People Group,,,
INSERTED DETAIL,205061,G P Homecare Ltd T/A Radis Community Care,50849828,R5805,Homecare - External Domiciliary (Adults),1137.78,07/07/2015,People Group,,,
INSERTED DETAIL,205061,G P Homecare Ltd T/A Radis Community Care,50851518,R5805,Homecare - External Domiciliary (Adults),1572.48,07/07/2015,People Group,,,
INSERTED DETAIL,205061,G P Homecare Ltd T/A Radis Community Care,50851519,R5805,Homecare - External Domiciliary (Adults),786.24,10/07/2015,People Group,,,
INSERTED DETAIL,202303,G. Mcveigh & Co. Ltd,50855806,C1050,External Fees,142710.21,16/07/2015,Capital,,,
INSERTED DETAIL,223984,G4S Secure Solutions (UK) Ltd t/a G4S Fire Security Systems (UK) Ltd,50865096,R2024,Electrical (LE),3356.00,31/07/2015,Resources,,,
INSERTED DETAIL,223984,G4S Secure Solutions (UK) Ltd t/a G4S Fire Security Systems (UK) Ltd,50839443,R2010,Security Services,1844.40,31/07/2015,Resources,,,
INSERTED DETAIL,223984,G4S Secure Solutions (UK) Ltd t/a G4S Fire Security Systems (UK) Ltd,50839441,R2010,Security Services,-2213.28,31/07/2015,Resources,,,
INSERTED DETAIL,100290,Ga Hc Reit Ii Ch U.K. Senior Housing Portfolio Ltd T/As Gretton Homes,50855131,R5806,Residential Care (Adults),7373.04,13/07/2015,People Group,,,
INSERTED DETAIL,100290,Ga Hc Reit Ii Ch U.K. Senior Housing Portfolio Ltd T/As Gretton Homes,50855131,R5806,Residential Care (Adults),6786.60,13/07/2015,People Group,,,
INSERTED DETAIL,202321,Gab Robins UK Ltd,50847416,R2805,Material Damage Insurance Claims,750.00,03/07/2015,Other Services,,,
INSERTED DETAIL,221659,Gage-Tupper & Associates Ltd,50847594,R4409,Consultancy,2258.95,30/07/2015,Resources,,,
INSERTED DETAIL,221659,Gage-Tupper & Associates Ltd,50847595,R4409,Consultancy,1849.40,30/07/2015,Resources,,,
INSERTED DETAIL,207534,Gail Daniel (Totally Fitness and Dance),50847585,R4435,Swimming Instruction,1040.00,20/07/2015,People Group,,,
INSERTED DETAIL,100284,Galanos House,50855123,R5806,Residential Care (Adults),2348.20,13/07/2015,People Group,,,
INSERTED DETAIL,100284,Galanos House,50855123,R5806,Residential Care (Adults),5997.18,13/07/2015,People Group,,,
INSERTED DETAIL,100284,Galanos House,50855123,R5806,Residential Care (Adults),6045.97,13/07/2015,People Group,,,
INSERTED DETAIL,100284,Galanos House,50855123,R5806,Residential Care (Adults),1074.72,13/07/2015,People Group,,,
INSERTED DETAIL,100284,Galanos House,50855123,R5806,Residential Care (Adults),2048.20,13/07/2015,People Group,,,
INSERTED DETAIL,100284,Galanos House,50855123,R5806,Residential Care (Adults),19570.22,13/07/2015,People Group,,,
INSERTED DETAIL,100284,Galanos House,50855123,R5806,Residential Care (Adults),3699.44,13/07/2015,People Group,,,
INSERTED DETAIL,100284,Galanos House,50855123,R5806,Residential Care (Adults),4099.44,13/07/2015,People Group,,,
INSERTED DETAIL,202327,Galloway Training & Consultancy Ltd,50847113,R1101,Agency Staff Pay,2664.10,13/07/2015,Resources,,,
INSERTED DETAIL,206449,Gamma Business Communications,50859535,R4514,Telephone Rental,1454.55,29/07/2015,Resources,,,
INSERTED DETAIL,206449,Gamma Business Communications,50859534,R4514,Telephone Rental,16588.99,29/07/2015,Resources,,,
INSERTED DETAIL,220839,Garry Small t/a Clarendon Care Home,50855086,R5806,Residential Care (Adults),1835.12,13/07/2015,People Group,,,
INSERTED DETAIL,214734,Gateway 2 Learning Ltd,50856237,R4409,Consultancy,1100.00,16/07/2015,People Group,,,
INSERTED DETAIL,214734,Gateway 2 Learning Ltd,50860390,R4409,Consultancy,700.00,28/07/2015,People Group,,,
INSERTED DETAIL,224917,Gateway Psychology Ltd,50848782,R5822,Foster Care Payments - External,1663.50,02/07/2015,People Group,,,
INSERTED DETAIL,214625,GB Care Ltd t/as Acornhill Nursing Home,50855020,R5806,Residential Care (Adults),1915.84,13/07/2015,People Group,,,
INSERTED DETAIL,227283,GCA (UK) Ltd,50846646,C1030,"New Construction, Conversion & Renovation",711.00,10/07/2015,Capital,,,
INSERTED DETAIL,227283,GCA (UK) Ltd,50859560,C1030,"New Construction, Conversion & Renovation",1303.50,24/07/2015,Capital,,,
INSERTED DETAIL,202344,GCG Development Partnership Ltd,50856011,R2753,Grounds Maintenance Materials & Equipment,799.00,15/07/2015,Schools,,,
INSERTED DETAIL,224148,Generations Care Ltd,50842911,R5805,Homecare - External Domiciliary (Adults),606.54,07/07/2015,People Group,,,
INSERTED DETAIL,224148,Generations Care Ltd,50845395,R5805,Homecare - External Domiciliary (Adults),1985.48,07/07/2015,People Group,,,
INSERTED DETAIL,224148,Generations Care Ltd,50845965,R5805,Homecare - External Domiciliary (Adults),598.72,07/07/2015,People Group,,,
INSERTED DETAIL,224148,Generations Care Ltd,50858513,R5805,Homecare - External Domiciliary (Adults),1328.00,21/07/2015,People Group,,,
INSERTED DETAIL,224148,Generations Care Ltd,50858511,R5805,Homecare - External Domiciliary (Adults),1792.00,21/07/2015,People Group,,,
INSERTED DETAIL,224148,Generations Care Ltd,50858514,R5805,Homecare - External Domiciliary (Adults),560.00,21/07/2015,People Group,,,
INSERTED DETAIL,224148,Generations Care Ltd,50858488,R5805,Homecare - External Domiciliary (Adults),2016.00,23/07/2015,People Group,,,
INSERTED DETAIL,224148,Generations Care Ltd,50858487,R5805,Homecare - External Domiciliary (Adults),2224.00,23/07/2015,People Group,,,
INSERTED DETAIL,224148,Generations Care Ltd,50858486,R5805,Homecare - External Domiciliary (Adults),2016.00,23/07/2015,People Group,,,
INSERTED DETAIL,224148,Generations Care Ltd,50863988,R5805,Homecare - External Domiciliary (Adults),1792.00,30/07/2015,People Group,,,
INSERTED DETAIL,224148,Generations Care Ltd,50863985,R5805,Homecare - External Domiciliary (Adults),1792.00,30/07/2015,People Group,,,
INSERTED DETAIL,100116,Genesis Homes (Essex) Ltd,50855334,R5806,Residential Care (Adults),1984.00,13/07/2015,People Group,,,
INSERTED DETAIL,100120,Genesis Homes -Essex- Limited,50855211,R5806,Residential Care (Adults),1839.60,13/07/2015,People Group,,,
INSERTED DETAIL,100120,Genesis Homes -Essex- Limited,50855211,R5806,Residential Care (Adults),4339.64,13/07/2015,People Group,,,
INSERTED DETAIL,100120,Genesis Homes -Essex- Limited,50855211,R5806,Residential Care (Adults),3608.44,13/07/2015,People Group,,,
INSERTED DETAIL,100120,Genesis Homes -Essex- Limited,50855211,R5806,Residential Care (Adults),1839.60,13/07/2015,People Group,,,
INSERTED DETAIL,100120,Genesis Homes -Essex- Limited,50855211,R5806,Residential Care (Adults),9981.34,13/07/2015,People Group,,,
INSERTED DETAIL,100120,Genesis Homes -Essex- Limited,50855211,R5806,Residential Care (Adults),1839.60,13/07/2015,People Group,,,
INSERTED DETAIL,228205,Geoffrey Osborne Ltd,50855421,C1050,External Fees,27564.28,24/07/2015,Capital,,,
INSERTED DETAIL,228205,Geoffrey Osborne Ltd,50852336,C1050,External Fees,641605.31,24/07/2015,Capital,,,
INSERTED DETAIL,202363,George Eliot Hospital NHS Foundation Trust,50847286,R5702,Payments to External Contractors,37500.00,01/07/2015,Communities,,,
INSERTED DETAIL,202363,George Eliot Hospital NHS Foundation Trust,50847229,R5702,Payments to External Contractors,93474.00,01/07/2015,Communities,,,
INSERTED DETAIL,202363,George Eliot Hospital NHS Foundation Trust,50847285,R5702,Payments to External Contractors,208333.00,02/07/2015,Communities,,,
INSERTED DETAIL,202363,George Eliot Hospital NHS Foundation Trust,50850890,R5702,Payments to External Contractors,110337.50,07/07/2015,Communities,,,
INSERTED DETAIL,202363,George Eliot Hospital NHS Foundation Trust,50850889,R5702,Payments to External Contractors,21925.00,07/07/2015,Communities,,,
INSERTED DETAIL,999982,George Eliot Hospital NHS Trust,50856205,R4612,Projects,1000.00,17/07/2015,Communities,,,
INSERTED DETAIL,229100,George Smalling & Associates Ltd,50859409,R4409,Consultancy,550.00,23/07/2015,Resources,,,
,,GEOSYNTHETICS LTD,P-CARD,,, 937.86 ,20/07/2015,,,,
INSERTED DETAIL,209433,Geotechnics Limited,50863093,R5706,Payments to Third Parties - Recoverable Operating Expenditure,1078.40,31/07/2015,Communities,,,
