Supplier ID,Supplier Name,Transaction Number,Account,Description,Amount,Pay date,Group
202374,Getta Life,50187190,R5805,Homecare - External Domiciliary (Adults),715.68,18/09/2012,People Group
202374,Getta Life,50187204,R5805,Homecare - External Domiciliary (Adults),715.68,18/09/2012,People Group
202374,Getta Life,50187211,R5805,Homecare - External Domiciliary (Adults),7200.00,18/09/2012,People Group
202374,Getta Life,50187213,R5805,Homecare - External Domiciliary (Adults),6594.56,18/09/2012,People Group
202374,Getta Life,50187215,R5805,Homecare - External Domiciliary (Adults),7470.00,18/09/2012,People Group
202374,Getta Life,50187217,R5805,Homecare - External Domiciliary (Adults),7200.00,18/09/2012,People Group
202374,Getta Life,50187231,R5805,Homecare - External Domiciliary (Adults),6594.56,18/09/2012,People Group
202374,Getta Life,50187234,R5805,Homecare - External Domiciliary (Adults),6594.56,18/09/2012,People Group
202374,Getta Life,50187255,R5805,Homecare - External Domiciliary (Adults),715.68,18/09/2012,People Group
202374,Getta Life,50195707,R5805,Homecare - External Domiciliary (Adults),715.68,28/09/2012,People Group
202374,Getta Life,50195713,R5805,Homecare - External Domiciliary (Adults),715.68,28/09/2012,People Group
216701,Giffords Recycling Ltd,50181030,R2753,Grounds Maintenance Materials & Equipment,4896.00,11/09/2012,Communities
100069,Gildawood Court,50187841,R5811,Day Care Adult,4108.68,20/09/2012,People Group
202385,Gingham Pre School,50148554,R5702,Payments to External Contractors,11768.25,05/09/2012,People Group
211767,Globe Services,50174795,R2702,Contract Cleaning / Caretaking,621.49,13/09/2012,Communities
211767,Globe Services,50176533,R2702,Contract Cleaning / Caretaking,921.61,13/09/2012,Communities
202410,Godiva Ltd,50195322,R4030,Materials,601.10,28/09/2012,Communities
217351,Government Actuarys Department,50186192,R4409,Consultancy,3799.84,19/09/2012,Other Services
202443,Greenfields Nursery School,50148569,R5702,Payments to External Contractors,15451.02,05/09/2012,People Group
202454,Greswolde Construction,50186080,C1030,"New Construction, Conversion & Renovation",11331.25,14/09/2012,Capital
202464,Guest Motors Ltd,50191505,R4030,Materials,945.48,28/09/2012,Communities
202466,Guideposts Trust Ltd,50182181,R5805,Homecare - External Domiciliary (Adults),750.00,07/09/2012,People Group
202466,Guideposts Trust Ltd,50182232,R5805,Homecare - External Domiciliary (Adults),847.50,07/09/2012,People Group
202466,Guideposts Trust Ltd,50182234,R5805,Homecare - External Domiciliary (Adults),540.00,07/09/2012,People Group
202466,Guideposts Trust Ltd,50182236,R5805,Homecare - External Domiciliary (Adults),720.00,07/09/2012,People Group
202466,Guideposts Trust Ltd,50196280,R5805,Homecare - External Domiciliary (Adults),616.00,28/09/2012,People Group
202466,Guideposts Trust Ltd,50196282,R5805,Homecare - External Domiciliary (Adults),518.00,28/09/2012,People Group
202466,Guideposts Trust Ltd,50196284,R5805,Homecare - External Domiciliary (Adults),504.00,28/09/2012,People Group
202466,Guideposts Trust Ltd,50196287,R5805,Homecare - External Domiciliary (Adults),840.00,28/09/2012,People Group
202466,Guideposts Trust Ltd,50196289,R5805,Homecare - External Domiciliary (Adults),588.00,28/09/2012,People Group
202466,Guideposts Trust Ltd,50196291,R5805,Homecare - External Domiciliary (Adults),2156.00,28/09/2012,People Group
202466,Guideposts Trust Ltd,50196294,R5805,Homecare - External Domiciliary (Adults),588.00,28/09/2012,People Group
202468,Gunn Jcb Ltd,50184714,R3004,Repair & Maintenance Of Vehicles,539.73,17/09/2012,Communities
202474,Guy Salmon Land Rover,50185077,R4030,Materials,918.96,17/09/2012,Communities
202501,Haines Watts,50183592,R4413,External Audit Fees,681.70,14/09/2012,Resources
202501,Haines Watts,50183594,R4413,External Audit Fees,2733.33,14/09/2012,Resources
202501,Haines Watts,50183607,R4413,External Audit Fees,1093.33,14/09/2012,Resources
202510,Hampton Magna Pre-School,50148565,R5702,Payments to External Contractors,6922.50,05/09/2012,People Group
202518,Happy Faces Pre-School,50148753,R5702,Payments to External Contractors,5981.04,05/09/2012,People Group
202519,Happy Futures Day Nursery T/A Monkey Puzzle D,50148566,R5702,Payments to External Contractors,5150.34,05/09/2012,People Group
202520,Happy Tykes Pre-School,50148630,R5702,Payments to External Contractors,14952.60,05/09/2012,People Group
202525,Harbury Pre-School,50148649,R5702,Payments to External Contractors,4236.57,05/09/2012,People Group
211386,Harbury Village Library,50179330,R4612,Projects,500.00,10/09/2012,Resources
208525,Harrabin Construction Ltd,50186705,C1030,"New Construction, Conversion & Renovation",10306.57,18/09/2012,Capital
202542,Hartshill Parish Council,50184772,C1050,External Fees,25911.00,19/09/2012,Capital
216692,Hawkes Fire,50169521,R1601,Training - External,1375.00,05/09/2012,Fire and Rescue
202570,Headstar Day Nursery,50148676,R5702,Payments to External Contractors,4153.50,05/09/2012,People Group
202576,Hearing Products International Ltd,50184392,R4011,Equipment - Disabled Living,660.00,12/09/2012,People Group
208146,Heart Of England Promotions Ltd,50191298,R4103,Catering Disposables,675.00,25/09/2012,Resources
202586,Hedgerow Preschool Group,50148611,R5702,Payments to External Contractors,5399.55,05/09/2012,People Group
202601,Helping Hands Home Care,50178131,R5805,Homecare - External Domiciliary (Adults),1647.96,04/09/2012,People Group
202601,Helping Hands Home Care,50178142,R5805,Homecare - External Domiciliary (Adults),1309.44,04/09/2012,People Group
202601,Helping Hands Home Care,50180444,R5805,Homecare - External Domiciliary (Adults),595.20,04/09/2012,People Group
202601,Helping Hands Home Care,50180449,R5805,Homecare - External Domiciliary (Adults),624.96,04/09/2012,People Group
202601,Helping Hands Home Care,50180450,R5805,Homecare - External Domiciliary (Adults),714.24,04/09/2012,People Group
202601,Helping Hands Home Care,50180451,R5805,Homecare - External Domiciliary (Adults),863.04,04/09/2012,People Group
202601,Helping Hands Home Care,50180457,R5805,Homecare - External Domiciliary (Adults),952.32,04/09/2012,People Group
202601,Helping Hands Home Care,50180458,R5805,Homecare - External Domiciliary (Adults),714.24,04/09/2012,People Group
202601,Helping Hands Home Care,50180503,R5805,Homecare - External Domiciliary (Adults),624.96,04/09/2012,People Group
202601,Helping Hands Home Care,50180514,R5805,Homecare - External Domiciliary (Adults),677.04,04/09/2012,People Group
202601,Helping Hands Home Care,50180522,R5805,Homecare - External Domiciliary (Adults),505.92,04/09/2012,People Group
202601,Helping Hands Home Care,50180446,R5805,Homecare - External Domiciliary (Adults),1331.76,11/09/2012,People Group
202601,Helping Hands Home Care,50180452,R5805,Homecare - External Domiciliary (Adults),1041.60,11/09/2012,People Group
202601,Helping Hands Home Care,50180456,R5805,Homecare - External Domiciliary (Adults),1041.60,11/09/2012,People Group
202601,Helping Hands Home Care,50180463,R5805,Homecare - External Domiciliary (Adults),1086.24,11/09/2012,People Group
202601,Helping Hands Home Care,50180534,R5805,Homecare - External Domiciliary (Adults),1220.16,11/09/2012,People Group
202601,Helping Hands Home Care,50172604,R5805,Homecare - External Domiciliary (Adults),728.00,12/09/2012,People Group
202601,Helping Hands Home Care,50172785,R5805,Homecare - External Domiciliary (Adults),1439.36,12/09/2012,People Group
202601,Helping Hands Home Care,50174442,R5805,Homecare - External Domiciliary (Adults),995.72,12/09/2012,People Group
202601,Helping Hands Home Care,50174445,R5805,Homecare - External Domiciliary (Adults),886.08,12/09/2012,People Group
202601,Helping Hands Home Care,50174455,R5805,Homecare - External Domiciliary (Adults),907.00,12/09/2012,People Group
202601,Helping Hands Home Care,50184807,R5805,Homecare - External Domiciliary (Adults),773.76,12/09/2012,People Group
202601,Helping Hands Home Care,50184809,R5805,Homecare - External Domiciliary (Adults),773.76,12/09/2012,People Group
202601,Helping Hands Home Care,50184821,R5805,Homecare - External Domiciliary (Adults),675.36,12/09/2012,People Group
202601,Helping Hands Home Care,50184825,R5805,Homecare - External Domiciliary (Adults),667.32,12/09/2012,People Group
202601,Helping Hands Home Care,50184843,R5805,Homecare - External Domiciliary (Adults),1238.76,12/09/2012,People Group
202601,Helping Hands Home Care,50184850,R5805,Homecare - External Domiciliary (Adults),624.96,12/09/2012,People Group
202601,Helping Hands Home Care,50184835,R5805,Homecare - External Domiciliary (Adults),1309.44,13/09/2012,People Group
202601,Helping Hands Home Care,50184846,R5805,Homecare - External Domiciliary (Adults),1249.92,13/09/2012,People Group
202601,Helping Hands Home Care,50184847,R5805,Homecare - External Domiciliary (Adults),1458.24,13/09/2012,People Group
202601,Helping Hands Home Care,50185156,R5805,Homecare - External Domiciliary (Adults),706.80,13/09/2012,People Group
202601,Helping Hands Home Care,50185167,R5805,Homecare - External Domiciliary (Adults),624.96,13/09/2012,People Group
202601,Helping Hands Home Care,50185170,R5805,Homecare - External Domiciliary (Adults),624.96,13/09/2012,People Group
202601,Helping Hands Home Care,50185227,R5805,Homecare - External Domiciliary (Adults),610.08,13/09/2012,People Group
202601,Helping Hands Home Care,50185235,R5805,Homecare - External Domiciliary (Adults),610.08,13/09/2012,People Group
202601,Helping Hands Home Care,50185251,R5805,Homecare - External Domiciliary (Adults),627.12,13/09/2012,People Group
202601,Helping Hands Home Care,50185252,R5805,Homecare - External Domiciliary (Adults),627.12,13/09/2012,People Group
202601,Helping Hands Home Care,50185740,R5805,Homecare - External Domiciliary (Adults),520.80,14/09/2012,People Group
202601,Helping Hands Home Care,50185745,R5805,Homecare - External Domiciliary (Adults),520.80,14/09/2012,People Group
202601,Helping Hands Home Care,50185750,R5805,Homecare - External Domiciliary (Adults),520.80,14/09/2012,People Group
202601,Helping Hands Home Care,50185761,R5805,Homecare - External Domiciliary (Adults),706.80,14/09/2012,People Group
202601,Helping Hands Home Care,50185763,R5805,Homecare - External Domiciliary (Adults),706.80,14/09/2012,People Group
202601,Helping Hands Home Care,50185770,R5805,Homecare - External Domiciliary (Adults),566.82,14/09/2012,People Group
202601,Helping Hands Home Care,50185773,R5805,Homecare - External Domiciliary (Adults),520.80,14/09/2012,People Group
202601,Helping Hands Home Care,50185780,R5805,Homecare - External Domiciliary (Adults),550.74,14/09/2012,People Group
202601,Helping Hands Home Care,50185800,R5805,Homecare - External Domiciliary (Adults),528.24,14/09/2012,People Group
202601,Helping Hands Home Care,50185816,R5805,Homecare - External Domiciliary (Adults),535.68,14/09/2012,People Group
202601,Helping Hands Home Care,50186101,R5805,Homecare - External Domiciliary (Adults),558.00,14/09/2012,People Group
202601,Helping Hands Home Care,50185149,R5805,Homecare - External Domiciliary (Adults),2026.08,17/09/2012,People Group
202601,Helping Hands Home Care,50185162,R5805,Homecare - External Domiciliary (Adults),2026.08,17/09/2012,People Group
202601,Helping Hands Home Care,50185724,R5805,Homecare - External Domiciliary (Adults),1220.16,17/09/2012,People Group
202601,Helping Hands Home Care,50188655,R5805,Homecare - External Domiciliary (Adults),2970.24,20/09/2012,People Group
202601,Helping Hands Home Care,50189178,R5805,Homecare - External Domiciliary (Adults),610.08,20/09/2012,People Group
202601,Helping Hands Home Care,50189572,R5805,Homecare - External Domiciliary (Adults),937.44,20/09/2012,People Group
202601,Helping Hands Home Care,50189576,R5805,Homecare - External Domiciliary (Adults),833.28,20/09/2012,People Group
202601,Helping Hands Home Care,50189579,R5805,Homecare - External Domiciliary (Adults),937.44,20/09/2012,People Group
202601,Helping Hands Home Care,50189580,R5805,Homecare - External Domiciliary (Adults),833.28,20/09/2012,People Group
202601,Helping Hands Home Care,50189581,R5805,Homecare - External Domiciliary (Adults),520.80,20/09/2012,People Group
202601,Helping Hands Home Care,50189583,R5805,Homecare - External Domiciliary (Adults),566.82,20/09/2012,People Group
202601,Helping Hands Home Care,50189609,R5805,Homecare - External Domiciliary (Adults),520.80,20/09/2012,People Group
202601,Helping Hands Home Care,50189720,R5805,Homecare - External Domiciliary (Adults),528.24,20/09/2012,People Group
202601,Helping Hands Home Care,50189721,R5805,Homecare - External Domiciliary (Adults),833.28,20/09/2012,People Group
202601,Helping Hands Home Care,50189723,R5805,Homecare - External Domiciliary (Adults),691.92,20/09/2012,People Group
202601,Helping Hands Home Care,50189726,R5805,Homecare - External Domiciliary (Adults),952.32,20/09/2012,People Group
202601,Helping Hands Home Care,50189731,R5805,Homecare - External Domiciliary (Adults),952.32,20/09/2012,People Group
202601,Helping Hands Home Care,50189740,R5805,Homecare - External Domiciliary (Adults),833.28,20/09/2012,People Group
202601,Helping Hands Home Care,50189745,R5805,Homecare - External Domiciliary (Adults),833.28,20/09/2012,People Group
202601,Helping Hands Home Care,50189750,R5805,Homecare - External Domiciliary (Adults),758.88,20/09/2012,People Group
202601,Helping Hands Home Care,50189755,R5805,Homecare - External Domiciliary (Adults),578.88,20/09/2012,People Group
202601,Helping Hands Home Care,50189761,R5805,Homecare - External Domiciliary (Adults),773.76,20/09/2012,People Group
202601,Helping Hands Home Care,50189786,R5805,Homecare - External Domiciliary (Adults),684.48,20/09/2012,People Group
202601,Helping Hands Home Care,50189789,R5805,Homecare - External Domiciliary (Adults),739.68,20/09/2012,People Group
202601,Helping Hands Home Care,50189871,R5805,Homecare - External Domiciliary (Adults),624.96,20/09/2012,People Group
202601,Helping Hands Home Care,50189874,R5805,Homecare - External Domiciliary (Adults),624.96,20/09/2012,People Group
202601,Helping Hands Home Care,50189815,R5805,Homecare - External Domiciliary (Adults),624.96,21/09/2012,People Group
202601,Helping Hands Home Care,50189855,R5805,Homecare - External Domiciliary (Adults),610.08,21/09/2012,People Group
202601,Helping Hands Home Care,50189862,R5805,Homecare - External Domiciliary (Adults),505.92,21/09/2012,People Group
202601,Helping Hands Home Care,50189898,R5805,Homecare - External Domiciliary (Adults),833.28,21/09/2012,People Group
202601,Helping Hands Home Care,50192027,R5805,Homecare - External Domiciliary (Adults),1439.36,25/09/2012,People Group
202601,Helping Hands Home Care,50194115,R5805,Homecare - External Domiciliary (Adults),595.20,27/09/2012,People Group
202601,Helping Hands Home Care,50194142,R5805,Homecare - External Domiciliary (Adults),565.44,27/09/2012,People Group
202601,Helping Hands Home Care,50194273,R5805,Homecare - External Domiciliary (Adults),1205.28,27/09/2012,People Group
202601,Helping Hands Home Care,50194276,R5805,Homecare - External Domiciliary (Adults),1041.60,27/09/2012,People Group
202601,Helping Hands Home Care,50194281,R5805,Homecare - External Domiciliary (Adults),1205.28,27/09/2012,People Group
202601,Helping Hands Home Care,50194293,R5805,Homecare - External Domiciliary (Adults),1086.24,27/09/2012,People Group
202601,Helping Hands Home Care,50194302,R5805,Homecare - External Domiciliary (Adults),1063.92,27/09/2012,People Group
202601,Helping Hands Home Care,50194550,R5805,Homecare - External Domiciliary (Adults),1458.24,27/09/2012,People Group
202601,Helping Hands Home Care,50194559,R5805,Homecare - External Domiciliary (Adults),833.28,27/09/2012,People Group
202601,Helping Hands Home Care,50194560,R5805,Homecare - External Domiciliary (Adults),1220.16,27/09/2012,People Group
202601,Helping Hands Home Care,50194561,R5805,Homecare - External Domiciliary (Adults),1711.20,27/09/2012,People Group
202601,Helping Hands Home Care,50194574,R5805,Homecare - External Domiciliary (Adults),1726.08,27/09/2012,People Group
202601,Helping Hands Home Care,50194619,R5805,Homecare - External Domiciliary (Adults),546.72,27/09/2012,People Group
202601,Helping Hands Home Care,50194622,R5805,Homecare - External Domiciliary (Adults),546.72,27/09/2012,People Group
202601,Helping Hands Home Care,50194861,R5805,Homecare - External Domiciliary (Adults),684.48,27/09/2012,People Group
202601,Helping Hands Home Care,50194885,R5805,Homecare - External Domiciliary (Adults),684.48,27/09/2012,People Group
202601,Helping Hands Home Care,50194923,R5805,Homecare - External Domiciliary (Adults),1488.00,27/09/2012,People Group
202601,Helping Hands Home Care,50194935,R5805,Homecare - External Domiciliary (Adults),714.24,27/09/2012,People Group
202601,Helping Hands Home Care,50194938,R5805,Homecare - External Domiciliary (Adults),2194.92,27/09/2012,People Group
202601,Helping Hands Home Care,50194947,R5805,Homecare - External Domiciliary (Adults),624.96,27/09/2012,People Group
202601,Helping Hands Home Care,50194964,R5805,Homecare - External Domiciliary (Adults),714.24,27/09/2012,People Group
202601,Helping Hands Home Care,50194967,R5805,Homecare - External Domiciliary (Adults),598.92,27/09/2012,People Group
202601,Helping Hands Home Care,50194970,R5805,Homecare - External Domiciliary (Adults),1488.00,27/09/2012,People Group
202601,Helping Hands Home Care,50194976,R5805,Homecare - External Domiciliary (Adults),584.04,27/09/2012,People Group
202601,Helping Hands Home Care,50194977,R5805,Homecare - External Domiciliary (Adults),2146.68,27/09/2012,People Group
202601,Helping Hands Home Care,50194978,R5805,Homecare - External Domiciliary (Adults),766.32,27/09/2012,People Group
202601,Helping Hands Home Care,50194981,R5805,Homecare - External Domiciliary (Adults),833.28,27/09/2012,People Group
202601,Helping Hands Home Care,50194983,R5805,Homecare - External Domiciliary (Adults),736.56,27/09/2012,People Group
202601,Helping Hands Home Care,50194988,R5805,Homecare - External Domiciliary (Adults),610.08,27/09/2012,People Group
202601,Helping Hands Home Care,50194990,R5805,Homecare - External Domiciliary (Adults),624.96,27/09/2012,People Group
202601,Helping Hands Home Care,50194992,R5805,Homecare - External Domiciliary (Adults),675.36,27/09/2012,People Group
202601,Helping Hands Home Care,50194999,R5805,Homecare - External Domiciliary (Adults),833.28,27/09/2012,People Group
202601,Helping Hands Home Care,50195001,R5805,Homecare - External Domiciliary (Adults),624.96,27/09/2012,People Group
202601,Helping Hands Home Care,50195010,R5805,Homecare - External Domiciliary (Adults),675.36,27/09/2012,People Group
202601,Helping Hands Home Care,50195060,R5805,Homecare - External Domiciliary (Adults),1603.32,27/09/2012,People Group
202601,Helping Hands Home Care,50195090,R5805,Homecare - External Domiciliary (Adults),714.24,27/09/2012,People Group
202601,Helping Hands Home Care,50195091,R5805,Homecare - External Domiciliary (Adults),1621.92,27/09/2012,People Group
202601,Helping Hands Home Care,50195095,R5805,Homecare - External Domiciliary (Adults),595.20,27/09/2012,People Group
202601,Helping Hands Home Care,50195147,R5805,Homecare - External Domiciliary (Adults),578.88,28/09/2012,People Group
202601,Helping Hands Home Care,50195161,R5805,Homecare - External Domiciliary (Adults),578.88,28/09/2012,People Group
202601,Helping Hands Home Care,50195165,R5805,Homecare - External Domiciliary (Adults),1026.72,28/09/2012,People Group
202601,Helping Hands Home Care,50195179,R5805,Homecare - External Domiciliary (Adults),959.76,28/09/2012,People Group
202601,Helping Hands Home Care,50195480,R5805,Homecare - External Domiciliary (Adults),922.56,28/09/2012,People Group
202601,Helping Hands Home Care,50195487,R5805,Homecare - External Domiciliary (Adults),937.44,28/09/2012,People Group
202601,Helping Hands Home Care,50195499,R5805,Homecare - External Domiciliary (Adults),833.28,28/09/2012,People Group
202601,Helping Hands Home Care,50195500,R5805,Homecare - External Domiciliary (Adults),684.48,28/09/2012,People Group
202601,Helping Hands Home Care,50195501,R5805,Homecare - External Domiciliary (Adults),654.72,28/09/2012,People Group
202601,Helping Hands Home Care,50195506,R5805,Homecare - External Domiciliary (Adults),647.28,28/09/2012,People Group
202601,Helping Hands Home Care,50195543,R5805,Homecare - External Domiciliary (Adults),833.28,28/09/2012,People Group
202601,Helping Hands Home Care,50195550,R5805,Homecare - External Domiciliary (Adults),833.28,28/09/2012,People Group
202601,Helping Hands Home Care,50196232,R5805,Homecare - External Domiciliary (Adults),833.28,28/09/2012,People Group
202609,Henley College Coventry,50190493,R1601,Training - External,966.28,21/09/2012,Resources
216118,Henry Hinde Infant School (Academy),50186029,R2201,Rent,875.00,14/09/2012,Resources
202624,Her Majestys Courts Service,50188723,R4443,Professional Fees Admin,2600.00,25/09/2012,Resources
202624,Her Majestys Courts Service,50188724,R4443,Professional Fees Admin,700.00,25/09/2012,Resources
202624,Her Majestys Courts Service,50188725,R4443,Professional Fees Admin,700.00,25/09/2012,Resources
202624,Her Majestys Courts Service,50188736,R4443,Professional Fees Admin,1900.00,25/09/2012,Resources
202624,Her Majestys Courts Service,50188741,R4443,Professional Fees Admin,2600.00,25/09/2012,Resources
202624,Her Majestys Courts Service,50188771,R4443,Professional Fees Admin,1900.00,25/09/2012,Resources
100124,Hereward College,50191984,R5805,Homecare - External Domiciliary (Adults),3187.50,25/09/2012,People Group
211011,Heywood,50179272,R4512,Software,6208.59,05/09/2012,Resources
211011,Heywood,50189171,R4512,Software,1297.33,28/09/2012,Resources
202652,Hill Dickinson,50188479,R4927,Casualty Insurance Premiums,6180.00,19/09/2012,Other Services
202653,Hill Dickinson Llp,50181192,R4928,Casualty Insurance Claims,200000.00,06/09/2012,Other Services
202657,Hillcrest Care Ltd,50187702,R4415,Independent School Fees,2652.00,21/09/2012,People Group
202657,Hillcrest Care Ltd,50187725,R4415,Independent School Fees,2592.90,21/09/2012,People Group
,HMRC Shipley ,CHAPS,C1050,External Fees,14400.00,19/09/2012,Resources
208500,Hobart Uk Warewash,50175463,R2024,Electrical (LE),1481.00,05/09/2012,Resources
208500,Hobart Uk Warewash,50186210,R2024,Electrical (LE),1445.00,21/09/2012,Resources
208500,Hobart Uk Warewash,50190708,R2024,Electrical (LE),1445.00,28/09/2012,Resources
202684,Holly Lodge Day Nursery,50148631,R5702,Payments to External Contractors,8805.42,05/09/2012,People Group
202685,Hollyberries Nursery,50148761,R5702,Payments to External Contractors,5953.35,05/09/2012,People Group
100423,Home Farm Trust,50190572,R5810,Adult / Elderly Day Centre,890.48,24/09/2012,People Group
202698,Hopes and Dreams Day Nursery,50148698,R5702,Payments to External Contractors,3682.77,05/09/2012,People Group
202700,Hopwells Ltd,50180413,R4104,Food Costs / Provisions,5002.44,05/09/2012,Resources
202700,Hopwells Ltd,50183591,R4104,Food Costs / Provisions,43055.32,11/09/2012,Resources
202700,Hopwells Ltd,50187643,R4104,Food Costs / Provisions,35113.28,21/09/2012,Resources
202700,Hopwells Ltd,50192891,R4104,Food Costs / Provisions,40677.00,27/09/2012,Resources
202700,Hopwells Ltd,50194065,R4104,Food Costs / Provisions,5796.32,27/09/2012,Resources
202703,Horeston Grange Pre-School,50148653,R5702,Payments to External Contractors,5233.41,05/09/2012,People Group
202706,Hornbill Service Management Ltd,50183613,R4512,Software,19361.35,14/09/2012,Resources
202711,House of Light Nursery,50148773,R5702,Payments to External Contractors,4153.50,05/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179454,R5843,Extra Care,672.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179459,R5843,Extra Care,888.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179473,R5843,Extra Care,1344.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179474,R5843,Extra Care,1344.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179488,R5843,Extra Care,696.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179489,R5843,Extra Care,1512.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179490,R5843,Extra Care,540.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179491,R5843,Extra Care,792.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179494,R5843,Extra Care,552.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179503,R5843,Extra Care,672.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179521,R5843,Extra Care,504.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179523,R5843,Extra Care,768.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179526,R5843,Extra Care,504.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179530,R5843,Extra Care,528.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50179533,R5843,Extra Care,672.00,03/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180479,R5843,Extra Care,792.00,04/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180482,R5843,Extra Care,552.00,04/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180483,R5843,Extra Care,672.00,04/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180484,R5843,Extra Care,540.00,04/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180486,R5843,Extra Care,696.00,04/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180494,R5843,Extra Care,888.00,04/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180496,R5843,Extra Care,504.00,04/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180497,R5843,Extra Care,528.00,04/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180501,R5843,Extra Care,768.00,04/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180505,R5843,Extra Care,672.00,04/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180508,R5843,Extra Care,672.00,04/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180517,R5843,Extra Care,960.00,04/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180489,R5843,Extra Care,1344.00,05/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180490,R5843,Extra Care,1344.00,05/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50180543,R5843,Extra Care,1512.00,05/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50192033,R5805,Homecare - External Domiciliary (Adults),1703.68,25/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50194850,R5843,Extra Care,888.00,27/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50194851,R5843,Extra Care,1512.00,27/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50194852,R5843,Extra Care,792.00,27/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50194855,R5843,Extra Care,504.00,27/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50194856,R5843,Extra Care,504.00,27/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50194857,R5843,Extra Care,552.00,27/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50194860,R5843,Extra Care,540.00,27/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50194863,R5843,Extra Care,528.00,27/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50194865,R5843,Extra Care,696.00,27/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50194866,R5843,Extra Care,672.00,27/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50194886,R5843,Extra Care,768.00,27/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50194890,R5843,Extra Care,672.00,27/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50195098,R5843,Extra Care,504.00,27/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50195099,R5843,Extra Care,1008.00,28/09/2012,People Group
201314,Housing 21 (Formerly Claimar Care Ltd),50195100,R5843,Extra Care,1224.00,28/09/2012,People Group
202733,Humpty Dumpty Nursery,50148749,R5702,Payments to External Contractors,6230.25,05/09/2012,People Group
202737,Hurley  Nursery,50148774,R5702,Payments to External Contractors,9110.01,05/09/2012,People Group
216860,IML Direct,50167074,R4503,Hardware,1680.00,25/09/2012,Resources
216812,Incendo Limited,50193258,R4601,Conferences,1000.00,28/09/2012,Communities
202832,Independent Advocacy Funding Account,50175993,R4443,Professional Fees Admin,24801.84,05/09/2012,People Group
202832,Independent Advocacy Funding Account,50180652,R5808,SLA - Adult Carers,505.00,05/09/2012,People Group
202832,Independent Advocacy Funding Account,50181265,R5817,Counselling Services External (Adults),505.00,06/09/2012,People Group
202832,Independent Advocacy Funding Account,50181276,R5817,Counselling Services External (Adults),505.00,06/09/2012,People Group
202832,Independent Advocacy Funding Account,50181569,R4443,Professional Fees Admin,757.50,06/09/2012,People Group
