"setparameter select to_char(sysdate,'DD/MM/YYYY' ) as today from dual ",,,,,,,,,,,,,
,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,,
INSERTED DETAIL,100261,Castel Froma,51023237,R5806,Residential Care (Adults),3876.11,16/05/2016,People Group,,,,,
INSERTED DETAIL,100261,Castel Froma,51023237,R5806,Residential Care (Adults),2102.05,16/05/2016,People Group,,,,,
INSERTED DETAIL,208039,Cathedral Leasing,51025272,R2201,Rent,5937.50,23/05/2016,Resources,,,,,
INSERTED DETAIL,200411,Cathedral Motor Company Limited T/A Arbury Peugeot Leamington  (****1277),51021254,R4030,Materials,653.92,20/05/2016,Communities,,,,,
INSERTED DETAIL,222601,Cawston Grange Primary School - Academy,51023096,R6107,SEN Statements Funding - Non-Maintained Schools,6118.00,18/05/2016,People Group,,,,,
INSERTED DETAIL,222601,Cawston Grange Primary School - Academy,51024965,R4926,Other Insurance Claims,1650.00,20/05/2016,Schools,,,,,
INSERTED DETAIL,229817,CBRE Ltd,50997413,R4409,Consultancy,5000.00,27/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51003236,R4503,Hardware,938.00,06/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51008438,R4503,Hardware,2129.00,19/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51009227,R4503,Hardware,631.00,20/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51009244,R4503,Hardware,686.00,20/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51009245,R4503,Hardware,1218.00,20/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51010174,R4503,Hardware,2468.00,20/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51013190,R4503,Hardware,638.50,27/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51015816,R4503,Hardware,610.00,27/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51015910,R4503,Hardware,2524.00,27/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51015922,R4503,Hardware,631.00,27/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51025812,R4503,Hardware,610.00,19/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51025825,R4503,Hardware,631.00,19/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51025840,R4503,Hardware,686.00,19/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51025842,R4503,Hardware,631.00,19/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51025843,R4503,Hardware,631.00,19/05/2016,Resources,,,,,
INSERTED DETAIL,203368,CDW Ltd,51025846,R4503,Hardware,631.00,19/05/2016,Resources,,,,,
INSERTED DETAIL,100438,Cedar Court Nursing Home,51023239,R5806,Residential Care (Adults),1186.32,16/05/2016,People Group,,,,,
INSERTED DETAIL,209426,Cen Group Ltd,51026466,R5204,Concessionary Fares,1460.00,23/05/2016,Communities,,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,51023278,R5806,Residential Care (Adults),6095.64,16/05/2016,People Group,,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,51023278,R5806,Residential Care (Adults),7400.20,16/05/2016,People Group,,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,51023278,R5806,Residential Care (Adults),1867.56,16/05/2016,People Group,,,,,
INSERTED DETAIL,100278,Central England Healthcare  Ltd T/A Eversleigh Nursing Home,51023278,R5806,Residential Care (Adults),4096.24,16/05/2016,People Group,,,,,
INSERTED DETAIL,201174,Central Site Accommodation Ltd,51025083,C1030,"New Construction, Conversion & Renovation",27524.60,24/05/2016,Capital,,,,,
INSERTED DETAIL,201174,Central Site Accommodation Ltd,51025084,C1030,"New Construction, Conversion & Renovation",94154.00,24/05/2016,Capital,,,,,
INSERTED DETAIL,210382,Central Surgery,51017831,R5702,Payments to External Contractors,2071.95,06/05/2016,Communities,,,,,
INSERTED DETAIL,210382,Central Surgery,51028767,R5702,Payments to External Contractors,2710.33,27/05/2016,Communities,,,,,
INSERTED DETAIL,210382,Central Surgery,51028801,R5702,Payments to External Contractors,916.85,27/05/2016,Communities,,,,,
INSERTED DETAIL,210382,Central Surgery,51029205,R5702,Payments to External Contractors,1138.77,27/05/2016,Communities,,,,,
INSERTED DETAIL,222957,Centrebus Holdings Ltd t/a Hinckley Bus (****0268),51026461,R5204,Concessionary Fares,9940.00,23/05/2016,Communities,,,,,
INSERTED DETAIL,201179,Centrewire Ltd,51022237,R4030,Materials,1047.08,20/05/2016,Communities,,,,,
INSERTED DETAIL,100262,Cerrig Camu Ltd,51023242,R5806,Residential Care (Adults),5795.96,16/05/2016,People Group,,,,,
INSERTED DETAIL,218711,Certes Computing Ltd,51015899,R1101,Agency Staff Pay,9120.00,27/05/2016,People Group,,,,,
INSERTED DETAIL,201184,CFOA  Services  Ltd (****7575),51015341,R1601,Training - External,3936.00,20/05/2016,Fire and Rescue,,,,,
INSERTED DETAIL,201191,Chambray,51018147,R3204,Home To School / College Transport,1807.00,09/05/2016,People Group,,,,,
INSERTED DETAIL,201191,Chambray,51018149,R3204,Home To School / College Transport,2679.00,09/05/2016,People Group,,,,,
INSERTED DETAIL,201191,Chambray,51018690,R3204,Home To School / College Transport,2052.00,09/05/2016,People Group,,,,,
INSERTED DETAIL,221182,Chancery Lane Surgery,51017785,R5702,Payments to External Contractors,1116.47,06/05/2016,Communities,,,,,
INSERTED DETAIL,222596,Charles Horn MSc MCIArb CEDR Accredited Mediator,51009252,R5604,Commissioned Works,960.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,222596,Charles Horn MSc MCIArb CEDR Accredited Mediator,51011237,R5604,Commissioned Works,960.00,25/05/2016,People Group,,,,,
INSERTED DETAIL,222596,Charles Horn MSc MCIArb CEDR Accredited Mediator,51013891,R5604,Commissioned Works,960.00,27/05/2016,People Group,,,,,
INSERTED DETAIL,222596,Charles Horn MSc MCIArb CEDR Accredited Mediator,51022941,R5702,Payments to External Contractors,960.00,12/05/2016,People Group,,,,,
,,CHARLES J MARSHALL LTD,CHAPS,,,"1,325.00",19/05/2016,,,,,,
INSERTED DETAIL,201203,Charles Watts Engineering Ltd,51026898,R4030,Materials,882.97,27/05/2016,Communities,,,,,
INSERTED DETAIL,215001,Chartered Institute for Archaeologists,51006037,R4702,Subscriptions To Organisations,1269.00,13/05/2016,Communities,,,,,
INSERTED DETAIL,201210,Chartered Institute of Public Relations,51022940,R1601,Training - External,2750.00,20/05/2016,Resources,,,,,
INSERTED DETAIL,229193,Chaseskills,51014660,R4020,Fire Equipment Maintenance,960.00,27/05/2016,Fire and Rescue,,,,,
INSERTED DETAIL,100263,Chasewood Lodge,51023245,R5806,Residential Care (Adults),1905.32,16/05/2016,People Group,,,,,
INSERTED DETAIL,100263,Chasewood Lodge,51023245,R5806,Residential Care (Adults),1905.32,16/05/2016,People Group,,,,,
INSERTED DETAIL,100263,Chasewood Lodge,51023245,R5806,Residential Care (Adults),3810.64,16/05/2016,People Group,,,,,
INSERTED DETAIL,100263,Chasewood Lodge,51023245,R5806,Residential Care (Adults),24624.20,16/05/2016,People Group,,,,,
INSERTED DETAIL,100263,Chasewood Lodge,51023245,R5806,Residential Care (Adults),1905.32,16/05/2016,People Group,,,,,
INSERTED DETAIL,100263,Chasewood Lodge,51023245,R5806,Residential Care (Adults),5715.96,16/05/2016,People Group,,,,,
INSERTED DETAIL,100264,Chasewood Residential Care Home,51023244,R5806,Residential Care (Adults),3810.64,16/05/2016,People Group,,,,,
INSERTED DETAIL,100264,Chasewood Residential Care Home,51023244,R5806,Residential Care (Adults),1905.32,16/05/2016,People Group,,,,,
INSERTED DETAIL,100264,Chasewood Residential Care Home,51023244,R5806,Residential Care (Adults),3810.64,16/05/2016,People Group,,,,,
INSERTED DETAIL,100264,Chasewood Residential Care Home,51023244,R5806,Residential Care (Adults),7703.92,16/05/2016,People Group,,,,,
INSERTED DETAIL,223932,Chelsea and Westminster Hospital NHS Foundation Trust,51012050,R5702,Payments to External Contractors,1356.08,06/05/2016,Communities,,,,,
INSERTED DETAIL,214860,Chemtech Waste Management Limited,51012137,R5702,Payments to External Contractors,3903.50,19/05/2016,Communities,,,,,
INSERTED DETAIL,100016,Cherry Trees Residential Home,51023246,R5806,Residential Care (Adults),1905.32,16/05/2016,People Group,,,,,
INSERTED DETAIL,100016,Cherry Trees Residential Home,51023246,R5806,Residential Care (Adults),9061.34,16/05/2016,People Group,,,,,
INSERTED DETAIL,100016,Cherry Trees Residential Home,51023246,R5806,Residential Care (Adults),2264.40,16/05/2016,People Group,,,,,
INSERTED DETAIL,100016,Cherry Trees Residential Home,51023246,R5806,Residential Care (Adults),1905.32,16/05/2016,People Group,,,,,
INSERTED DETAIL,201225,Chesford Grange Hotel,51019415,R2204,Room Hire - External,1397.50,13/05/2016,People Group,,,,,
INSERTED DETAIL,201233,Chicken Joes Ltd,51021886,R4104,Food Costs / Provisions,501.92,18/05/2016,Resources,,,,,
INSERTED DETAIL,201233,Chicken Joes Ltd,51025882,R4104,Food Costs / Provisions,525.42,24/05/2016,Resources,,,,,
INSERTED DETAIL,216723,Child and Family Training (UK) Ltd,51000919,R1601,Training - External,659.99,04/05/2016,People Group,,,,,
INSERTED DETAIL,216723,Child and Family Training (UK) Ltd,51031606,R1601,Training - External,-659.99,31/05/2016,People Group,,,,,
INSERTED DETAIL,201234,Child Care Bureau Ltd,51019460,R5822,Foster Care Payments - External,3642.90,13/05/2016,People Group,,,,,
INSERTED DETAIL,228108,Childhood First,51007312,R5848,Residential Care (Children),19521.43,13/05/2016,People Group,,,,,
INSERTED DETAIL,201243,Chiltern Railways,51008695,R3302,Staff Travel - Rail,2204.05,06/05/2016,Communities,,,,,
INSERTED DETAIL,201243,Chiltern Railways,51010361,R3302,Staff Travel - Rail,2772.70,06/05/2016,Resources,,,,,
INSERTED DETAIL,201243,Chiltern Railways,51023611,R3302,Staff Travel - Rail,4444.20,17/05/2016,Communities,,,,,
INSERTED DETAIL,201256,Christies Care Ltd,51005585,R5805,Homecare - External Domiciliary (Adults),3652.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,201256,Christies Care Ltd,51005592,R5805,Homecare - External Domiciliary (Adults),3620.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,201256,Christies Care Ltd,51005596,R5805,Homecare - External Domiciliary (Adults),3472.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,222410,Christine Cooper - Field Court Chambers,51022875,R4443,Professional Fees Admin,875.00,13/05/2016,Resources,,,,,
INSERTED DETAIL,230743,Chroma Therapies Ltd,51008482,R5802,Substitute Care,1386.67,06/05/2016,People Group,,,,,
INSERTED DETAIL,230743,Chroma Therapies Ltd,51016702,R5802,Substitute Care,3536.00,25/05/2016,People Group,,,,,
INSERTED DETAIL,201278,Chrystal Consulting,51023685,R99C4,Operating Leases,7450.00,20/05/2016,Other Services,,,,,
INSERTED DETAIL,229728,Church Farm Brewery Ltd,51026037,C1060,Grants & Contributions To Outside Organisations,12187.95,23/05/2016,Capital,,,,,
INSERTED DETAIL,100265,Church Terrace Nursing Home,51023249,R5806,Residential Care (Adults),2058.95,16/05/2016,People Group,,,,,
INSERTED DETAIL,230361,Circom Ltd,51010385,R5207,Re-useable Credits,2439.00,20/05/2016,Communities,,,,,
INSERTED DETAIL,201299,City College Coventry,51020381,R5702,Payments to External Contractors,3733.00,10/05/2016,People Group,,,,,
,,CITY ELECTRICAL FA,CHAPS,,,749.75,07/06/2016,,,,,,
INSERTED DETAIL,220038,City of York Council,51007327,R5203,Inter Authority Payments,2087.90,13/05/2016,Communities,,,,,
INSERTED DETAIL,201308,Civica UK Ltd,51021301,R4512,Software,975.00,18/05/2016,Communities,,,,,
INSERTED DETAIL,201320,Clan Tools & Plant Ltd,51000747,R4019,Fire Equipment Purchase,6407.50,04/05/2016,Fire and Rescue,,,,,
INSERTED DETAIL,201320,Clan Tools & Plant Ltd,51012398,C1010,Acquisition Of New Assets,72046.50,26/05/2016,Capital,,,,,
INSERTED DETAIL,225834,Clare Considine Education Ltd,51006442,R5604,Commissioned Works,1000.00,05/05/2016,People Group,,,,,
INSERTED DETAIL,231071,Clarendon Care Group Ltd t/a Forestres Nursing Home,51023454,R5806,Residential Care (Adults),3621.43,16/05/2016,People Group,,,,,
INSERTED DETAIL,213034,Clarendon Lodge Medical Practice,51017787,R5702,Payments to External Contractors,5107.70,06/05/2016,Communities,,,,,
INSERTED DETAIL,213034,Clarendon Lodge Medical Practice,51028817,R5702,Payments to External Contractors,1136.59,27/05/2016,Communities,,,,,
INSERTED DETAIL,213034,Clarendon Lodge Medical Practice,51029216,R5702,Payments to External Contractors,1155.13,27/05/2016,Communities,,,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,51003655,R4108,Universal Infant Free School Meals Charges,867.10,06/05/2016,Schools,,,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,51003662,R4104,Food Costs / Provisions,944.10,06/05/2016,Schools,,,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,51025649,R4102,Catering Charges,2203.40,20/05/2016,Schools,,,,,
INSERTED DETAIL,211226,Class Catering Services Ltd,51025655,R4102,Catering Charges,1709.10,20/05/2016,Schools,,,,,
INSERTED DETAIL,209851,Clear Channel UK Ltd,51025190,R5802,Substitute Care,3280.00,27/05/2016,People Group,,,,,
INSERTED DETAIL,201336,Clearsound Alarms Ltd,51022918,R2024,Electrical (LE),2560.00,19/05/2016,Resources,,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,51004551,R5805,Homecare - External Domiciliary (Adults),790.50,06/05/2016,People Group,,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,51004600,R5805,Homecare - External Domiciliary (Adults),3063.95,06/05/2016,People Group,,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,51004605,R5805,Homecare - External Domiciliary (Adults),792.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,51004606,R5805,Homecare - External Domiciliary (Adults),516.50,06/05/2016,People Group,,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,51018213,R5805,Homecare - External Domiciliary (Adults),886.41,20/05/2016,People Group,,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,51018215,R5805,Homecare - External Domiciliary (Adults),2646.00,20/05/2016,People Group,,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,51018219,R5805,Homecare - External Domiciliary (Adults),529.20,20/05/2016,People Group,,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,51018234,R5805,Homecare - External Domiciliary (Adults),529.20,20/05/2016,People Group,,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,51018237,R5805,Homecare - External Domiciliary (Adults),926.10,20/05/2016,People Group,,,,,
INSERTED DETAIL,201341,Cleevelink Ltd,51018238,R5805,Homecare - External Domiciliary (Adults),740.88,20/05/2016,People Group,,,,,
INSERTED DETAIL,211025,Clifford House Fostering Ltd,51015556,R5822,Foster Care Payments - External,3450.00,27/05/2016,People Group,,,,,
INSERTED DETAIL,219972,Clifton Road Surgery,51022888,R5702,Payments to External Contractors,1930.12,13/05/2016,Communities,,,,,
INSERTED DETAIL,219972,Clifton Road Surgery,51028827,R5702,Payments to External Contractors,666.80,27/05/2016,Communities,,,,,
INSERTED DETAIL,219972,Clifton Road Surgery,51028833,R5702,Payments to External Contractors,1311.45,27/05/2016,Communities,,,,,
INSERTED DETAIL,213535,CLM Enterprises Ltd  t/a The Welcome Centre,51016047,R5807,SLA Social Care Provision,723.50,06/05/2016,People Group,,,,,
INSERTED DETAIL,213535,CLM Enterprises Ltd  t/a The Welcome Centre,51025876,R1601,Training - External,1578.50,20/05/2016,Communities,,,,,
INSERTED DETAIL,214736,Clyde & Co LLP,51017132,R4928,Casualty Insurance Claims,1350.00,13/05/2016,Other Services,,,,,
INSERTED DETAIL,999982,CMU Infrastructure Ltd,51025516,R9309,General Fees & Charges Income,615.00,25/05/2016,Communities,,,,,
INSERTED DETAIL,100381,Cofresh Homes Llp T/A Tudor Care Home,51023476,R5806,Residential Care (Adults),1904.00,16/05/2016,People Group,,,,,
INSERTED DETAIL,100381,Cofresh Homes Llp T/A Tudor Care Home,51023476,R5806,Residential Care (Adults),6478.68,16/05/2016,People Group,,,,,
INSERTED DETAIL,227584,Colin Harris (Chemists) Ltd T/A Bidford Pharmacy,51024849,R5702,Payments to External Contractors,1280.56,19/05/2016,Communities,,,,,
INSERTED DETAIL,214334,College of Law Services Ltd,51007969,R1601,Training - External,2195.00,06/05/2016,Resources,,,,,
INSERTED DETAIL,214334,College of Law Services Ltd,51007970,R1601,Training - External,1285.00,06/05/2016,Resources,,,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,51023253,R5806,Residential Care (Adults),3321.04,16/05/2016,People Group,,,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,51023253,R5806,Residential Care (Adults),4981.56,16/05/2016,People Group,,,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,51023253,R5806,Residential Care (Adults),1660.52,16/05/2016,People Group,,,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,51023253,R5806,Residential Care (Adults),16294.68,16/05/2016,People Group,,,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,51023253,R5806,Residential Care (Adults),1660.52,16/05/2016,People Group,,,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,51023253,R5806,Residential Care (Adults),1660.52,16/05/2016,People Group,,,,,
INSERTED DETAIL,100266,Collyhurst Nursing Home,51023253,R5806,Residential Care (Adults),3321.04,16/05/2016,People Group,,,,,
INSERTED DETAIL,223682,Communities Academies Trust - Wood End Primary School - Academy,51024437,R4905,Contingency,5540.00,20/05/2016,Schools,,,,,
INSERTED DETAIL,230629,Community Academies Trust,51027100,R4905,Contingency,600.00,24/05/2016,Resources,,,,,
INSERTED DETAIL,209454,Community Information Services Ltd,51014987,R5802,Substitute Care,795.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,209454,Community Information Services Ltd,51024590,R4302,Advertising Promotional Events & Goods,695.00,26/05/2016,Resources,,,,,
INSERTED DETAIL,201396,Community Transport Association,51027931,R4030,Materials,940.00,26/05/2016,Communities,,,,,
INSERTED DETAIL,224293,Community Websites Ltd,51010601,R5702,Payments to External Contractors,7500.00,10/05/2016,Communities,,,,,
INSERTED DETAIL,212497,Compass - Services To Tackle Problem Drug Use,51017940,R5702,Payments to External Contractors,30000.00,27/05/2016,Communities,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,50996276,R5801,Other Child Care,-514.75,06/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51004092,R5848,Residential Care (Children),17704.20,11/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51006667,R5822,Foster Care Payments - External,2297.70,06/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51008142,R5822,Foster Care Payments - External,2903.19,11/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51010993,R5822,Foster Care Payments - External,2817.18,12/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51013539,R5822,Foster Care Payments - External,2757.24,11/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51013543,R5822,Foster Care Payments - External,2997.00,11/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51013568,R5822,Foster Care Payments - External,2841.42,11/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51020003,R5822,Foster Care Payments - External,2903.19,10/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51020005,R5822,Foster Care Payments - External,2566.80,10/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51020012,R5822,Foster Care Payments - External,2757.24,10/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51020287,R5822,Foster Care Payments - External,2757.24,10/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51021013,R5822,Foster Care Payments - External,1470.53,11/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51021015,R5822,Foster Care Payments - External,2849.15,11/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51021016,R5822,Foster Care Payments - External,3191.45,11/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51021017,R5822,Foster Care Payments - External,1470.53,11/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51021018,R5822,Foster Care Payments - External,2849.15,11/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51021019,R5822,Foster Care Payments - External,1647.20,11/05/2016,People Group,,,,,
INSERTED DETAIL,201399,Compass Fostering Central Ltd t/a Compass Fostering,51021896,R5822,Foster Care Payments - External,2665.33,12/05/2016,People Group,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024853,R4051,Winter Maintenance Salt,5703.64,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024857,R4051,Winter Maintenance Salt,4516.01,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024861,R4051,Winter Maintenance Salt,4568.65,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024865,R4051,Winter Maintenance Salt,9112.58,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024867,R4051,Winter Maintenance Salt,5681.30,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024870,R4051,Winter Maintenance Salt,1103.88,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024873,R4051,Winter Maintenance Salt,6809.11,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024941,R4051,Winter Maintenance Salt,2273.96,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024942,R4051,Winter Maintenance Salt,1130.20,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024944,R4051,Winter Maintenance Salt,3417.72,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024945,R4051,Winter Maintenance Salt,2254.02,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024946,R4051,Winter Maintenance Salt,2263.59,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024947,R4051,Winter Maintenance Salt,2252.42,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024950,R4051,Winter Maintenance Salt,1144.56,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024951,R4051,Winter Maintenance Salt,1123.82,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024953,R4051,Winter Maintenance Salt,3065.17,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024954,R4051,Winter Maintenance Salt,3425.69,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024956,R4051,Winter Maintenance Salt,3395.38,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024957,R4051,Winter Maintenance Salt,2269.97,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024958,R4051,Winter Maintenance Salt,1142.96,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024959,R4051,Winter Maintenance Salt,2296.29,18/05/2016,Communities,,,,,
INSERTED DETAIL,205413,Compass Minerals UK Ltd,51024961,R4051,Winter Maintenance Salt,3428.08,18/05/2016,Communities,,,,,
INSERTED DETAIL,228081,Complete Tree Care Ltd,51012334,R1101,Agency Staff Pay,1874.40,26/05/2016,Communities,,,,,
INSERTED DETAIL,228081,Complete Tree Care Ltd,51014802,R1101,Agency Staff Pay,600.00,27/05/2016,Communities,,,,,
INSERTED DETAIL,100093,Condover College Ltd,51023254,R5806,Residential Care (Adults),17680.33,16/05/2016,People Group,,,,,
INSERTED DETAIL,201414,Conduce Group Ltd,51006451,R4505,ICT Supplies / Consumables,1800.00,13/05/2016,Communities,,,,,
INSERTED DETAIL,201414,Conduce Group Ltd,51013201,R4505,ICT Supplies / Consumables,600.00,27/05/2016,Communities,,,,,
INSERTED DETAIL,226891,Continuity Healthcare Services Ltd,51023034,R5805,Homecare - External Domiciliary (Adults),675.00,17/05/2016,People Group,,,,,
INSERTED DETAIL,226891,Continuity Healthcare Services Ltd,51023044,R5805,Homecare - External Domiciliary (Adults),1725.00,17/05/2016,People Group,,,,,
INSERTED DETAIL,207697,Conwy County Borough Council,51015844,R2301,Rates,1042.15,27/05/2016,People Group,,,,,
INSERTED DETAIL,201434,Cooleraid Ltd,51023162,R4048,Water Machines,2200.00,13/05/2016,Resources,,,,,
INSERTED DETAIL,201434,Cooleraid Ltd,51023172,R4048,Water Machines,880.00,13/05/2016,Resources,,,,,
INSERTED DETAIL,201434,Cooleraid Ltd,51023175,R4048,Water Machines,550.00,13/05/2016,Resources,,,,,
INSERTED DETAIL,201434,Cooleraid Ltd,51025244,R4048,Water Machines,880.00,18/05/2016,Resources,,,,,
INSERTED DETAIL,226563,Corkhill Consultancy,51014452,R4409,Consultancy,800.00,25/05/2016,Communities,,,,,
INSERTED DETAIL,230270,CoSocius Ltd,50968483,R4409,Consultancy,9000.00,24/05/2016,Resources,,,,,
INSERTED DETAIL,224589,Country Care Children's Homes Ltd,51003091,R5848,Residential Care (Children),13208.00,06/05/2016,People Group,,,,,
INSERTED DETAIL,224589,Country Care Children's Homes Ltd,51012367,R5848,Residential Care (Children),13208.00,26/05/2016,People Group,,,,,
INSERTED DETAIL,201470,County Councils Network,51001910,R4702,Subscriptions To Organisations,12200.00,05/05/2016,Other Services,,,,,
INSERTED DETAIL,228436,Courtyard Care Ltd,51003098,R5848,Residential Care (Children),14571.30,06/05/2016,People Group,,,,,
INSERTED DETAIL,201484,Coventry & Warwickshire Sign Language (****3557),51022347,R4418,Interpreting & Sign Language Service,7312.50,13/05/2016,People Group,,,,,
INSERTED DETAIL,201486,Coventry and Warwickshire Chamber of Commerce,51005652,R4302,Advertising Promotional Events & Goods,7500.00,12/05/2016,Communities,,,,,
INSERTED DETAIL,201487,Coventry and Warwickshire Partnership NHS Trust,51023257,R5806,Residential Care (Adults),13389.44,16/05/2016,People Group,,,,,
INSERTED DETAIL,201494,Coventry City Council,51019740,R2301,Rates,798.47,10/05/2016,People Group,,,,,
INSERTED DETAIL,201494,Coventry City Council,51026273,R2301,Rates,994.63,20/05/2016,People Group,,,,,
INSERTED DETAIL,201494,Coventry City Council,51026277,R2301,Rates,968.38,20/05/2016,People Group,,,,,
