Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Directorate,
220586,Diamond Bus Company Ltd,51448772,R3204,Home To School / College Transport,"10,000.00",25/10/2018,Communities,
225028,Diamond Sports Coaching,51441354,R4030,Materials,"1,348.75",25/10/2018,Schools,
201764,Diocesan Education Service,51434456,R4702,Subscriptions To Organisations,808.00,05/10/2018,Schools,
201769,Direct Taxis,51449353,R3204,Home To School / College Transport,"1,440.00",18/10/2018,Communities,
201769,Direct Taxis,51449360,R3204,Home To School / College Transport,603.50,18/10/2018,Communities,
201537,Disclosure and Barring Service,51435595,R1503,Staff DBS Checks,"15,434.00",05/10/2018,Resources,
210064,Distinctive Taxis Ltd t/a 007 Stratford's Taxis,51448761,R3204,Home To School / College Transport,538.00,25/10/2018,Communities,
210064,Distinctive Taxis Ltd t/a 007 Stratford's Taxis,51449436,R3206,Client/Customer/Pupil Travel,516.00,30/10/2018,People Directorate,
237198,DLG Legal Services Ltd Client Account,51443908,R4928,Other Insurance Claims,"23,736.09",03/10/2018,Other Services,
237456,DMR Training,51452242,R1601,Training,"2,431.00",26/10/2018,Communities,
221329,Dodd Group (Midlands) Ltd,51440429,C1030,"New Construction, Conversion & Renovation","11,756.41",03/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437613,C1030,"New Construction, Conversion & Renovation","3,223.65",03/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437752,C1030,"New Construction, Conversion & Renovation","5,691.84",04/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51434166,R2023,Property Services Mechanical (LM),768.25,04/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434163,R2023,Property Services Mechanical (LM),653.07,04/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434118,R2023,Property Services Mechanical (LM),603.10,04/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434155,R2023,Property Services Mechanical (LM),"1,687.06",04/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434143,R2023,Property Services Mechanical (LM),602.77,04/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434167,R2023,Property Services Mechanical (LM),"1,403.97",04/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434102,R2023,Property Services Mechanical (LM),593.70,04/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434113,R2023,Property Services Mechanical (LM),602.51,04/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51437635,C1030,"New Construction, Conversion & Renovation","41,667.46",04/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51434180,R2024,Property Services Electrical (LE),627.86,04/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434158,R2023,Property Services Mechanical (LM),812.18,04/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51435529,R2023,Property Services Mechanical (LM),737.38,05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51435522,R2023,Property Services Mechanical (LM),737.38,05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51435039,R2023,Property Services Mechanical (LM),721.59,05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51435011,R2023,Property Services Mechanical (LM),"1,687.03",05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434998,R2023,Property Services Mechanical (LM),669.08,05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434997,R2023,Property Services Mechanical (LM),642.93,05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434981,R2023,Property Services Mechanical (LM),"1,194.99",05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434978,R2023,Property Services Mechanical (LM),"1,629.11",05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434977,R2023,Property Services Mechanical (LM),610.42,05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51437611,R2024,Property Services Electrical (LE),"129,559.70",05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51437750,C1030,"New Construction, Conversion & Renovation","73,479.76",05/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437749,C1030,"New Construction, Conversion & Renovation","2,186.00",05/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437744,C1030,"New Construction, Conversion & Renovation","38,455.50",05/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437723,C1030,"New Construction, Conversion & Renovation","11,981.16",05/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437722,C1030,"New Construction, Conversion & Renovation","124,349.93",05/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437720,C1030,"New Construction, Conversion & Renovation","62,600.44",05/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437719,C1030,"New Construction, Conversion & Renovation","18,951.71",05/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437718,C1030,"New Construction, Conversion & Renovation","10,780.23",05/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437717,C1030,"New Construction, Conversion & Renovation","18,395.56",05/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437716,C1030,"New Construction, Conversion & Renovation","42,628.22",05/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437715,C1030,"New Construction, Conversion & Renovation","127,019.30",05/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51435050,R2024,Property Services Electrical (LE),559.27,05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51435009,R2024,Property Services Electrical (LE),884.61,05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51435003,R2024,Property Services Electrical (LE),735.18,05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434999,R2024,Property Services Electrical (LE),953.45,05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434989,R2024,Property Services Electrical (LE),526.24,05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434982,R2024,Property Services Electrical (LE),699.08,05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51434976,R2024,Property Services Electrical (LE),968.86,05/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51437883,R2024,Property Services Electrical (LE),"3,661.64",10/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51436765,R2023,Property Services Mechanical (LM),796.64,11/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51436751,R2023,Property Services Mechanical (LM),"1,456.88",11/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51436767,R2023,Property Services Mechanical (LM),611.99,11/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51440102,R2023,Property Services Mechanical (LM),"1,685.37",11/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51436764,R2023,Property Services Mechanical (LM),"1,093.20",11/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51436761,R2023,Property Services Mechanical (LM),797.93,11/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51436758,R2023,Property Services Mechanical (LM),645.65,11/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51447369,R2024,Property Services Electrical (LE),"2,564.66",12/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51440425,R2024,Property Services Electrical (LE),"52,772.80",12/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51437893,C1030,"New Construction, Conversion & Renovation","32,916.80",12/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437880,R2024,Property Services Electrical (LE),"3,173.85",12/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51437895,C1030,"New Construction, Conversion & Renovation","1,395.49",12/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437282,R2023,Property Services Mechanical (LM),658.54,12/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51437891,C1030,"New Construction, Conversion & Renovation","-56,965.09",12/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51437284,R2023,Property Services Mechanical (LM),739.43,12/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51447397,R2024,Property Services Electrical (LE),977.94,12/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51447398,R2024,Property Services Electrical (LE),"1,496.34",12/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51437292,R2023,Property Services Mechanical (LM),773.00,12/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51437295,R2023,Property Services Mechanical (LM),617.67,12/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51438843,R2023,Property Services Mechanical (LM),985.54,12/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51440427,C1030,"New Construction, Conversion & Renovation","74,850.24",17/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51440426,C1030,"New Construction, Conversion & Renovation","31,430.48",18/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51439229,R2023,Property Services Mechanical (LM),619.61,19/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51439234,R2023,Property Services Mechanical (LM),"1,127.92",19/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51439238,R2023,Property Services Mechanical (LM),512.96,19/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51439277,R2023,Property Services Mechanical (LM),"1,214.01",19/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51440098,R2023,Property Services Mechanical (LM),"1,118.34",19/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51440138,R2023,Property Services Mechanical (LM),863.76,19/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51439236,R2024,Property Services Electrical (LE),"1,668.88",19/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51439241,R2024,Property Services Electrical (LE),844.51,19/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51439276,R2024,Property Services Electrical (LE),657.05,19/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51440143,R2024,Property Services Electrical (LE),624.95,19/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51440428,C1030,"New Construction, Conversion & Renovation","72,316.52",19/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51444332,C1030,"New Construction, Conversion & Renovation","2,849.76",24/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51441762,R2024,Property Services Electrical (LE),"2,036.39",24/10/2018,Resources,
221329,Dodd Group (Midlands) Ltd,51444317,C1030,"New Construction, Conversion & Renovation","1,631.49",24/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51444385,C1030,"New Construction, Conversion & Renovation","8,543.05",25/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51444390,C1030,"New Construction, Conversion & Renovation","7,711.68",25/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51444384,C1030,"New Construction, Conversion & Renovation","6,030.47",25/10/2018,Capital,
221329,Dodd Group (Midlands) Ltd,51445263,C1030,"New Construction, Conversion & Renovation","2,660.25",26/10/2018,Capital,
222982,Doorway (Grant Payment ****8744),51434585,R5807,Social Care Block Contracts,"7,090.00",05/10/2018,People Directorate,
218071,Dordon Primary School (Academy),51449684,R6107,SEN Statements Funding,739.00,19/10/2018,Communities,
,Dove Steel Doors & Shu,10177,,,906.89,01/10/2018,Communities,
201841,Drive Motor Retail Ltd t/a Drive Vauxhall,51439384,R4030,Materials,634.04,11/10/2018,Communities,
201841,Drive Motor Retail Ltd t/a Drive Vauxhall,51442782,R4030,Materials,634.04,25/10/2018,Communities,
201851,Dudley Lodge,51434077,R5801,Carer Allowance Payments,"18,674.29",04/10/2018,People Directorate,
201851,Dudley Lodge,51435096,R5801,Carer Allowance Payments,"18,354.29",05/10/2018,People Directorate,
201851,Dudley Lodge,51435098,R5801,Carer Allowance Payments,"1,340.00",05/10/2018,People Directorate,
201851,Dudley Lodge,51435362,R5801,Carer Allowance Payments,"4,700.00",05/10/2018,People Directorate,
220003,Durham Businesswear Ltd,51440474,R4205,"Clothing, Uniforms & Laundry",592.01,19/10/2018,Resources,
212369,DWR Cymru Cyfyngedig - Welsh Water,51438994,R2401,Water Supply,"3,200.98",19/10/2018,People Directorate,
201910,E.On ****6103,51450795,R2102,Energy Costs,"1,468.74",25/10/2018,Communities,
201912,E.On Energy ****5970 (Unmetered Supplies),51447161,C1050,External Fees,539.00,30/10/2018,Capital,
201916,E.On Energy Solutions Ltd (Street Lighting),51444620,R2102,Energy Costs,590.00,05/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51444624,R2102,Energy Costs,776.00,05/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51444631,R2102,Energy Costs,590.00,05/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51444633,R2102,Energy Costs,536.00,05/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51444663,R2102,Energy Costs,776.00,05/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51444665,R2102,Energy Costs,"2,098.00",05/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51444666,R2102,Energy Costs,776.00,05/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51444755,R2102,Energy Costs,"1,199.00",05/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51448148,R2102,Energy Costs,770.00,18/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51445319,R2102,Energy Costs,"1,121.00",24/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51445320,R2102,Energy Costs,"2,056.00",24/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51445323,R2102,Energy Costs,849.00,24/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51445325,R2102,Energy Costs,"1,028.00",24/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51445358,R2102,Energy Costs,520.00,24/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51445360,R2102,Energy Costs,"1,028.00",24/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51445507,R5702,Payments to External Contractors,"1,162.00",24/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51445324,R2102,Energy Costs,"1,204.00",24/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51448154,R2102,Energy Costs,701.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51448151,R2102,Energy Costs,"6,763.00",26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51448146,R2102,Energy Costs,788.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51448144,R2102,Energy Costs,788.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51448141,R2102,Energy Costs,520.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51448140,R2102,Energy Costs,663.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51447125,R2102,Energy Costs,901.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51447122,R2102,Energy Costs,776.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51447120,R2102,Energy Costs,801.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51447117,R2102,Energy Costs,"1,226.00",26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51447113,R2102,Energy Costs,536.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51447112,R2102,Energy Costs,663.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51447111,R2102,Energy Costs,"1,552.00",26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51447110,R2102,Energy Costs,822.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51447109,R2102,Energy Costs,528.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51447108,R2102,Energy Costs,520.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51447107,R2102,Energy Costs,678.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51447104,R2102,Energy Costs,663.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51447096,R2102,Energy Costs,608.00,26/10/2018,Communities,
201916,E.On Energy Solutions Ltd (Street Lighting),51450783,C1030,"New Construction, Conversion & Renovation","2,022.00",26/10/2018,Capital,
201916,E.On Energy Solutions Ltd (Street Lighting),51447097,R2102,Energy Costs,520.00,26/10/2018,Communities,
201930,Eastern Shires Purchasing Organisation,51442478,R4008,Equipment,720.00,11/10/2018,Schools,
201930,Eastern Shires Purchasing Organisation,51449237,R2002,Building Maintenance,"-1,666.00",17/10/2018,Schools,
201930,Eastern Shires Purchasing Organisation,51447982,R4008,Equipment,550.00,25/10/2018,Schools,
221492,Easynet Enterprise Services Ltd c/c Interoute Communications Ltd,51443522,R4513,Telephones & Broadband,"4,504.00",31/10/2018,Resources,
224507,ECM Education Consultants Ltd,51440034,R4441,Professional Fees,"2,250.00",05/10/2018,Schools,
201945,Ecoline,51450336,C1030,"New Construction, Conversion & Renovation",700.00,23/10/2018,Capital,
201946,Econ Engineering Ltd,51441441,R3010,Purchase Of Vehicles,"57,000.00",04/10/2018,Communities,
201946,Econ Engineering Ltd,51441447,R3010,Purchase Of Vehicles,"57,000.00",04/10/2018,Communities,
201946,Econ Engineering Ltd,51445451,R4030,Materials,652.40,09/10/2018,Communities,
201946,Econ Engineering Ltd,51444542,R4030,Materials,"5,040.00",12/10/2018,Communities,
201946,Econ Engineering Ltd,51441786,R3010,Purchase Of Vehicles,"57,000.00",22/10/2018,Communities,
201946,Econ Engineering Ltd,51441757,R3010,Purchase Of Vehicles,"57,000.00",22/10/2018,Communities,
201946,Econ Engineering Ltd,51441789,R3010,Purchase Of Vehicles,"57,000.00",26/10/2018,Communities,
234615,Educaterers Ltd,51442164,R4102,Catering Services & Supplies,"3,300.30",02/10/2018,Schools,
234615,Educaterers Ltd,51444483,R4102,Catering Services & Supplies,"4,787.81",05/10/2018,Schools,
222150,Edward Brain & Sons Ltd,51450256,R4008,Equipment,688.00,30/10/2018,Communities,
204614,EE Ltd (Orange Airtime ****1263),51444316,R4513,Telephones & Broadband,714.57,10/10/2018,Fire and Rescue,
204614,EE Ltd (Orange Airtime ****1263),51444314,R4513,Telephones & Broadband,963.64,10/10/2018,Fire and Rescue,
233845,Elysian Field Ltd,51439076,R5459,Leaving Care Accommodation,"2,340.00",19/10/2018,People Directorate,
202022,Emergency One UK Ltd,51452053,R3004,Repair & Maintenance Of Vehicles,800.00,26/10/2018,Fire and Rescue,
209118,Emos Information Systems Ltd,51434071,R4015,Equipment Repair & Maintenance,744.00,04/10/2018,Resources,
209118,Emos Information Systems Ltd,51434068,R4015,Equipment Repair & Maintenance,744.00,04/10/2018,Resources,
220152,Encore Personnel Services Ltd,51437393,R1101,Agency Staff Pay,664.72,03/10/2018,Communities,
220152,Encore Personnel Services Ltd,51448960,R1101,Agency Staff Pay,"1,139.52",24/10/2018,Communities,
235618,Energ!se Ltd,51439763,R4441,Professional Fees,"2,300.00",08/10/2018,Schools,
235618,Energ!se Ltd,51439765,R4441,Professional Fees,"2,700.00",08/10/2018,Schools,
202050,Envirocare Midlands Ltd,51441753,C1030,"New Construction, Conversion & Renovation",540.00,12/10/2018,Capital,
202050,Envirocare Midlands Ltd,51438798,C1030,"New Construction, Conversion & Renovation","4,895.00",12/10/2018,Capital,
202050,Envirocare Midlands Ltd,51441755,C1030,"New Construction, Conversion & Renovation",540.00,17/10/2018,Capital,
202050,Envirocare Midlands Ltd,51444376,C1030,"New Construction, Conversion & Renovation",545.00,17/10/2018,Capital,
202050,Envirocare Midlands Ltd,51438796,C1030,"New Construction, Conversion & Renovation",540.00,18/10/2018,Capital,
202050,Envirocare Midlands Ltd,51439011,C1030,"New Construction, Conversion & Renovation",600.00,18/10/2018,Capital,
235211,Equality and Inclusion Partnership (EQuIP),51433671,R5702,Payments to External Contractors,"11,875.00",01/10/2018,Communities,
210314,Equilibrium Youth Work CIC,51438553,R5702,Payments to External Contractors,756.20,18/10/2018,Communities,
202062,Equine Learning CIC,51450635,R5702,Payments to External Contractors,900.00,26/10/2018,Communities,
202062,Equine Learning CIC,51449559,R5702,Payments to External Contractors,"1,800.00",26/10/2018,Communities,
202062,Equine Learning CIC,51451150,R5702,Payments to External Contractors,"3,080.00",26/10/2018,Communities,
235351,Ercall Wood Technology College,51442858,R6109,Funding payment to Academies and Non WCC Schools,600.00,01/10/2018,Communities,
232898,Erdington Academy,51442857,R6109,Funding payment to Academies and Non WCC Schools,600.00,01/10/2018,Communities,
227885,Ernesford Grange Community Academy,51442855,R6109,Funding payment to Academies and Non WCC Schools,"1,800.00",01/10/2018,Communities,
208677,Esh Works Ltd,51441010,R5702,Payments to External Contractors,"2,200.00",24/10/2018,Communities,
202076,ESP Systex Ltd,51439406,R4505,ICT Supplies / Consumables,"1,454.66",19/10/2018,Communities,
202076,ESP Systex Ltd,51439409,R4310,"Printing, Photocopying and Reprographics",811.30,19/10/2018,Communities,
215263,ESPO Energy,51441474,R2102,Energy Costs,"1,275.77",03/10/2018,Resources,
215263,ESPO Energy,51441823,R2102,Energy Costs,774.04,03/10/2018,Resources,
215263,ESPO Energy,51441470,R2102,Energy Costs,663.51,03/10/2018,Resources,
215263,ESPO Energy,51441468,R2102,Energy Costs,828.01,03/10/2018,Resources,
215263,ESPO Energy,51441838,R2102,Energy Costs,740.66,03/10/2018,Resources,
215263,ESPO Energy,51449851,R2102,Energy Costs,"1,796.71",25/10/2018,Resources,
215263,ESPO Energy,51449853,R2102,Energy Costs,"1,017.92",25/10/2018,Resources,
215263,ESPO Energy,51449860,R2102,Energy Costs,846.72,25/10/2018,Resources,
215263,ESPO Energy,51451930,R2102,Energy Costs,908.63,25/10/2018,Resources,
215263,ESPO Energy,51451938,R2102,Energy Costs,699.52,25/10/2018,Resources,
215263,ESPO Energy,51452291,R2102,Energy Costs,716.76,26/10/2018,Resources,
202088,Ettington Preschool,51443825,R6106,Early Years Funding (PVIs and LA),800.00,04/10/2018,Communities,
222920,Euro Label Printers Ltd,51443652,R4310,"Printing, Photocopying and Reprographics",722.00,31/10/2018,Resources,
202096,Evans & Ratkai Px Partnership,51443647,R4409,Consultancy,"1,300.00",31/10/2018,Communities,
202096,Evans & Ratkai Px Partnership,51443651,R4409,Consultancy,"1,300.00",31/10/2018,Communities,
231976,Evolving Care,51441793,R5851,Supported Living,"1,427.39",26/10/2018,People Directorate,
201158,Exterion Media (UK) Ltd,51451655,R1408,Other Staffing Costs,780.00,25/10/2018,Resources,
202140,Fairways Contracting Ltd,51441349,R2751,Grounds Maintenance,663.90,25/10/2018,Schools,
206633,FCC Recycling (UK) Ltd,51437499,R5702,Payments to External Contractors,"59,704.92",12/10/2018,Communities,
206633,FCC Recycling (UK) Ltd,51438224,R5841,Landfill Tax Payments,"150,309.64",17/10/2018,Communities,
206633,FCC Recycling (UK) Ltd,51438224,R5702,Payments to External Contractors,"33,627.47",17/10/2018,Communities,
,Filcris Ltd,14073,,,"1,397.15",04/10/2018,Communities,
999982,Fillongley Parish Council,51447646,R5501,Grants / Donations to External Organisations,"4,275.00",12/10/2018,Communities,
202187,Fire Service College Ltd,51438868,R1601,Training,"2,360.59",18/10/2018,Fire and Rescue,
214451,First Response First Aid Ltd,51441257,R1601,Training,595.00,25/10/2018,Schools,
202203,Fitzgerald Contractors Ltd,51437157,C1030,"New Construction, Conversion & Renovation","184,173.84",05/10/2018,Capital,
202203,Fitzgerald Contractors Ltd,51450497,C1050,External Fees,"2,355.42",22/10/2018,Capital,
202203,Fitzgerald Contractors Ltd,51446063,C1030,"New Construction, Conversion & Renovation","176,963.74",22/10/2018,Capital,
202203,Fitzgerald Contractors Ltd,51450504,C1030,"New Construction, Conversion & Renovation","64,724.53",23/10/2018,Capital,
235361,Florendine Primary,51442868,R6109,Funding payment to Academies and Non WCC Schools,600.00,01/10/2018,Communities,
235215,Fluent Interaction Ltd,51434220,R4409,Consultancy,"32,000.00",04/10/2018,Resources,
202223,Footsteps Day Nursery,51443822,R6106,Early Years Funding (PVIs and LA),800.00,04/10/2018,Communities,
208722,Forensics Ltd T/A Alere Forensics,51434887,R4615,Coroner/Mortuary/Pathology Fees,990.00,05/10/2018,Other Services,
208722,Forensics Ltd T/A Alere Forensics,51437129,R4615,Coroner/Mortuary/Pathology Fees,925.00,12/10/2018,Other Services,
208722,Forensics Ltd T/A Alere Forensics,51441735,R4615,Coroner/Mortuary/Pathology Fees,"1,250.00",26/10/2018,Other Services,
231176,Forest Fuels Ltd,51441957,R2102,Energy Costs,763.88,18/10/2018,Resources,
236802,Fortem Solutions Ltd,51440421,C1030,"New Construction, Conversion & Renovation","88,478.99",12/10/2018,Capital,
236802,Fortem Solutions Ltd,51440413,C1030,"New Construction, Conversion & Renovation","9,637.00",12/10/2018,Capital,
236802,Fortem Solutions Ltd,51439014,C1030,"New Construction, Conversion & Renovation","140,640.06",12/10/2018,Capital,
236802,Fortem Solutions Ltd,51444326,C1030,"New Construction, Conversion & Renovation","128,685.90",24/10/2018,Capital,
202235,Fortress Recycling Ltd,51442978,R2601,Other Building Services,"3,039.32",03/10/2018,Communities,
202241,Fostering People Ltd (****4314),51442598,R5822,Foster Care Payments - External Provision,"2,997.00",04/10/2018,People Directorate,
202241,Fostering People Ltd (****4314),51442669,R5822,Foster Care Payments - External Provision,"2,997.00",04/10/2018,People Directorate,
202241,Fostering People Ltd (****4314),51450439,R5822,Foster Care Payments - External Provision,"3,096.90",30/10/2018,People Directorate,
202241,Fostering People Ltd (****4314),51450442,R5822,Foster Care Payments - External Provision,"3,096.90",30/10/2018,People Directorate,
216778,Four Seasons (Bamford) Ltd re Milverton Gate,51450048,R5806,Residential Care,"8,928.57",18/10/2018,People Directorate,
100147,Four Seasons Healthcare Ltd (Millwater Residential Home),51450049,R5806,Residential Care,"34,933.93",18/10/2018,People Directorate,
218530,Foxford School & Community Arts College,51442892,R6109,Funding payment to Academies and Non WCC Schools,600.00,01/10/2018,Communities,
230177,Freshstart in Education,51435767,R5702,Payments to External Contractors,840.00,10/10/2018,Communities,
230177,Freshstart in Education,51448763,R5702,Payments to External Contractors,"2,940.00",26/10/2018,Communities,
100066,Friendship Care And Housing (****0454),51437778,R5805,Homecare - External Domiciliary,533.61,11/10/2018,People Directorate,
233628,FSW IT Solutions Ltd,51437573,R4512,Software,"8,600.00",12/10/2018,Communities,
,Ftc Ecom,15549,,,569.00,15/10/2018,Resources,
227025,Fuchs Lubricants (UK) PLC,51449325,R4030,Materials,"1,545.88",25/10/2018,Communities,
227025,Fuchs Lubricants (UK) PLC,51439412,R4030,Materials,-725.15,25/10/2018,Communities,
227025,Fuchs Lubricants (UK) PLC,51449401,R4030,Materials,725.15,25/10/2018,Communities,
227025,Fuchs Lubricants (UK) PLC,51442946,R4030,Materials,"1,257.00",26/10/2018,Communities,
233337,Future Options Ltd,51449838,R5459,Leaving Care Accommodation,"7,750.00",30/10/2018,People Directorate,
233337,Future Options Ltd,51449831,R5459,Leaving Care Accommodation,"7,750.00",30/10/2018,People Directorate,
228869,G & G Plant Hire,51436512,R4008,Equipment,"1,320.00",11/10/2018,Communities,
228869,G & G Plant Hire,51443394,R4008,Equipment,"2,424.00",31/10/2018,Communities,
228869,G & G Plant Hire,51443392,R4008,Equipment,"1,376.00",31/10/2018,Communities,
221659,Gage-Tupper & Associates Ltd,51434582,R4441,Professional Fees,"4,296.33",05/10/2018,Resources,
231445,Galliford Try Infrastructure Ltd - Highways Capital Projects,51448957,C1030,"New Construction, Conversion & Renovation","296,787.36",22/10/2018,Capital,
